,0,1,2,3,4,5,6,7,8,9,10,11,12
1,Write-In cells: 162,,,,,,,,,,,,
2,Overvote cells: 371,,,,,,,,,,,,
3,Bill Perkins: 0,,,,,,,,,,,,
4,William A. Allen: 1,,,,,,,,,,,,
5,Bernadette McNear: 2,,,,,,,,,,,,
6,Keith Taylor: 3,,,,,,,,,,,,
7,Athena Moore: 4,,,,,,,,,,,,
8,Billy Council: 5,,,,,,,,,,,,
9,Pierre A. Gooding: 6,,,,,,,,,,,,
10,Cordell Cleare: 7,,,,,,,,,,,,
11,Kristin Richardson Jordan: 8,,,,,,,,,,,,
12,Sheba T. Simpson-Amsterdam: 9,,,,,,,,,,,,
13,Ruth L. McDaniels: 10,,,,,,,,,,,,
14,Joshua Albert Clennon: 11,,,,,,,,,,,,
15,Mario Rosser: 12,,,,,,,,,,,,
73178,0,,,,,,,,,,,,
73179,4,12.0,,,,,,,,,,,
73180,8,3.0,,,,,,,,,,,
73181,0,,,,,,,,,,,,
73184,3,7.0,9.0,4.0,8.0,,,,,,,,
73185,8,11.0,,,,,,,,,,,
73186,8,11.0,1.0,10.0,2.0,,,,,,,,
73187,6,1.0,,,,,,,,,,,
73188,8,12.0,9.0,3.0,0.0,,,,,,,,
73189,0,8.0,,,,,,,,,,,
73190,11,12.0,,,,,,,,,,,
73191,7,8.0,,,,,,,,,,,
73192,12,4.0,8.0,2.0,9.0,,,,,,,,
73193,3,,,,,,,,,,,,
73194,12,8.0,4.0,0.0,,,,,,,,,
73195,2,1.0,9.0,8.0,11.0,,,,,,,,
73196,0,,,,,,,,,,,,
73197,0,8.0,,,,,,,,,,,
73198,0,10.0,3.0,1.0,4.0,,,,,,,,
73199,7,,,,,,,,,,,,
73200,4,6.0,2.0,12.0,0.0,,,,,,,,
73202,7,1.0,4.0,11.0,3.0,,,,,,,,
73203,7,10.0,8.0,4.0,0.0,,,,,,,,
73204,8,11.0,,,,,,,,,,,
73205,4,9.0,,,,,,,,,,,
73206,0,8.0,10.0,7.0,2.0,,,,,,,,
73207,8,12.0,4.0,9.0,11.0,,,,,,,,
73208,1,12.0,8.0,5.0,11.0,,,,,,,,
73209,3,1.0,,,,,,,,,,,
73210,10,,,,,,,,,,,,
73211,7,8.0,,,,,,,,,,,
73212,4,7.0,,,,,,,,,,,
73213,8,9.0,11.0,12.0,,,,,,,,,
73215,6,9.0,4.0,0.0,3.0,,,,,,,,
73216,7,8.0,0.0,9.0,3.0,,,,,,,,
73217,11,,,,,,,,,,,,
73218,8,1.0,12.0,4.0,0.0,,,,,,,,
73219,3,1.0,10.0,0.0,9.0,,,,,,,,
73220,7,,,,,,,,,,,,
73221,6,1.0,0.0,8.0,,,,,,,,,
73222,0,4.0,10.0,,,,,,,,,,
73223,8,11.0,12.0,,,,,,,,,,
73224,4,7.0,11.0,12.0,0.0,,,,,,,,
73225,8,7.0,0.0,1.0,4.0,,,,,,,,
73226,2,4.0,1.0,10.0,,,,,,,,,
73227,7,,,,,,,,,,,,
73228,4,7.0,5.0,10.0,6.0,,,,,,,,
73229,7,0.0,,,,,,,,,,,
73230,7,0.0,,,,,,,,,,,
73231,0,,,,,,,,,,,,
73232,7,11.0,8.0,12.0,,,,,,,,,
73233,11,8.0,7.0,,,,,,,,,,
73234,3,7.0,8.0,4.0,2.0,,,,,,,,
73236,6,0.0,,,,,,,,,,,
73237,1,0.0,7.0,3.0,8.0,,,,,,,,
73238,12,2.0,4.0,,,,,,,,,,
73239,7,6.0,10.0,1.0,11.0,,,,,,,,
73240,7,,,,,,,,,,,,
73241,7,0.0,8.0,3.0,4.0,,,,,,,,
73242,11,8.0,,,,,,,,,,,
73243,8,7.0,11.0,,,,,,,,,,
73244,4,7.0,11.0,10.0,2.0,,,,,,,,
73245,6,8.0,3.0,,,,,,,,,,
73246,8,7.0,0.0,,,,,,,,,,
73247,0,3.0,11.0,,,,,,,,,,
73248,0,3.0,8.0,11.0,6.0,,,,,,,,
73249,3,5.0,11.0,,,,,,,,,,
73250,0,7.0,1.0,8.0,10.0,,,,,,,,
73251,8,10.0,3.0,0.0,4.0,,,,,,,,
73252,3,4.0,1.0,0.0,11.0,,,,,,,,
73253,8,4.0,7.0,11.0,5.0,,,,,,,,
73255,10,,,,,,,,,,,,
73256,7,12.0,,,,,,,,,,,
73257,0,8.0,7.0,,,,,,,,,,
73258,11,,,,,,,,,,,,
73259,8,12.0,4.0,,,,,,,,,,
73260,6,1.0,,,,,,,,,,,
73261,7,8.0,12.0,1.0,2.0,,,,,,,,
73262,8,11.0,,,,,,,,,,,
73263,12,11.0,,,,,,,,,,,
73264,4,8.0,7.0,5.0,6.0,,,,,,,,
73265,8,4.0,10.0,9.0,,,,,,,,,
73266,4,,,,,,,,,,,,
73267,12,4.0,11.0,10.0,8.0,,,,,,,,
73268,12,4.0,9.0,6.0,8.0,,,,,,,,
73269,8,,,,,,,,,,,,
73270,7,3.0,4.0,11.0,,,,,,,,,
73271,0,7.0,,,,,,,,,,,
73272,7,8.0,0.0,4.0,,,,,,,,,
73273,7,5.0,1.0,0.0,3.0,,,,,,,,
73274,1,6.0,11.0,7.0,,,,,,,,,
73275,7,3.0,4.0,11.0,1.0,,,,,,,,
73276,7,1.0,8.0,9.0,4.0,,,,,,,,
73277,8,0.0,4.0,10.0,3.0,,,,,,,,
73278,5,1.0,6.0,0.0,9.0,,,,,,,,
73280,4,8.0,11.0,1.0,12.0,,,,,,,,
73281,6,4.0,8.0,0.0,12.0,,,,,,,,
73282,1,,,,,,,,,,,,
73283,8,1.0,12.0,4.0,0.0,,,,,,,,
73284,4,8.0,2.0,,,,,,,,,,
73285,8,12.0,9.0,2.0,,,,,,,,,
73287,12,8.0,,,,,,,,,,,
73288,9,,,,,,,,,,,,
73289,4,8.0,7.0,0.0,5.0,,,,,,,,
73290,1,7.0,3.0,4.0,,,,,,,,,
73291,0,8.0,6.0,12.0,7.0,,,,,,,,
73292,0,6.0,3.0,7.0,2.0,,,,,,,,
73293,3,7.0,0.0,5.0,,,,,,,,,
73294,8,0.0,11.0,,,,,,,,,,
73295,6,1.0,8.0,3.0,0.0,,,,,,,,
73297,4,11.0,12.0,7.0,3.0,,,,,,,,
73298,12,1.0,,,,,,,,,,,
73299,7,8.0,4.0,,,,,,,,,,
73300,3,4.0,,,,,,,,,,,
73301,12,11.0,0.0,8.0,10.0,,,,,,,,
73302,8,,,,,,,,,,,,
73303,7,0.0,,,,,,,,,,,
73304,8,11.0,10.0,12.0,9.0,,,,,,,,
73305,0,10.0,,,,,,,,,,,
73306,0,,,,,,,,,,,,
73308,0,3.0,,,,,,,,,,,
73309,8,4.0,7.0,11.0,,,,,,,,,
73310,8,11.0,,,,,,,,,,,
73311,7,12.0,5.0,8.0,1.0,,,,,,,,
73312,3,12.0,8.0,,,,,,,,,,
73313,12,,,,,,,,,,,,
73314,3,4.0,8.0,,,,,,,,,,
73316,4,,,,,,,,,,,,
73317,7,,,,,,,,,,,,
73318,1,0.0,8.0,9.0,,,,,,,,,
73319,4,,,,,,,,,,,,
73320,7,0.0,10.0,9.0,,,,,,,,,
73321,8,11.0,3.0,,,,,,,,,,
73322,7,,,,,,,,,,,,
73323,0,4.0,6.0,8.0,,,,,,,,,
73325,0,2.0,7.0,4.0,10.0,,,,,,,,
73326,12,7.0,,,,,,,,,,,
73327,7,12.0,4.0,10.0,8.0,,,,,,,,
73328,7,6.0,9.0,0.0,11.0,,,,,,,,
73329,4,,,,,,,,,,,,
73330,12,0.0,,,,,,,,,,,
73331,8,11.0,,,,,,,,,,,
73332,7,,,,,,,,,,,,
73334,4,11.0,12.0,8.0,,,,,,,,,
73335,8,9.0,,,,,,,,,,,
73336,1,4.0,7.0,,,,,,,,,,
73337,0,8.0,2.0,6.0,3.0,,,,,,,,
73338,7,4.0,,,,,,,,,,,
73339,12,7.0,1.0,4.0,8.0,,,,,,,,
73340,11,12.0,9.0,,,,,,,,,,
73341,0,,,,,,,,,,,,
73342,0,,,,,,,,,,,,
73343,6,7.0,5.0,11.0,1.0,,,,,,,,
73345,12,0.0,9.0,11.0,8.0,,,,,,,,
73346,1,8.0,7.0,4.0,12.0,,,,,,,,
73347,8,7.0,11.0,,,,,,,,,,
73348,8,7.0,,,,,,,,,,,
73349,7,,,,,,,,,,,,
73350,0,12.0,,,,,,,,,,,
73351,8,12.0,,,,,,,,,,,
73352,8,,,,,,,,,,,,
73354,11,3.0,8.0,7.0,,,,,,,,,
73356,8,1.0,10.0,2.0,5.0,,,,,,,,
73357,0,,,,,,,,,,,,
73358,0,8.0,4.0,6.0,2.0,,,,,,,,
73359,3,,,,,,,,,,,,
73360,1,7.0,8.0,4.0,10.0,,,,,,,,
73361,4,7.0,,,,,,,,,,,
73362,0,6.0,12.0,4.0,9.0,,,,,,,,
73363,4,1.0,2.0,9.0,12.0,,,,,,,,
73364,3,7.0,12.0,,,,,,,,,,
73365,7,0.0,,,,,,,,,,,
73366,1,2.0,8.0,10.0,,,,,,,,,
73367,11,1.0,8.0,12.0,5.0,,,,,,,,
73369,7,4.0,11.0,,,,,,,,,,
73370,4,,,,,,,,,,,,
73372,8,11.0,12.0,7.0,4.0,,,,,,,,
73373,12,8.0,7.0,4.0,6.0,,,,,,,,
73374,7,10.0,4.0,,,,,,,,,,
73375,7,3.0,4.0,,,,,,,,,,
73377,4,12.0,8.0,7.0,11.0,,,,,,,,
73378,8,,,,,,,,,,,,
73379,0,11.0,7.0,,,,,,,,,,
73380,10,12.0,6.0,,,,,,,,,,
73381,4,7.0,8.0,10.0,11.0,,,,,,,,
73383,7,8.0,4.0,0.0,5.0,,,,,,,,
73384,4,1.0,2.0,9.0,11.0,,,,,,,,
73385,0,7.0,10.0,12.0,4.0,,,,,,,,
73386,12,8.0,7.0,1.0,9.0,,,,,,,,
73387,8,4.0,7.0,11.0,,,,,,,,,
73388,1,,,,,,,,,,,,
73391,8,0.0,9.0,1.0,3.0,,,,,,,,
73393,1,,,,,,,,,,,,
73394,12,7.0,0.0,6.0,8.0,,,,,,,,
73395,8,12.0,,,,,,,,,,,
73396,7,11.0,8.0,10.0,4.0,,,,,,,,
73397,8,4.0,0.0,9.0,11.0,,,,,,,,
73398,12,3.0,,,,,,,,,,,
73399,7,3.0,4.0,9.0,10.0,,,,,,,,
73400,1,0.0,7.0,4.0,,,,,,,,,
73401,1,7.0,11.0,4.0,6.0,,,,,,,,
73402,8,12.0,,,,,,,,,,,
73403,0,8.0,2.0,6.0,3.0,,,,,,,,
73404,1,4.0,7.0,6.0,0.0,,,,,,,,
73405,8,,,,,,,,,,,,
73406,12,11.0,1.0,7.0,4.0,,,,,,,,
73407,0,,,,,,,,,,,,
73408,12,8.0,,,,,,,,,,,
73409,12,,,,,,,,,,,,
73410,12,6.0,8.0,4.0,3.0,,,,,,,,
73411,12,7.0,10.0,4.0,3.0,,,,,,,,
73412,7,,,,,,,,,,,,
73413,4,1.0,7.0,3.0,5.0,,,,,,,,
73414,0,10.0,6.0,1.0,9.0,,,,,,,,
73415,11,6.0,9.0,8.0,5.0,,,,,,,,
73416,4,7.0,,,,,,,,,,,
73417,0,10.0,,,,,,,,,,,
73418,6,4.0,8.0,5.0,2.0,,,,,,,,
73419,7,3.0,8.0,11.0,1.0,,,,,,,,
73420,1,7.0,4.0,12.0,,,,,,,,,
73421,7,8.0,11.0,,,,,,,,,,
73422,4,8.0,12.0,7.0,5.0,,,,,,,,
73424,11,7.0,8.0,10.0,4.0,,,,,,,,
73425,3,,,,,,,,,,,,
73426,0,8.0,12.0,4.0,,,,,,,,,
73427,7,12.0,1.0,6.0,8.0,,,,,,,,
73428,1,0.0,3.0,10.0,4.0,,,,,,,,
73429,7,,,,,,,,,,,,
73430,0,,,,,,,,,,,,
73431,7,,,,,,,,,,,,
73432,12,4.0,2.0,7.0,9.0,,,,,,,,
73433,12,0.0,,,,,,,,,,,
73434,11,7.0,4.0,8.0,12.0,,,,,,,,
73435,8,11.0,12.0,7.0,5.0,,,,,,,,
73436,12,0.0,,,,,,,,,,,
73438,8,12.0,1.0,4.0,11.0,,,,,,,,
73439,8,7.0,11.0,12.0,6.0,,,,,,,,
73440,7,0.0,3.0,1.0,12.0,,,,,,,,
73441,7,8.0,10.0,2.0,11.0,,,,,,,,
73442,8,11.0,9.0,3.0,7.0,,,,,,,,
73443,12,9.0,4.0,5.0,7.0,,,,,,,,
73444,7,4.0,12.0,10.0,9.0,,,,,,,,
73446,12,,,,,,,,,,,,
73447,8,7.0,4.0,,,,,,,,,,
73448,10,8.0,,,,,,,,,,,
73450,3,12.0,11.0,4.0,6.0,,,,,,,,
73451,7,,,,,,,,,,,,
73452,8,12.0,4.0,7.0,2.0,,,,,,,,
73453,8,4.0,12.0,,,,,,,,,,
73454,8,0.0,9.0,,,,,,,,,,
73455,8,5.0,9.0,11.0,6.0,,,,,,,,
73456,11,9.0,6.0,7.0,12.0,,,,,,,,
73457,8,3.0,,,,,,,,,,,
73458,0,8.0,,,,,,,,,,,
73459,1,0.0,,,,,,,,,,,
73460,4,0.0,7.0,8.0,3.0,,,,,,,,
73461,3,10.0,8.0,5.0,12.0,,,,,,,,
73462,8,7.0,12.0,11.0,9.0,,,,,,,,
73463,12,8.0,10.0,4.0,9.0,,,,,,,,
73464,12,4.0,8.0,6.0,,,,,,,,,
73465,7,0.0,8.0,4.0,3.0,,,,,,,,
75245,4,10.0,8.0,,,,,,,,,,
75246,4,2.0,9.0,8.0,10.0,,,,,,,,
75247,5,0.0,4.0,6.0,1.0,,,,,,,,
75248,12,8.0,4.0,0.0,3.0,,,,,,,,
75249,7,,,,,,,,,,,,
75250,0,10.0,1.0,8.0,9.0,,,,,,,,
75252,8,4.0,7.0,,,,,,,,,,
75253,6,,,,,,,,,,,,
75254,7,,,,,,,,,,,,
75255,7,0.0,,,,,,,,,,,
75256,11,,,,,,,,,,,,
75257,7,4.0,8.0,11.0,0.0,,,,,,,,
75258,7,,,,,,,,,,,,
75259,7,9.0,5.0,2.0,4.0,,,,,,,,
75260,8,9.0,5.0,12.0,11.0,,,,,,,,
75261,4,0.0,6.0,2.0,10.0,,,,,,,,
75262,0,,,,,,,,,,,,
75263,5,9.0,,,,,,,,,,,
75264,4,3.0,,,,,,,,,,,
75265,0,,,,,,,,,,,,
75267,7,3.0,1.0,11.0,0.0,,,,,,,,
75268,0,4.0,12.0,7.0,,,,,,,,,
75269,3,9.0,4.0,8.0,10.0,,,,,,,,
75270,8,6.0,2.0,12.0,4.0,,,,,,,,
75271,8,2.0,4.0,7.0,0.0,,,,,,,,
75272,0,11.0,12.0,8.0,6.0,,,,,,,,
75273,11,7.0,12.0,,,,,,,,,,
75274,12,7.0,0.0,11.0,,,,,,,,,
75275,1,12.0,7.0,,,,,,,,,,
75276,12,4.0,7.0,11.0,8.0,,,,,,,,
75277,5,,,,,,,,,,,,
75278,5,,,,,,,,,,,,
75279,8,4.0,6.0,3.0,0.0,,,,,,,,
75280,5,0.0,7.0,1.0,10.0,,,,,,,,
75281,8,11.0,,,,,,,,,,,
75282,7,4.0,,,,,,,,,,,
75283,0,,,,,,,,,,,,
75284,0,7.0,,,,,,,,,,,
75285,5,3.0,,,,,,,,,,,
75286,3,7.0,,,,,,,,,,,
75287,4,0.0,,,,,,,,,,,
75288,0,2.0,8.0,4.0,9.0,,,,,,,,
75289,8,11.0,12.0,0.0,5.0,,,,,,,,
75290,1,0.0,,,,,,,,,,,
75291,1,,,,,,,,,,,,
75292,11,7.0,4.0,1.0,8.0,,,,,,,,
75293,7,4.0,11.0,8.0,3.0,,,,,,,,
75294,7,10.0,1.0,4.0,,,,,,,,,
75295,7,10.0,4.0,8.0,0.0,,,,,,,,
75296,4,,,,,,,,,,,,
75297,11,8.0,,,,,,,,,,,
75298,7,9.0,,,,,,,,,,,
75299,0,3.0,,,,,,,,,,,
75300,8,12.0,11.0,,,,,,,,,,
75302,11,8.0,6.0,12.0,4.0,,,,,,,,
75303,8,0.0,3.0,1.0,,,,,,,,,
75304,8,11.0,12.0,,,,,,,,,,
75305,0,2.0,1.0,3.0,11.0,,,,,,,,
75306,8,11.0,,,,,,,,,,,
75307,0,8.0,3.0,1.0,6.0,,,,,,,,
75308,4,3.0,9.0,,,,,,,,,,
75309,4,9.0,0.0,7.0,12.0,,,,,,,,
75310,12,4.0,9.0,,,,,,,,,,
75311,7,0.0,1.0,6.0,5.0,,,,,,,,
75312,10,,,,,,,,,,,,
75313,3,7.0,4.0,11.0,12.0,,,,,,,,
75314,8,3.0,7.0,,,,,,,,,,
75315,8,7.0,11.0,0.0,,,,,,,,,
75316,8,11.0,12.0,7.0,5.0,,,,,,,,
75317,5,8.0,12.0,11.0,,,,,,,,,
75318,7,0.0,2.0,5.0,8.0,,,,,,,,
75320,7,4.0,8.0,5.0,11.0,,,,,,,,
75321,0,,,,,,,,,,,,
75322,0,7.0,8.0,1.0,4.0,,,,,,,,
75324,0,,,,,,,,,,,,
75326,12,0.0,7.0,,,,,,,,,,
75327,7,,,,,,,,,,,,
75328,0,4.0,1.0,7.0,,,,,,,,,
75329,7,0.0,,,,,,,,,,,
75330,11,,,,,,,,,,,,
75331,12,1.0,11.0,,,,,,,,,,
75333,0,9.0,6.0,4.0,8.0,,,,,,,,
75334,7,10.0,2.0,4.0,0.0,,,,,,,,
75335,4,8.0,2.0,10.0,9.0,,,,,,,,
75336,4,8.0,10.0,12.0,1.0,,,,,,,,
75337,11,4.0,1.0,,,,,,,,,,
75338,6,8.0,12.0,7.0,,,,,,,,,
75339,11,0.0,,,,,,,,,,,
75341,11,,,,,,,,,,,,
75342,7,0.0,,,,,,,,,,,
75343,8,7.0,1.0,10.0,12.0,,,,,,,,
75344,5,3.0,7.0,11.0,,,,,,,,,
75346,0,2.0,,,,,,,,,,,
75348,7,8.0,0.0,,,,,,,,,,
75349,4,8.0,12.0,3.0,0.0,,,,,,,,
75350,8,7.0,10.0,4.0,,,,,,,,,
75351,7,,,,,,,,,,,,
75353,7,9.0,8.0,,,,,,,,,,
75354,0,1.0,7.0,,,,,,,,,,
75355,4,7.0,12.0,8.0,9.0,,,,,,,,
75358,7,4.0,1.0,11.0,0.0,,,,,,,,
75359,0,,,,,,,,,,,,
75360,7,11.0,,,,,,,,,,,
75361,8,11.0,7.0,12.0,1.0,,,,,,,,
75362,8,11.0,4.0,,,,,,,,,,
75363,7,4.0,1.0,12.0,,,,,,,,,
75364,10,,,,,,,,,,,,
75365,9,11.0,7.0,12.0,0.0,,,,,,,,
75367,4,8.0,2.0,10.0,9.0,,,,,,,,
75369,4,8.0,7.0,9.0,12.0,,,,,,,,
75370,4,5.0,8.0,,,,,,,,,,
75371,4,7.0,1.0,8.0,11.0,,,,,,,,
75372,9,,,,,,,,,,,,
75373,4,,,,,,,,,,,,
75374,11,10.0,4.0,12.0,0.0,,,,,,,,
75375,8,,,,,,,,,,,,
75376,8,,,,,,,,,,,,
75377,7,3.0,0.0,1.0,10.0,,,,,,,,
75379,7,0.0,,,,,,,,,,,
75380,7,4.0,8.0,6.0,2.0,,,,,,,,
75381,4,2.0,3.0,0.0,10.0,,,,,,,,
75382,8,11.0,12.0,7.0,5.0,,,,,,,,
75383,8,12.0,4.0,,,,,,,,,,
75384,3,12.0,5.0,4.0,10.0,,,,,,,,
75385,7,0.0,10.0,2.0,,,,,,,,,
75386,8,5.0,,,,,,,,,,,
75388,8,11.0,12.0,7.0,5.0,,,,,,,,
75389,11,5.0,12.0,3.0,,,,,,,,,
75390,7,12.0,4.0,10.0,2.0,,,,,,,,
75392,7,,,,,,,,,,,,
75394,8,10.0,12.0,9.0,11.0,,,,,,,,
75395,12,,,,,,,,,,,,
75396,5,1.0,,,,,,,,,,,
75398,8,4.0,10.0,7.0,9.0,,,,,,,,
75399,0,6.0,4.0,12.0,7.0,,,,,,,,
75400,7,,,,,,,,,,,,
75401,8,,,,,,,,,,,,
75402,11,8.0,6.0,12.0,,,,,,,,,
75403,12,,,,,,,,,,,,
75404,8,,,,,,,,,,,,
75405,8,1.0,11.0,12.0,,,,,,,,,
75406,8,9.0,10.0,6.0,7.0,,,,,,,,
75408,8,,,,,,,,,,,,
75409,4,,,,,,,,,,,,
75410,8,7.0,,,,,,,,,,,
75411,8,7.0,9.0,4.0,,,,,,,,,
75412,8,4.0,,,,,,,,,,,
75413,8,,,,,,,,,,,,
75414,8,7.0,4.0,11.0,,,,,,,,,
75415,8,7.0,4.0,,,,,,,,,,
75416,4,7.0,1.0,,,,,,,,,,
75417,8,0.0,4.0,,,,,,,,,,
75418,12,8.0,,,,,,,,,,,
75419,4,,,,,,,,,,,,
75420,1,10.0,3.0,8.0,5.0,,,,,,,,
75421,0,,,,,,,,,,,,
75422,4,7.0,12.0,,,,,,,,,,
75424,8,7.0,4.0,11.0,,,,,,,,,
75425,0,4.0,2.0,10.0,9.0,,,,,,,,
75426,7,,,,,,,,,,,,
75427,1,10.0,4.0,,,,,,,,,,
75428,0,4.0,,,,,,,,,,,
75429,8,4.0,,,,,,,,,,,
75430,8,7.0,10.0,4.0,9.0,,,,,,,,
75431,4,8.0,10.0,7.0,9.0,,,,,,,,
75433,0,2.0,10.0,12.0,,,,,,,,,
75435,0,4.0,1.0,6.0,3.0,,,,,,,,
75436,7,8.0,,,,,,,,,,,
75437,8,10.0,4.0,2.0,9.0,,,,,,,,
75438,11,,,,,,,,,,,,
75440,8,4.0,7.0,2.0,11.0,,,,,,,,
75441,7,8.0,12.0,,,,,,,,,,
75442,11,10.0,,,,,,,,,,,
75443,8,,,,,,,,,,,,
75444,4,11.0,8.0,1.0,10.0,,,,,,,,
75445,0,8.0,7.0,1.0,5.0,,,,,,,,
75447,11,,,,,,,,,,,,
75449,7,,,,,,,,,,,,
75451,9,1.0,0.0,4.0,8.0,,,,,,,,
75452,0,12.0,4.0,10.0,9.0,,,,,,,,
75453,4,12.0,7.0,,,,,,,,,,
75454,1,8.0,,,,,,,,,,,
75455,8,5.0,10.0,,,,,,,,,,
75456,11,6.0,4.0,7.0,10.0,,,,,,,,
75457,0,,,,,,,,,,,,
75458,12,8.0,4.0,7.0,10.0,,,,,,,,
75459,0,,,,,,,,,,,,
75460,8,11.0,1.0,12.0,3.0,,,,,,,,
75461,0,8.0,12.0,,,,,,,,,,
75462,1,,,,,,,,,,,,
75463,0,,,,,,,,,,,,
75465,0,,,,,,,,,,,,
75466,11,8.0,4.0,7.0,,,,,,,,,
75467,7,5.0,6.0,3.0,0.0,,,,,,,,
75468,0,7.0,8.0,3.0,11.0,,,,,,,,
75469,8,11.0,,,,,,,,,,,
75470,8,11.0,12.0,,,,,,,,,,
75471,7,0.0,,,,,,,,,,,
75472,5,0.0,,,,,,,,,,,
75473,0,,,,,,,,,,,,
75474,1,11.0,10.0,,,,,,,,,,
75475,12,7.0,9.0,8.0,3.0,,,,,,,,
75477,1,,,,,,,,,,,,
75478,8,11.0,,,,,,,,,,,
75479,7,,,,,,,,,,,,
75480,1,7.0,4.0,8.0,11.0,,,,,,,,
75481,0,3.0,10.0,,,,,,,,,,
75482,7,5.0,3.0,0.0,9.0,,,,,,,,
75483,6,,,,,,,,,,,,
75484,4,1.0,3.0,5.0,9.0,,,,,,,,
75485,7,0.0,,,,,,,,,,,
75486,12,8.0,,,,,,,,,,,
75487,12,8.0,4.0,,,,,,,,,,
75488,4,8.0,2.0,0.0,9.0,,,,,,,,
75489,12,,,,,,,,,,,,
75490,0,3.0,4.0,8.0,2.0,,,,,,,,
75491,8,12.0,,,,,,,,,,,
75492,12,,,,,,,,,,,,
75493,8,,,,,,,,,,,,
75494,8,0.0,12.0,,,,,,,,,,
75495,8,9.0,10.0,2.0,4.0,,,,,,,,
75496,10,7.0,12.0,4.0,,,,,,,,,
75497,0,3.0,7.0,8.0,4.0,,,,,,,,
75498,7,0.0,12.0,11.0,8.0,,,,,,,,
75499,1,,,,,,,,,,,,
75500,6,4.0,0.0,5.0,,,,,,,,,
75501,4,1.0,3.0,11.0,,,,,,,,,
75502,4,2.0,8.0,9.0,7.0,,,,,,,,
75503,8,7.0,10.0,12.0,1.0,,,,,,,,
75504,8,11.0,12.0,7.0,5.0,,,,,,,,
75505,12,,,,,,,,,,,,
75506,0,8.0,2.0,10.0,,,,,,,,,
75507,8,7.0,0.0,3.0,2.0,,,,,,,,
75508,11,,,,,,,,,,,,
75509,0,7.0,4.0,,,,,,,,,,
75510,7,3.0,4.0,5.0,0.0,,,,,,,,
75511,12,8.0,0.0,,,,,,,,,,
75512,7,0.0,,,,,,,,,,,
75513,12,11.0,4.0,8.0,6.0,,,,,,,,
75514,7,,,,,,,,,,,,
75515,7,0.0,,,,,,,,,,,
75516,7,0.0,10.0,1.0,3.0,,,,,,,,
75517,12,,,,,,,,,,,,
75518,12,,,,,,,,,,,,
75519,4,10.0,,,,,,,,,,,
75520,10,4.0,,,,,,,,,,,
75521,8,10.0,4.0,7.0,1.0,,,,,,,,
75522,6,12.0,,,,,,,,,,,
75523,7,4.0,,,,,,,,,,,
75524,11,8.0,7.0,4.0,12.0,,,,,,,,
75525,8,,,,,,,,,,,,
75526,7,1.0,4.0,9.0,2.0,,,,,,,,
75527,3,9.0,1.0,6.0,,,,,,,,,
75528,8,9.0,4.0,2.0,10.0,,,,,,,,
75529,0,,,,,,,,,,,,
75530,12,6.0,1.0,3.0,0.0,,,,,,,,
75531,11,,,,,,,,,,,,
75532,12,10.0,4.0,3.0,7.0,,,,,,,,
75533,0,,,,,,,,,,,,
75534,4,,,,,,,,,,,,
75535,0,,,,,,,,,,,,
75536,5,12.0,8.0,7.0,0.0,,,,,,,,
75537,0,7.0,8.0,,,,,,,,,,
75538,0,,,,,,,,,,,,
75539,8,5.0,,,,,,,,,,,
75540,8,12.0,0.0,,,,,,,,,,
75541,7,12.0,4.0,,,,,,,,,,
76151,0,7.0,11.0,,,,,,,,,,
76152,12,8.0,4.0,10.0,9.0,,,,,,,,
76153,8,11.0,,,,,,,,,,,
76154,0,8.0,12.0,,,,,,,,,,
76155,0,4.0,,,,,,,,,,,
76156,0,6.0,4.0,1.0,8.0,,,,,,,,
76157,8,10.0,4.0,9.0,2.0,,,,,,,,
76158,7,,,,,,,,,,,,
76159,0,,,,,,,,,,,,
76161,8,12.0,11.0,7.0,5.0,,,,,,,,
76162,11,8.0,,,,,,,,,,,
76164,10,0.0,7.0,11.0,8.0,,,,,,,,
76165,4,8.0,10.0,9.0,7.0,,,,,,,,
76166,1,7.0,5.0,,,,,,,,,,
76167,8,7.0,,,,,,,,,,,
76168,8,11.0,7.0,,,,,,,,,,
76169,0,3.0,4.0,5.0,7.0,,,,,,,,
76170,3,7.0,8.0,,,,,,,,,,
76171,8,,,,,,,,,,,,
76172,0,8.0,,,,,,,,,,,
76174,12,1.0,11.0,8.0,5.0,,,,,,,,
76175,10,0.0,9.0,2.0,,,,,,,,,
76176,4,7.0,1.0,5.0,12.0,,,,,,,,
76177,8,7.0,3.0,11.0,,,,,,,,,
76179,0,8.0,10.0,7.0,2.0,,,,,,,,
76180,8,11.0,3.0,,,,,,,,,,
76182,12,4.0,8.0,11.0,0.0,,,,,,,,
76183,12,8.0,4.0,,,,,,,,,,
76184,4,,,,,,,,,,,,
76185,0,,,,,,,,,,,,
76186,11,8.0,,,,,,,,,,,
76188,0,,,,,,,,,,,,
76189,8,12.0,11.0,1.0,3.0,,,,,,,,
76190,4,7.0,6.0,1.0,11.0,,,,,,,,
76191,8,7.0,0.0,1.0,9.0,,,,,,,,
76192,0,,,,,,,,,,,,
76193,0,,,,,,,,,,,,
76195,10,1.0,3.0,,,,,,,,,,
76196,7,12.0,8.0,5.0,4.0,,,,,,,,
76197,7,,,,,,,,,,,,
76199,11,8.0,4.0,9.0,10.0,,,,,,,,
76200,4,10.0,1.0,3.0,7.0,,,,,,,,
