,0,1,2,3,4,5,6,7,8,9,10,11,12
1,Write-In cells: 162,,,,,,,,,,,,
2,Overvote cells: 371,,,,,,,,,,,,
3,Bill Perkins: 0,,,,,,,,,,,,
4,William A. Allen: 1,,,,,,,,,,,,
5,Bernadette McNear: 2,,,,,,,,,,,,
6,Keith Taylor: 3,,,,,,,,,,,,
7,Athena Moore: 4,,,,,,,,,,,,
8,Billy Council: 5,,,,,,,,,,,,
9,Pierre A. Gooding: 6,,,,,,,,,,,,
10,Cordell Cleare: 7,,,,,,,,,,,,
11,Kristin Richardson Jordan: 8,,,,,,,,,,,,
12,Sheba T. Simpson-Amsterdam: 9,,,,,,,,,,,,
13,Ruth L. McDaniels: 10,,,,,,,,,,,,
14,Joshua Albert Clennon: 11,,,,,,,,,,,,
15,Mario Rosser: 12,,,,,,,,,,,,
148188,11,,,,,,,,,,,,
148189,5,0.0,3.0,2.0,8.0,,,,,,,,
148190,10,4.0,9.0,,,,,,,,,,
148191,0,5.0,12.0,6.0,,,,,,,,,
148192,5,,,,,,,,,,,,
148193,9,,,,,,,,,,,,
148194,2,11.0,9.0,,,,,,,,,,
148195,4,10.0,7.0,2.0,1.0,,,,,,,,
148196,0,,,,,,,,,,,,
148197,0,,,,,,,,,,,,
148198,8,11.0,9.0,7.0,12.0,,,,,,,,
148199,5,10.0,6.0,4.0,2.0,,,,,,,,
148200,12,,,,,,,,,,,,
148201,8,3.0,,,,,,,,,,,
148202,11,,,,,,,,,,,,
148205,8,1.0,0.0,,,,,,,,,,
148206,0,,,,,,,,,,,,
148207,8,0.0,,,,,,,,,,,
148208,7,5.0,4.0,10.0,3.0,,,,,,,,
148209,0,9.0,4.0,6.0,3.0,,,,,,,,
148210,1,,,,,,,,,,,,
148211,11,8.0,,,,,,,,,,,
148212,8,,,,,,,,,,,,
148215,0,,,,,,,,,,,,
148216,0,,,,,,,,,,,,
148217,12,4.0,8.0,3.0,11.0,,,,,,,,
148218,0,,,,,,,,,,,,
148219,8,4.0,10.0,0.0,7.0,,,,,,,,
148220,8,10.0,11.0,9.0,4.0,,,,,,,,
148221,0,,,,,,,,,,,,
148222,8,2.0,3.0,4.0,6.0,,,,,,,,
148223,8,4.0,5.0,3.0,2.0,,,,,,,,
148224,8,11.0,12.0,3.0,9.0,,,,,,,,
148225,0,8.0,4.0,9.0,2.0,,,,,,,,
148226,0,11.0,,,,,,,,,,,
148227,1,,,,,,,,,,,,
148228,0,5.0,10.0,6.0,3.0,,,,,,,,
148230,1,7.0,0.0,6.0,4.0,,,,,,,,
148232,0,2.0,6.0,,,,,,,,,,
148233,10,,,,,,,,,,,,
148236,0,,,,,,,,,,,,
148237,11,3.0,,,,,,,,,,,
148238,0,10.0,1.0,5.0,9.0,,,,,,,,
148239,3,5.0,10.0,8.0,0.0,,,,,,,,
148240,1,,,,,,,,,,,,
148241,4,0.0,8.0,,,,,,,,,,
148242,12,,,,,,,,,,,,
148243,12,0.0,8.0,1.0,9.0,,,,,,,,
148244,3,,,,,,,,,,,,
148245,0,9.0,10.0,2.0,4.0,,,,,,,,
148246,8,0.0,4.0,,,,,,,,,,
148247,7,0.0,3.0,1.0,,,,,,,,,
148248,8,,,,,,,,,,,,
148249,8,,,,,,,,,,,,
148250,0,,,,,,,,,,,,
148251,8,10.0,0.0,6.0,4.0,,,,,,,,
148252,0,12.0,11.0,,,,,,,,,,
148253,11,4.0,2.0,5.0,12.0,,,,,,,,
148254,5,7.0,10.0,4.0,,,,,,,,,
148255,12,,,,,,,,,,,,
148256,0,4.0,12.0,,,,,,,,,,
148257,4,,,,,,,,,,,,
148258,8,1.0,9.0,7.0,10.0,,,,,,,,
148259,6,1.0,9.0,10.0,2.0,,,,,,,,
148260,6,1.0,2.0,12.0,7.0,,,,,,,,
148262,0,3.0,9.0,,,,,,,,,,
148263,11,2.0,10.0,9.0,4.0,,,,,,,,
148265,12,4.0,0.0,6.0,1.0,,,,,,,,
148267,4,6.0,1.0,8.0,3.0,,,,,,,,
148268,12,10.0,8.0,3.0,9.0,,,,,,,,
148269,11,8.0,1.0,0.0,5.0,,,,,,,,
148270,0,10.0,12.0,6.0,4.0,,,,,,,,
148271,0,,,,,,,,,,,,
148272,11,8.0,7.0,,,,,,,,,,
148273,8,7.0,12.0,11.0,4.0,,,,,,,,
148274,0,4.0,2.0,,,,,,,,,,
148275,7,0.0,3.0,10.0,1.0,,,,,,,,
148279,0,,,,,,,,,,,,
148280,0,10.0,4.0,3.0,5.0,,,,,,,,
148281,8,10.0,12.0,1.0,,,,,,,,,
148282,11,0.0,3.0,12.0,5.0,,,,,,,,
148283,7,,,,,,,,,,,,
148284,3,,,,,,,,,,,,
148285,0,,,,,,,,,,,,
148286,8,3.0,7.0,0.0,2.0,,,,,,,,
148287,8,0.0,,,,,,,,,,,
148288,0,,,,,,,,,,,,
148289,1,11.0,9.0,0.0,6.0,,,,,,,,
148290,8,,,,,,,,,,,,
148291,11,9.0,2.0,,,,,,,,,,
148292,8,,,,,,,,,,,,
148293,1,8.0,4.0,2.0,9.0,,,,,,,,
148294,0,12.0,,,,,,,,,,,
148295,6,4.0,12.0,3.0,,,,,,,,,
148296,8,9.0,11.0,12.0,0.0,,,,,,,,
148297,0,6.0,4.0,2.0,11.0,,,,,,,,
148298,6,,,,,,,,,,,,
148299,6,4.0,1.0,8.0,9.0,,,,,,,,
148300,11,9.0,4.0,8.0,10.0,,,,,,,,
148301,5,4.0,12.0,3.0,0.0,,,,,,,,
148302,1,,,,,,,,,,,,
148303,1,8.0,3.0,0.0,9.0,,,,,,,,
148304,1,9.0,0.0,3.0,6.0,,,,,,,,
148305,8,,,,,,,,,,,,
148306,2,0.0,4.0,10.0,9.0,,,,,,,,
149119,8,5.0,11.0,12.0,6.0,,,,,,,,
149120,11,5.0,6.0,9.0,3.0,,,,,,,,
149122,0,8.0,12.0,,,,,,,,,,
149123,12,,,,,,,,,,,,
149124,4,10.0,8.0,6.0,2.0,,,,,,,,
149125,0,,,,,,,,,,,,
149126,0,,,,,,,,,,,,
149129,7,4.0,,,,,,,,,,,
149130,4,,,,,,,,,,,,
149131,4,8.0,0.0,7.0,12.0,,,,,,,,
149132,0,1.0,6.0,3.0,9.0,,,,,,,,
149133,9,8.0,4.0,10.0,6.0,,,,,,,,
149134,8,4.0,7.0,0.0,3.0,,,,,,,,
149135,8,0.0,,,,,,,,,,,
149136,8,0.0,9.0,1.0,4.0,,,,,,,,
149137,7,,,,,,,,,,,,
149138,0,,,,,,,,,,,,
149139,0,,,,,,,,,,,,
149140,2,4.0,8.0,11.0,10.0,,,,,,,,
149141,0,9.0,12.0,10.0,3.0,,,,,,,,
149142,8,11.0,,,,,,,,,,,
149143,4,8.0,11.0,2.0,1.0,,,,,,,,
149144,11,0.0,8.0,6.0,12.0,,,,,,,,
149145,7,,,,,,,,,,,,
149146,0,,,,,,,,,,,,
149147,8,12.0,,,,,,,,,,,
149148,0,5.0,4.0,3.0,9.0,,,,,,,,
149149,10,8.0,0.0,1.0,7.0,,,,,,,,
149150,6,1.0,10.0,7.0,,,,,,,,,
149152,0,11.0,3.0,12.0,2.0,,,,,,,,
149153,1,,,,,,,,,,,,
149154,0,6.0,8.0,10.0,11.0,,,,,,,,
149155,6,8.0,1.0,2.0,12.0,,,,,,,,
149156,12,1.0,6.0,3.0,7.0,,,,,,,,
149157,8,10.0,,,,,,,,,,,
149158,4,8.0,2.0,10.0,7.0,,,,,,,,
149159,1,8.0,6.0,0.0,11.0,,,,,,,,
149161,7,0.0,9.0,3.0,1.0,,,,,,,,
149162,4,8.0,2.0,3.0,9.0,,,,,,,,
149163,8,2.0,12.0,10.0,7.0,,,,,,,,
149164,4,12.0,7.0,3.0,5.0,,,,,,,,
149165,0,9.0,8.0,4.0,1.0,,,,,,,,
149166,8,12.0,,,,,,,,,,,
149167,8,,,,,,,,,,,,
149168,12,7.0,4.0,,,,,,,,,,
149169,0,,,,,,,,,,,,
149170,7,5.0,12.0,8.0,,,,,,,,,
149171,1,8.0,3.0,11.0,0.0,,,,,,,,
149172,3,0.0,4.0,10.0,5.0,,,,,,,,
149174,2,9.0,8.0,4.0,,,,,,,,,
149175,1,5.0,4.0,12.0,,,,,,,,,
149176,5,1.0,7.0,11.0,,,,,,,,,
149177,12,8.0,11.0,0.0,10.0,,,,,,,,
149178,1,0.0,3.0,,,,,,,,,,
149179,7,4.0,,,,,,,,,,,
149180,1,8.0,2.0,10.0,12.0,,,,,,,,
149181,0,7.0,10.0,4.0,1.0,,,,,,,,
149182,10,7.0,,,,,,,,,,,
149183,4,1.0,11.0,,,,,,,,,,
149184,8,6.0,10.0,7.0,3.0,,,,,,,,
149185,4,9.0,2.0,8.0,6.0,,,,,,,,
149186,0,,,,,,,,,,,,
149187,10,0.0,4.0,9.0,8.0,,,,,,,,
149188,8,9.0,4.0,2.0,11.0,,,,,,,,
149189,8,4.0,12.0,10.0,0.0,,,,,,,,
149191,12,7.0,9.0,4.0,2.0,,,,,,,,
149192,0,,,,,,,,,,,,
149193,7,9.0,4.0,0.0,2.0,,,,,,,,
149194,0,4.0,10.0,3.0,11.0,,,,,,,,
149195,0,7.0,10.0,4.0,1.0,,,,,,,,
149196,0,4.0,3.0,,,,,,,,,,
149197,2,8.0,,,,,,,,,,,
149198,8,10.0,0.0,,,,,,,,,,
149200,4,10.0,2.0,8.0,,,,,,,,,
149201,12,0.0,4.0,,,,,,,,,,
149202,4,2.0,10.0,,,,,,,,,,
149203,12,6.0,2.0,11.0,8.0,,,,,,,,
149204,12,,,,,,,,,,,,
149205,7,,,,,,,,,,,,
149206,8,4.0,,,,,,,,,,,
149207,7,6.0,4.0,1.0,0.0,,,,,,,,
149209,8,,,,,,,,,,,,
149210,3,8.0,10.0,4.0,,,,,,,,,
149212,0,7.0,10.0,4.0,1.0,,,,,,,,
149213,0,3.0,8.0,4.0,5.0,,,,,,,,
149214,0,,,,,,,,,,,,
149215,7,5.0,3.0,1.0,4.0,,,,,,,,
149217,4,2.0,9.0,6.0,,,,,,,,,
149219,5,6.0,0.0,10.0,8.0,,,,,,,,
149221,1,5.0,4.0,12.0,,,,,,,,,
149222,9,10.0,5.0,8.0,0.0,,,,,,,,
149223,8,1.0,0.0,12.0,4.0,,,,,,,,
149224,8,11.0,12.0,6.0,7.0,,,,,,,,
149225,8,4.0,3.0,12.0,1.0,,,,,,,,
149226,8,7.0,4.0,10.0,9.0,,,,,,,,
149227,8,,,,,,,,,,,,
149228,7,4.0,12.0,8.0,3.0,,,,,,,,
149229,6,5.0,,,,,,,,,,,
149230,1,4.0,5.0,12.0,6.0,,,,,,,,
149231,4,1.0,5.0,6.0,9.0,,,,,,,,
149232,8,0.0,,,,,,,,,,,
149233,0,7.0,10.0,4.0,1.0,,,,,,,,
149234,4,1.0,8.0,10.0,3.0,,,,,,,,
149235,0,10.0,7.0,4.0,,,,,,,,,
149236,12,3.0,8.0,7.0,2.0,,,,,,,,
149237,8,4.0,10.0,3.0,9.0,,,,,,,,
149238,6,,,,,,,,,,,,
149239,12,3.0,7.0,4.0,0.0,,,,,,,,
149240,6,4.0,2.0,3.0,0.0,,,,,,,,
149243,8,,,,,,,,,,,,
149245,8,4.0,10.0,9.0,6.0,,,,,,,,
149246,9,,,,,,,,,,,,
149249,0,,,,,,,,,,,,
149250,0,4.0,8.0,3.0,7.0,,,,,,,,
149251,0,3.0,1.0,4.0,6.0,,,,,,,,
149252,7,4.0,3.0,11.0,6.0,,,,,,,,
149253,11,,,,,,,,,,,,
149254,0,,,,,,,,,,,,
149255,5,,,,,,,,,,,,
149256,7,12.0,,,,,,,,,,,
149257,8,,,,,,,,,,,,
149258,1,,,,,,,,,,,,
149259,1,3.0,0.0,11.0,,,,,,,,,
149260,1,,,,,,,,,,,,
149261,9,4.0,,,,,,,,,,,
149262,11,9.0,4.0,10.0,12.0,,,,,,,,
149263,12,4.0,8.0,11.0,5.0,,,,,,,,
149264,4,0.0,,,,,,,,,,,
149265,11,,,,,,,,,,,,
149266,8,12.0,6.0,9.0,4.0,,,,,,,,
149268,7,0.0,,,,,,,,,,,
149269,8,11.0,,,,,,,,,,,
149271,0,8.0,10.0,12.0,6.0,,,,,,,,
149272,0,4.0,2.0,,,,,,,,,,
149273,0,11.0,1.0,5.0,12.0,,,,,,,,
149274,0,4.0,8.0,10.0,3.0,,,,,,,,
150794,6,8.0,3.0,2.0,5.0,,,,,,,,
150795,7,8.0,0.0,2.0,4.0,,,,,,,,
150796,0,,,,,,,,,,,,
150797,1,3.0,6.0,,,,,,,,,,
150798,0,10.0,4.0,,,,,,,,,,
150800,7,3.0,4.0,6.0,5.0,,,,,,,,
150803,0,10.0,3.0,4.0,2.0,,,,,,,,
150804,9,4.0,10.0,7.0,11.0,,,,,,,,
150806,7,10.0,0.0,1.0,,,,,,,,,
150807,6,4.0,,,,,,,,,,,
150808,11,,,,,,,,,,,,
150809,1,,,,,,,,,,,,
150810,0,3.0,10.0,2.0,8.0,,,,,,,,
150811,1,3.0,0.0,,,,,,,,,,
150812,6,1.0,8.0,10.0,0.0,,,,,,,,
150813,2,3.0,0.0,11.0,1.0,,,,,,,,
150814,0,,,,,,,,,,,,
150815,8,,,,,,,,,,,,
150816,6,0.0,2.0,10.0,4.0,,,,,,,,
150818,10,5.0,3.0,6.0,4.0,,,,,,,,
150819,9,3.0,2.0,8.0,,,,,,,,,
150820,1,9.0,10.0,7.0,,,,,,,,,
150821,8,4.0,0.0,12.0,9.0,,,,,,,,
150822,1,0.0,7.0,10.0,,,,,,,,,
150823,0,,,,,,,,,,,,
150824,4,5.0,7.0,0.0,2.0,,,,,,,,
150826,3,9.0,0.0,4.0,8.0,,,,,,,,
150827,12,8.0,1.0,0.0,2.0,,,,,,,,
150828,7,0.0,10.0,,,,,,,,,,
150829,3,,,,,,,,,,,,
150830,0,3.0,5.0,4.0,1.0,,,,,,,,
150831,8,11.0,12.0,,,,,,,,,,
150832,1,4.0,6.0,0.0,5.0,,,,,,,,
150833,11,4.0,7.0,6.0,12.0,,,,,,,,
150834,0,,,,,,,,,,,,
150835,8,,,,,,,,,,,,
150836,12,,,,,,,,,,,,
150837,6,3.0,0.0,11.0,1.0,,,,,,,,
150838,12,,,,,,,,,,,,
150839,3,,,,,,,,,,,,
150840,4,,,,,,,,,,,,
150841,12,,,,,,,,,,,,
150842,3,0.0,10.0,4.0,6.0,,,,,,,,
150843,8,12.0,6.0,,,,,,,,,,
150844,1,,,,,,,,,,,,
150846,11,7.0,12.0,8.0,4.0,,,,,,,,
150847,4,7.0,8.0,3.0,6.0,,,,,,,,
150848,12,7.0,11.0,,,,,,,,,,
150849,0,,,,,,,,,,,,
150850,9,2.0,6.0,4.0,3.0,,,,,,,,
150851,3,0.0,9.0,1.0,6.0,,,,,,,,
150852,12,9.0,,,,,,,,,,,
150853,8,11.0,0.0,10.0,4.0,,,,,,,,
150855,8,4.0,2.0,10.0,9.0,,,,,,,,
150857,8,12.0,6.0,9.0,4.0,,,,,,,,
150858,9,4.0,6.0,10.0,0.0,,,,,,,,
150859,1,4.0,0.0,,,,,,,,,,
150860,0,2.0,7.0,10.0,3.0,,,,,,,,
150861,3,9.0,0.0,4.0,8.0,,,,,,,,
150862,0,,,,,,,,,,,,
150863,3,12.0,9.0,1.0,5.0,,,,,,,,
150864,8,4.0,7.0,0.0,9.0,,,,,,,,
150865,11,7.0,9.0,10.0,1.0,,,,,,,,
150866,4,,,,,,,,,,,,
150867,0,4.0,10.0,9.0,2.0,,,,,,,,
150870,8,1.0,11.0,,,,,,,,,,
150871,4,,,,,,,,,,,,
150872,7,,,,,,,,,,,,
150873,8,11.0,,,,,,,,,,,
150874,7,8.0,2.0,4.0,9.0,,,,,,,,
150875,7,3.0,11.0,5.0,4.0,,,,,,,,
150876,0,12.0,,,,,,,,,,,
150877,8,12.0,6.0,10.0,7.0,,,,,,,,
150878,4,1.0,,,,,,,,,,,
150879,0,,,,,,,,,,,,
150880,10,0.0,,,,,,,,,,,
150881,4,10.0,3.0,6.0,11.0,,,,,,,,
150882,0,,,,,,,,,,,,
150883,3,0.0,1.0,2.0,4.0,,,,,,,,
150884,7,8.0,12.0,9.0,4.0,,,,,,,,
150885,4,0.0,,,,,,,,,,,
150886,11,4.0,10.0,7.0,,,,,,,,,
150887,10,4.0,0.0,8.0,3.0,,,,,,,,
150888,1,7.0,0.0,12.0,3.0,,,,,,,,
150889,1,11.0,0.0,4.0,9.0,,,,,,,,
150890,0,9.0,4.0,,,,,,,,,,
150891,5,,,,,,,,,,,,
150892,8,12.0,,,,,,,,,,,
150894,10,,,,,,,,,,,,
150895,12,3.0,11.0,4.0,8.0,,,,,,,,
150896,10,3.0,2.0,4.0,9.0,,,,,,,,
150897,0,,,,,,,,,,,,
150898,0,3.0,8.0,4.0,2.0,,,,,,,,
150900,3,0.0,8.0,10.0,6.0,,,,,,,,
150901,7,12.0,,,,,,,,,,,
150902,5,,,,,,,,,,,,
150903,1,10.0,8.0,7.0,11.0,,,,,,,,
150904,12,7.0,11.0,,,,,,,,,,
150905,9,4.0,10.0,2.0,5.0,,,,,,,,
150906,4,3.0,0.0,,,,,,,,,,
150907,0,,,,,,,,,,,,
150908,0,3.0,10.0,2.0,4.0,,,,,,,,
150909,10,7.0,4.0,12.0,11.0,,,,,,,,
150910,8,12.0,,,,,,,,,,,
150911,5,,,,,,,,,,,,
150912,12,,,,,,,,,,,,
150913,10,12.0,7.0,0.0,9.0,,,,,,,,
150914,12,11.0,1.0,8.0,6.0,,,,,,,,
150915,6,4.0,1.0,8.0,2.0,,,,,,,,
150916,7,,,,,,,,,,,,
150917,0,,,,,,,,,,,,
150918,7,4.0,,,,,,,,,,,
150919,8,4.0,9.0,10.0,6.0,,,,,,,,
150920,3,1.0,12.0,9.0,,,,,,,,,
150921,7,10.0,12.0,1.0,4.0,,,,,,,,
150923,1,12.0,,,,,,,,,,,
150924,12,11.0,1.0,,,,,,,,,,
150925,0,2.0,,,,,,,,,,,
150926,12,7.0,4.0,0.0,11.0,,,,,,,,
150927,0,,,,,,,,,,,,
150928,9,,,,,,,,,,,,
150929,4,,,,,,,,,,,,
150930,9,0.0,3.0,10.0,4.0,,,,,,,,
150931,10,,,,,,,,,,,,
150932,8,6.0,10.0,3.0,0.0,,,,,,,,
150933,1,8.0,10.0,12.0,3.0,,,,,,,,
150934,12,11.0,,,,,,,,,,,
150935,4,1.0,8.0,10.0,12.0,,,,,,,,
150936,3,7.0,10.0,8.0,,,,,,,,,
150937,0,8.0,2.0,10.0,9.0,,,,,,,,
150938,4,8.0,6.0,7.0,9.0,,,,,,,,
150939,3,1.0,4.0,10.0,,,,,,,,,
150940,0,,,,,,,,,,,,
150941,0,3.0,1.0,6.0,8.0,,,,,,,,
150943,4,8.0,10.0,0.0,3.0,,,,,,,,
150944,12,0.0,6.0,1.0,11.0,,,,,,,,
150945,7,,,,,,,,,,,,
150946,8,,,,,,,,,,,,
150947,3,0.0,9.0,11.0,,,,,,,,,
150948,1,,,,,,,,,,,,
150949,5,0.0,9.0,3.0,12.0,,,,,,,,
150950,8,3.0,,,,,,,,,,,
150951,2,,,,,,,,,,,,
150952,10,0.0,,,,,,,,,,,
150953,11,3.0,6.0,1.0,8.0,,,,,,,,
150954,6,11.0,8.0,9.0,4.0,,,,,,,,
150955,7,4.0,,,,,,,,,,,
150956,8,3.0,1.0,,,,,,,,,,
150957,8,,,,,,,,,,,,
150958,0,6.0,4.0,,,,,,,,,,
150959,5,,,,,,,,,,,,
150960,4,8.0,,,,,,,,,,,
150961,6,12.0,3.0,,,,,,,,,,
150962,5,1.0,9.0,4.0,0.0,,,,,,,,
150963,0,3.0,,,,,,,,,,,
150964,12,0.0,1.0,4.0,9.0,,,,,,,,
150965,8,4.0,7.0,12.0,11.0,,,,,,,,
150966,0,,,,,,,,,,,,
150967,8,4.0,0.0,,,,,,,,,,
150968,7,,,,,,,,,,,,
150969,2,4.0,9.0,11.0,3.0,,,,,,,,
150970,4,8.0,7.0,11.0,9.0,,,,,,,,
150971,1,,,,,,,,,,,,
150972,6,7.0,5.0,4.0,12.0,,,,,,,,
150973,8,10.0,4.0,12.0,3.0,,,,,,,,
150974,0,,,,,,,,,,,,
150975,10,1.0,,,,,,,,,,,
150976,8,11.0,3.0,0.0,10.0,,,,,,,,
150977,8,12.0,7.0,5.0,2.0,,,,,,,,
150979,3,0.0,8.0,6.0,1.0,,,,,,,,
150980,8,10.0,9.0,11.0,2.0,,,,,,,,
150982,11,7.0,12.0,8.0,4.0,,,,,,,,
150983,0,10.0,11.0,4.0,7.0,,,,,,,,
150984,8,0.0,3.0,1.0,6.0,,,,,,,,
150985,0,,,,,,,,,,,,
150986,0,,,,,,,,,,,,
150987,1,8.0,3.0,0.0,10.0,,,,,,,,
150988,0,8.0,6.0,12.0,9.0,,,,,,,,
150989,11,9.0,8.0,1.0,,,,,,,,,
150990,0,4.0,10.0,7.0,,,,,,,,,
150991,1,,,,,,,,,,,,
150992,8,6.0,10.0,3.0,0.0,,,,,,,,
150993,1,5.0,11.0,6.0,4.0,,,,,,,,
150994,0,,,,,,,,,,,,
150995,7,4.0,8.0,10.0,11.0,,,,,,,,
150996,1,8.0,0.0,,,,,,,,,,
150997,7,0.0,,,,,,,,,,,
150998,0,,,,,,,,,,,,
150999,1,0.0,,,,,,,,,,,
151000,8,,,,,,,,,,,,
151001,3,0.0,1.0,,,,,,,,,,
151002,6,12.0,3.0,,,,,,,,,,
151003,8,7.0,,,,,,,,,,,
151004,2,10.0,,,,,,,,,,,
151005,2,10.0,,,,,,,,,,,
151006,0,9.0,12.0,10.0,2.0,,,,,,,,
151007,1,10.0,,,,,,,,,,,
151008,0,3.0,8.0,4.0,10.0,,,,,,,,
151009,4,12.0,1.0,,,,,,,,,,
151011,7,10.0,4.0,12.0,,,,,,,,,
151012,12,5.0,4.0,,,,,,,,,,
153698,0,1.0,12.0,9.0,4.0,,,,,,,,
153699,3,8.0,0.0,,,,,,,,,,
153700,4,7.0,12.0,8.0,6.0,,,,,,,,
153701,11,12.0,7.0,,,,,,,,,,
153702,5,4.0,12.0,8.0,3.0,,,,,,,,
153703,6,9.0,4.0,8.0,10.0,,,,,,,,
153704,12,8.0,0.0,4.0,6.0,,,,,,,,
153706,8,12.0,11.0,,,,,,,,,,
153707,10,7.0,5.0,1.0,8.0,,,,,,,,
153708,11,4.0,12.0,,,,,,,,,,
153709,0,12.0,,,,,,,,,,,
153710,7,,,,,,,,,,,,
153711,0,10.0,8.0,,,,,,,,,,
153712,1,,,,,,,,,,,,
153713,8,9.0,4.0,7.0,11.0,,,,,,,,
153714,0,8.0,,,,,,,,,,,
153715,1,7.0,3.0,4.0,0.0,,,,,,,,
153716,8,11.0,,,,,,,,,,,
153717,11,7.0,4.0,2.0,,,,,,,,,
153718,12,4.0,,,,,,,,,,,
153719,8,11.0,4.0,7.0,9.0,,,,,,,,
153720,0,1.0,,,,,,,,,,,
153721,0,3.0,1.0,5.0,4.0,,,,,,,,
153722,0,12.0,2.0,6.0,4.0,,,,,,,,
153723,1,7.0,0.0,5.0,6.0,,,,,,,,
153724,4,3.0,8.0,0.0,9.0,,,,,,,,
153725,4,12.0,,,,,,,,,,,
153726,4,9.0,12.0,,,,,,,,,,
153727,0,11.0,6.0,3.0,,,,,,,,,
153728,4,8.0,6.0,0.0,12.0,,,,,,,,
153729,8,11.0,12.0,0.0,3.0,,,,,,,,
153730,4,8.0,3.0,7.0,0.0,,,,,,,,
153731,3,11.0,8.0,10.0,,,,,,,,,
153732,4,8.0,11.0,5.0,0.0,,,,,,,,
153733,0,4.0,11.0,8.0,3.0,,,,,,,,
153734,0,1.0,,,,,,,,,,,
153735,7,11.0,4.0,6.0,3.0,,,,,,,,
153736,4,3.0,9.0,,,,,,,,,,
153737,8,0.0,,,,,,,,,,,
153738,6,4.0,2.0,3.0,5.0,,,,,,,,
153740,12,3.0,8.0,4.0,10.0,,,,,,,,
153741,0,,,,,,,,,,,,
153743,8,12.0,,,,,,,,,,,
153744,12,8.0,4.0,9.0,,,,,,,,,
153745,9,5.0,12.0,4.0,10.0,,,,,,,,
153746,12,3.0,0.0,10.0,8.0,,,,,,,,
153747,8,,,,,,,,,,,,
153748,6,1.0,10.0,12.0,0.0,,,,,,,,
153750,7,11.0,12.0,0.0,4.0,,,,,,,,
153751,12,0.0,5.0,8.0,,,,,,,,,
153752,0,11.0,3.0,10.0,2.0,,,,,,,,
153754,0,4.0,,,,,,,,,,,
153756,1,8.0,3.0,7.0,4.0,,,,,,,,
153757,4,12.0,7.0,10.0,1.0,,,,,,,,
153758,0,7.0,10.0,4.0,,,,,,,,,
153759,0,8.0,12.0,4.0,5.0,,,,,,,,
153761,1,3.0,0.0,9.0,10.0,,,,,,,,
153762,3,0.0,,,,,,,,,,,
153763,6,12.0,1.0,8.0,3.0,,,,,,,,
153764,0,,,,,,,,,,,,
153767,0,7.0,4.0,8.0,,,,,,,,,
153768,8,12.0,6.0,5.0,,,,,,,,,
153769,0,8.0,1.0,11.0,9.0,,,,,,,,
153770,8,7.0,1.0,10.0,0.0,,,,,,,,
153771,7,1.0,,,,,,,,,,,
153772,4,7.0,3.0,11.0,1.0,,,,,,,,
153773,12,3.0,9.0,8.0,10.0,,,,,,,,
153774,3,,,,,,,,,,,,
153775,11,4.0,,,,,,,,,,,
153776,1,10.0,,,,,,,,,,,
153778,11,8.0,4.0,1.0,10.0,,,,,,,,
153779,0,9.0,10.0,4.0,11.0,,,,,,,,
153780,0,7.0,4.0,5.0,,,,,,,,,
153781,0,3.0,7.0,4.0,1.0,,,,,,,,
153782,0,3.0,4.0,8.0,6.0,,,,,,,,
153783,12,7.0,4.0,1.0,6.0,,,,,,,,
153784,10,4.0,3.0,6.0,7.0,,,,,,,,
153786,8,11.0,12.0,,,,,,,,,,
153787,8,4.0,11.0,10.0,0.0,,,,,,,,
153788,9,,,,,,,,,,,,
153789,7,4.0,12.0,3.0,0.0,,,,,,,,
153790,9,0.0,2.0,6.0,12.0,,,,,,,,
153791,11,12.0,1.0,3.0,7.0,,,,,,,,
153792,3,0.0,1.0,5.0,12.0,,,,,,,,
153794,9,4.0,0.0,6.0,7.0,,,,,,,,
153795,8,3.0,4.0,11.0,1.0,,,,,,,,
153796,4,2.0,9.0,11.0,12.0,,,,,,,,
153797,7,10.0,12.0,,,,,,,,,,
153798,10,4.0,9.0,8.0,,,,,,,,,
153799,8,12.0,,,,,,,,,,,
153800,0,3.0,10.0,,,,,,,,,,
153801,0,5.0,,,,,,,,,,,
153802,8,4.0,0.0,12.0,1.0,,,,,,,,
153803,12,0.0,3.0,4.0,2.0,,,,,,,,
153804,4,12.0,3.0,,,,,,,,,,
153805,4,10.0,11.0,7.0,6.0,,,,,,,,
153806,11,,,,,,,,,,,,
153807,1,4.0,9.0,6.0,2.0,,,,,,,,
153808,8,11.0,0.0,,,,,,,,,,
153809,0,,,,,,,,,,,,
153810,0,,,,,,,,,,,,
153811,8,12.0,2.0,,,,,,,,,,
153812,0,4.0,10.0,2.0,8.0,,,,,,,,
153813,4,3.0,,,,,,,,,,,
153814,4,10.0,8.0,12.0,9.0,,,,,,,,
153815,2,8.0,4.0,12.0,9.0,,,,,,,,
153816,11,8.0,12.0,,,,,,,,,,
153817,0,4.0,3.0,10.0,1.0,,,,,,,,
153818,10,4.0,12.0,,,,,,,,,,
153819,1,5.0,6.0,12.0,10.0,,,,,,,,
153820,4,10.0,1.0,,,,,,,,,,
153821,4,8.0,2.0,10.0,9.0,,,,,,,,
153822,11,7.0,,,,,,,,,,,
153823,7,4.0,,,,,,,,,,,
153824,3,,,,,,,,,,,,
153826,8,4.0,2.0,10.0,9.0,,,,,,,,
153827,0,6.0,8.0,10.0,4.0,,,,,,,,
