,0,1,2,3,4,5,6,7,8,9,10
1,Write-In cells: 185,,,,,,,,,,
2,Overvote cells: 291,,,,,,,,,,
3,Rita C. Joseph: 0,,,,,,,,,,
4,Kenya Handy-Hilliard: 1,,,,,,,,,,
5,Cecilia Cortez: 2,,,,,,,,,,
6,Victor Jordan: 3,,,,,,,,,,
7,Edwin K. Raymond: 4,,,,,,,,,,
8,Josue Pierre: 5,,,,,,,,,,
9,Maxi Eugene: 6,,,,,,,,,,
10,Vivia M. Morgan: 7,,,,,,,,,,
11,John Williams: 8,,,,,,,,,,
12,Harriet L. Hines: 9,,,,,,,,,,
13,Blake Morris: 10,,,,,,,,,,
72160,1,0.0,,,,,,,,,
72161,3,4.0,1.0,8.0,7.0,,,,,,
72163,1,0.0,9.0,7.0,4.0,,,,,,
72164,10,7.0,5.0,0.0,9.0,,,,,,
72165,1,7.0,6.0,0.0,5.0,,,,,,
72166,9,,,,,,,,,,
72167,8,,,,,,,,,,
72169,2,6.0,,,,,,,,,
72170,0,1.0,4.0,,,,,,,,
72171,5,6.0,0.0,3.0,8.0,,,,,,
72172,1,3.0,6.0,,,,,,,,
72174,1,0.0,,,,,,,,,
72176,5,,,,,,,,,,
72177,4,,,,,,,,,,
72178,6,0.0,4.0,3.0,2.0,,,,,,
72179,0,,,,,,,,,,
72180,0,1.0,5.0,,,,,,,,
72181,1,5.0,10.0,3.0,4.0,,,,,,
72182,1,0.0,5.0,,,,,,,,
72183,1,0.0,5.0,,,,,,,,
72185,5,9.0,6.0,2.0,10.0,,,,,,
72187,1,8.0,2.0,10.0,4.0,,,,,,
72188,5,6.0,10.0,8.0,,,,,,,
72189,10,,,,,,,,,,
72190,10,0.0,,,,,,,,,
72191,9,,,,,,,,,,
72192,0,,,,,,,,,,
72193,0,5.0,,,,,,,,,
72194,5,0.0,2.0,,,,,,,,
72195,0,6.0,10.0,1.0,,,,,,,
72196,0,,,,,,,,,,
72197,4,0.0,9.0,6.0,,,,,,,
72198,6,,,,,,,,,,
72199,1,5.0,0.0,10.0,,,,,,,
72200,8,,,,,,,,,,
72201,0,,,,,,,,,,
72202,1,0.0,5.0,,,,,,,,
72203,1,2.0,0.0,5.0,9.0,,,,,,
72204,6,5.0,0.0,2.0,10.0,,,,,,
72205,1,,,,,,,,,,
72206,5,,,,,,,,,,
72207,0,1.0,,,,,,,,,
72208,1,4.0,7.0,2.0,9.0,,,,,,
72209,0,1.0,8.0,7.0,10.0,,,,,,
72210,4,0.0,1.0,,,,,,,,
72211,2,,,,,,,,,,
72212,2,,,,,,,,,,
72213,5,,,,,,,,,,
72214,1,5.0,6.0,2.0,7.0,,,,,,
72215,0,,,,,,,,,,
72216,2,,,,,,,,,,
72217,5,9.0,10.0,2.0,8.0,,,,,,
72218,10,,,,,,,,,,
72219,4,1.0,,,,,,,,,
72220,8,6.0,1.0,4.0,0.0,,,,,,
72221,10,2.0,8.0,6.0,4.0,,,,,,
72222,0,1.0,5.0,2.0,,,,,,,
72223,0,2.0,,,,,,,,,
72224,0,1.0,5.0,,,,,,,,
72225,2,0.0,5.0,,,,,,,,
72226,8,5.0,4.0,9.0,3.0,,,,,,
72227,6,,,,,,,,,,
72228,0,7.0,5.0,,,,,,,,
72229,1,0.0,5.0,4.0,2.0,,,,,,
72230,5,,,,,,,,,,
72232,7,,,,,,,,,,
72233,10,0.0,4.0,2.0,5.0,,,,,,
72234,2,1.0,10.0,0.0,9.0,,,,,,
72235,10,9.0,2.0,,,,,,,,
72236,6,5.0,,,,,,,,,
74238,5,0.0,10.0,6.0,,,,,,,
74239,0,9.0,,,,,,,,,
74240,2,9.0,4.0,0.0,8.0,,,,,,
74241,1,2.0,,,,,,,,,
74242,1,0.0,7.0,5.0,4.0,,,,,,
74243,7,,,,,,,,,,
74244,5,0.0,2.0,8.0,6.0,,,,,,
74245,10,2.0,4.0,,,,,,,,
74246,2,7.0,9.0,0.0,,,,,,,
74247,3,8.0,,,,,,,,,
74248,8,5.0,6.0,0.0,10.0,,,,,,
74249,1,0.0,5.0,4.0,2.0,,,,,,
74250,5,0.0,,,,,,,,,
74251,9,4.0,0.0,5.0,,,,,,,
74252,7,9.0,3.0,10.0,2.0,,,,,,
74254,0,1.0,3.0,4.0,9.0,,,,,,
74255,4,1.0,7.0,2.0,0.0,,,,,,
74256,5,10.0,4.0,3.0,7.0,,,,,,
74257,7,8.0,5.0,0.0,6.0,,,,,,
74258,8,,,,,,,,,,
74259,4,5.0,0.0,,,,,,,,
74260,9,,,,,,,,,,
74261,7,8.0,10.0,0.0,4.0,,,,,,
74262,7,,,,,,,,,,
74263,4,5.0,0.0,,,,,,,,
74264,1,,,,,,,,,,
74265,7,2.0,0.0,10.0,5.0,,,,,,
74266,1,0.0,5.0,4.0,2.0,,,,,,
74267,7,,,,,,,,,,
74268,5,0.0,,,,,,,,,
74269,0,9.0,,,,,,,,,
74270,0,10.0,1.0,9.0,8.0,,,,,,
74271,1,8.0,9.0,5.0,0.0,,,,,,
74272,2,1.0,0.0,6.0,7.0,,,,,,
74275,7,,,,,,,,,,
74276,5,0.0,,,,,,,,,
74277,0,5.0,7.0,1.0,3.0,,,,,,
74278,0,1.0,,,,,,,,,
74279,0,1.0,2.0,5.0,4.0,,,,,,
74280,7,2.0,1.0,8.0,9.0,,,,,,
74281,10,2.0,9.0,6.0,0.0,,,,,,
74282,0,3.0,8.0,,,,,,,,
74283,1,0.0,5.0,2.0,4.0,,,,,,
74284,5,,,,,,,,,,
74286,7,,,,,,,,,,
74288,0,3.0,2.0,8.0,4.0,,,,,,
74289,5,0.0,6.0,3.0,8.0,,,,,,
74290,1,4.0,,,,,,,,,
74291,2,,,,,,,,,,
74292,0,1.0,,,,,,,,,
74293,0,8.0,10.0,2.0,,,,,,,
74294,0,9.0,7.0,5.0,4.0,,,,,,
74295,3,9.0,0.0,2.0,5.0,,,,,,
74296,1,,,,,,,,,,
74297,1,6.0,,,,,,,,,
74298,2,0.0,9.0,,,,,,,,
74300,5,10.0,3.0,4.0,7.0,,,,,,
74302,7,,,,,,,,,,
74303,1,0.0,4.0,6.0,2.0,,,,,,
74304,7,4.0,3.0,8.0,10.0,,,,,,
74305,1,2.0,9.0,,,,,,,,
74306,0,9.0,2.0,1.0,,,,,,,
74307,3,2.0,0.0,9.0,,,,,,,
74309,4,6.0,5.0,3.0,10.0,,,,,,
74310,1,5.0,9.0,10.0,2.0,,,,,,
74311,0,6.0,2.0,1.0,5.0,,,,,,
74312,1,4.0,6.0,3.0,10.0,,,,,,
74314,0,5.0,2.0,,,,,,,,
74315,7,0.0,2.0,1.0,9.0,,,,,,
74316,9,10.0,4.0,1.0,6.0,,,,,,
74317,10,8.0,6.0,0.0,5.0,,,,,,
74318,1,9.0,5.0,,,,,,,,
74319,4,1.0,2.0,8.0,0.0,,,,,,
74320,1,0.0,,,,,,,,,
74322,0,2.0,1.0,7.0,9.0,,,,,,
74323,5,,,,,,,,,,
74324,10,5.0,0.0,9.0,2.0,,,,,,
74325,10,,,,,,,,,,
74327,7,5.0,0.0,6.0,10.0,,,,,,
74328,2,0.0,9.0,7.0,1.0,,,,,,
74329,1,5.0,4.0,,,,,,,,
74330,0,1.0,6.0,10.0,2.0,,,,,,
74331,2,1.0,4.0,,,,,,,,
74332,5,0.0,10.0,4.0,7.0,,,,,,
74333,6,,,,,,,,,,
74334,8,5.0,10.0,,,,,,,,
74335,0,,,,,,,,,,
74336,5,10.0,4.0,3.0,7.0,,,,,,
74337,1,0.0,5.0,4.0,2.0,,,,,,
74338,1,5.0,4.0,,,,,,,,
74340,5,,,,,,,,,,
74341,0,,,,,,,,,,
74343,4,9.0,6.0,8.0,2.0,,,,,,
74344,8,1.0,,,,,,,,,
74346,8,,,,,,,,,,
74347,5,7.0,1.0,3.0,,,,,,,
74348,6,0.0,10.0,7.0,1.0,,,,,,
74350,5,,,,,,,,,,
74352,1,0.0,,,,,,,,,
74353,7,5.0,4.0,2.0,8.0,,,,,,
74354,0,7.0,,,,,,,,,
74356,1,7.0,,,,,,,,,
74360,1,9.0,,,,,,,,,
74362,7,,,,,,,,,,
74365,0,5.0,,,,,,,,,
74366,2,8.0,5.0,0.0,3.0,,,,,,
74367,0,3.0,4.0,1.0,7.0,,,,,,
74368,1,8.0,9.0,5.0,7.0,,,,,,
74370,0,,,,,,,,,,
74371,5,10.0,7.0,2.0,8.0,,,,,,
74372,1,,,,,,,,,,
74373,7,1.0,6.0,,,,,,,,
74374,0,,,,,,,,,,
74375,0,9.0,2.0,,,,,,,,
74376,0,,,,,,,,,,
74377,0,6.0,,,,,,,,,
74378,7,,,,,,,,,,
74379,4,9.0,3.0,2.0,8.0,,,,,,
74380,3,6.0,9.0,0.0,4.0,,,,,,
74381,7,4.0,,,,,,,,,
74383,5,,,,,,,,,,
74384,4,1.0,,,,,,,,,
74386,0,5.0,1.0,4.0,,,,,,,
74387,4,3.0,1.0,0.0,,,,,,,
74388,7,4.0,9.0,1.0,,,,,,,
74389,3,2.0,0.0,9.0,,,,,,,
74390,9,3.0,0.0,5.0,1.0,,,,,,
74391,8,1.0,9.0,,,,,,,,
74392,4,1.0,5.0,6.0,0.0,,,,,,
74393,1,7.0,,,,,,,,,
74394,5,,,,,,,,,,
74395,2,5.0,10.0,8.0,6.0,,,,,,
74396,5,,,,,,,,,,
74398,1,2.0,9.0,8.0,0.0,,,,,,
74399,0,1.0,5.0,4.0,2.0,,,,,,
74402,4,9.0,10.0,5.0,7.0,,,,,,
74403,7,,,,,,,,,,
74404,0,5.0,,,,,,,,,
74405,1,0.0,5.0,,,,,,,,
74407,0,9.0,1.0,2.0,3.0,,,,,,
74408,1,,,,,,,,,,
74409,9,,,,,,,,,,
74411,3,,,,,,,,,,
74412,4,5.0,7.0,0.0,2.0,,,,,,
74413,2,7.0,6.0,0.0,1.0,,,,,,
74414,4,,,,,,,,,,
74415,0,,,,,,,,,,
74416,1,2.0,7.0,,,,,,,,
74417,5,1.0,7.0,6.0,4.0,,,,,,
74419,5,,,,,,,,,,
74420,5,,,,,,,,,,
75203,5,0.0,1.0,,,,,,,,
75205,8,,,,,,,,,,
75206,0,9.0,,,,,,,,,
75207,1,4.0,2.0,9.0,0.0,,,,,,
75208,8,2.0,10.0,6.0,0.0,,,,,,
75209,1,9.0,0.0,4.0,,,,,,,
75210,7,5.0,,,,,,,,,
75211,5,4.0,7.0,9.0,0.0,,,,,,
75212,7,4.0,1.0,,,,,,,,
75214,7,,,,,,,,,,
75216,0,,,,,,,,,,
75217,10,4.0,8.0,0.0,2.0,,,,,,
75218,7,3.0,,,,,,,,,
75219,7,0.0,3.0,8.0,,,,,,,
75220,4,,,,,,,,,,
75221,1,0.0,5.0,4.0,2.0,,,,,,
75223,1,,,,,,,,,,
75224,4,1.0,5.0,,,,,,,,
75225,0,5.0,1.0,4.0,9.0,,,,,,
75226,4,1.0,,,,,,,,,
75227,4,,,,,,,,,,
75228,5,0.0,,,,,,,,,
75229,7,10.0,9.0,0.0,2.0,,,,,,
75230,4,0.0,5.0,6.0,10.0,,,,,,
75231,2,,,,,,,,,,
75232,1,9.0,2.0,3.0,0.0,,,,,,
75234,5,,,,,,,,,,
75235,1,0.0,,,,,,,,,
75236,7,,,,,,,,,,
75237,1,5.0,,,,,,,,,
75238,5,1.0,0.0,2.0,4.0,,,,,,
75239,7,,,,,,,,,,
75240,0,,,,,,,,,,
75241,1,9.0,5.0,3.0,6.0,,,,,,
75243,7,0.0,9.0,2.0,1.0,,,,,,
75244,7,1.0,5.0,10.0,8.0,,,,,,
75245,5,0.0,,,,,,,,,
75246,0,5.0,,,,,,,,,
75247,1,,,,,,,,,,
75249,1,,,,,,,,,,
75250,1,0.0,4.0,2.0,5.0,,,,,,
75251,7,2.0,0.0,5.0,6.0,,,,,,
75252,1,5.0,0.0,3.0,2.0,,,,,,
75253,1,0.0,,,,,,,,,
75254,0,5.0,9.0,2.0,10.0,,,,,,
75255,9,,,,,,,,,,
75256,7,,,,,,,,,,
75257,8,10.0,9.0,,,,,,,,
75258,6,,,,,,,,,,
75259,3,4.0,9.0,0.0,2.0,,,,,,
75260,5,0.0,,,,,,,,,
75261,9,6.0,10.0,,,,,,,,
75262,5,4.0,3.0,9.0,2.0,,,,,,
75264,0,3.0,,,,,,,,,
75266,1,,,,,,,,,,
75267,9,5.0,,,,,,,,,
75268,5,,,,,,,,,,
75269,6,9.0,1.0,,,,,,,,
75270,1,5.0,6.0,0.0,4.0,,,,,,
75273,0,,,,,,,,,,
75274,1,4.0,7.0,,,,,,,,
75275,5,6.0,2.0,0.0,1.0,,,,,,
75276,0,1.0,5.0,4.0,2.0,,,,,,
75277,5,0.0,1.0,4.0,7.0,,,,,,
75278,7,,,,,,,,,,
75279,6,2.0,5.0,8.0,9.0,,,,,,
75280,2,3.0,8.0,7.0,,,,,,,
75281,0,5.0,,,,,,,,,
75282,4,,,,,,,,,,
75283,4,9.0,0.0,6.0,10.0,,,,,,
75284,0,1.0,5.0,4.0,2.0,,,,,,
75285,0,,,,,,,,,,
75286,1,8.0,3.0,9.0,4.0,,,,,,
75287,0,,,,,,,,,,
75288,7,,,,,,,,,,
75290,0,1.0,5.0,2.0,,,,,,,
75291,7,6.0,1.0,2.0,3.0,,,,,,
75292,2,5.0,,,,,,,,,
75293,2,,,,,,,,,,
75294,7,3.0,4.0,,,,,,,,
75295,1,,,,,,,,,,
75297,10,,,,,,,,,,
75298,4,5.0,8.0,7.0,6.0,,,,,,
75299,9,,,,,,,,,,
75300,7,,,,,,,,,,
75302,5,0.0,7.0,3.0,,,,,,,
75303,5,4.0,0.0,9.0,6.0,,,,,,
75305,4,5.0,0.0,9.0,,,,,,,
75306,3,10.0,0.0,9.0,5.0,,,,,,
75307,10,0.0,1.0,5.0,7.0,,,,,,
75308,1,,,,,,,,,,
75309,4,6.0,,,,,,,,,
75310,7,,,,,,,,,,
75311,0,,,,,,,,,,
75312,5,1.0,6.0,4.0,8.0,,,,,,
75313,7,9.0,0.0,2.0,1.0,,,,,,
75314,6,8.0,7.0,9.0,0.0,,,,,,
75315,0,5.0,,,,,,,,,
75316,1,,,,,,,,,,
75317,10,1.0,5.0,0.0,6.0,,,,,,
75318,0,,,,,,,,,,
75319,0,3.0,10.0,4.0,5.0,,,,,,
75323,6,3.0,0.0,10.0,7.0,,,,,,
75324,7,,,,,,,,,,
75325,0,5.0,1.0,,,,,,,,
75326,1,8.0,,,,,,,,,
75327,1,0.0,5.0,4.0,2.0,,,,,,
75328,7,,,,,,,,,,
75329,3,2.0,0.0,9.0,,,,,,,
75330,4,5.0,,,,,,,,,
75331,9,2.0,1.0,,,,,,,,
75332,9,0.0,3.0,4.0,10.0,,,,,,
75333,1,0.0,,,,,,,,,
75334,0,5.0,6.0,2.0,9.0,,,,,,
75335,1,0.0,5.0,4.0,2.0,,,,,,
75336,2,,,,,,,,,,
75337,10,6.0,9.0,,,,,,,,
75338,0,4.0,5.0,1.0,10.0,,,,,,
75339,4,6.0,8.0,7.0,5.0,,,,,,
75340,0,1.0,9.0,4.0,7.0,,,,,,
75341,0,10.0,7.0,,,,,,,,
75342,10,,,,,,,,,,
75343,9,6.0,4.0,10.0,1.0,,,,,,
75345,0,7.0,3.0,,,,,,,,
75346,5,9.0,3.0,2.0,1.0,,,,,,
75347,2,1.0,7.0,,,,,,,,
75348,5,1.0,6.0,4.0,8.0,,,,,,
75349,1,,,,,,,,,,
75350,9,2.0,4.0,3.0,1.0,,,,,,
75351,4,5.0,7.0,0.0,2.0,,,,,,
75352,0,1.0,7.0,,,,,,,,
75354,0,1.0,7.0,8.0,9.0,,,,,,
75355,5,0.0,,,,,,,,,
75356,7,1.0,,,,,,,,,
75357,4,0.0,,,,,,,,,
75358,10,9.0,8.0,6.0,0.0,,,,,,
75359,4,,,,,,,,,,
75360,7,1.0,10.0,,,,,,,,
75361,5,,,,,,,,,,
75362,7,6.0,2.0,5.0,0.0,,,,,,
75363,6,,,,,,,,,,
75364,7,3.0,4.0,8.0,5.0,,,,,,
75365,7,,,,,,,,,,
75366,2,,,,,,,,,,
75367,1,0.0,8.0,2.0,9.0,,,,,,
75368,5,0.0,,,,,,,,,
75369,0,10.0,8.0,4.0,3.0,,,,,,
75371,4,5.0,2.0,6.0,,,,,,,
75372,4,5.0,0.0,6.0,2.0,,,,,,
75373,1,5.0,,,,,,,,,
75375,1,0.0,5.0,,,,,,,,
75377,7,0.0,9.0,1.0,2.0,,,,,,
75378,4,9.0,3.0,7.0,1.0,,,,,,
75379,1,5.0,0.0,2.0,6.0,,,,,,
75380,0,5.0,4.0,10.0,,,,,,,
75382,9,4.0,7.0,0.0,6.0,,,,,,
75383,7,,,,,,,,,,
75384,0,6.0,7.0,2.0,1.0,,,,,,
75386,4,,,,,,,,,,
75388,5,1.0,0.0,,,,,,,,
75389,6,,,,,,,,,,
75390,7,,,,,,,,,,
75391,7,0.0,4.0,,,,,,,,
75392,4,5.0,1.0,,,,,,,,
75393,2,,,,,,,,,,
75394,5,,,,,,,,,,
75395,5,9.0,,,,,,,,,
75397,1,0.0,,,,,,,,,
75398,5,4.0,0.0,9.0,6.0,,,,,,
75399,1,0.0,10.0,,,,,,,,
75400,9,10.0,8.0,,,,,,,,
75401,1,,,,,,,,,,
75402,1,,,,,,,,,,
75403,1,,,,,,,,,,
75404,0,4.0,5.0,,,,,,,,
75405,7,1.0,8.0,9.0,0.0,,,,,,
75406,1,9.0,0.0,2.0,7.0,,,,,,
75407,5,,,,,,,,,,
75408,1,0.0,,,,,,,,,
75409,10,0.0,6.0,1.0,,,,,,,
75410,5,9.0,7.0,4.0,3.0,,,,,,
75411,5,0.0,6.0,,,,,,,,
75412,0,,,,,,,,,,
75413,1,,,,,,,,,,
75415,1,9.0,2.0,,,,,,,,
75417,3,4.0,10.0,7.0,8.0,,,,,,
75418,4,9.0,5.0,10.0,,,,,,,
75419,9,1.0,7.0,0.0,5.0,,,,,,
75420,7,,,,,,,,,,
75421,5,1.0,0.0,9.0,2.0,,,,,,
75422,4,10.0,6.0,,,,,,,,
75424,0,6.0,1.0,,,,,,,,
75425,1,,,,,,,,,,
75426,5,0.0,1.0,6.0,2.0,,,,,,
75427,5,10.0,8.0,,,,,,,,
76795,0,1.0,5.0,10.0,,,,,,,
76796,5,0.0,6.0,4.0,7.0,,,,,,
76798,5,,,,,,,,,,
76799,0,5.0,10.0,,,,,,,,
76801,0,4.0,5.0,7.0,,,,,,,
76802,5,0.0,7.0,,,,,,,,
76804,6,0.0,10.0,8.0,4.0,,,,,,
76805,0,1.0,4.0,10.0,2.0,,,,,,
76806,1,9.0,0.0,2.0,7.0,,,,,,
76808,1,4.0,,,,,,,,,
76809,6,,,,,,,,,,
76810,0,5.0,4.0,,,,,,,,
76812,0,4.0,9.0,6.0,10.0,,,,,,
76813,5,3.0,0.0,1.0,8.0,,,,,,
76814,0,5.0,1.0,2.0,,,,,,,
76815,10,5.0,6.0,2.0,4.0,,,,,,
76816,7,5.0,0.0,3.0,9.0,,,,,,
76817,0,1.0,5.0,,,,,,,,
76818,1,0.0,2.0,,,,,,,,
76819,0,4.0,10.0,5.0,,,,,,,
76820,0,,,,,,,,,,
76821,4,0.0,2.0,10.0,1.0,,,,,,
76822,5,0.0,4.0,,,,,,,,
76823,4,8.0,9.0,10.0,0.0,,,,,,
76825,2,1.0,0.0,,,,,,,,
76826,0,9.0,6.0,7.0,2.0,,,,,,
76828,5,10.0,1.0,,,,,,,,
76829,0,1.0,2.0,10.0,5.0,,,,,,
76830,1,4.0,,,,,,,,,
76831,0,,,,,,,,,,
76832,0,1.0,5.0,,,,,,,,
76833,2,0.0,,,,,,,,,
76834,0,5.0,1.0,,,,,,,,
76835,9,,,,,,,,,,
76836,10,,,,,,,,,,
76837,4,5.0,2.0,,,,,,,,
76838,0,1.0,5.0,10.0,,,,,,,
76839,0,5.0,10.0,,,,,,,,
76841,0,1.0,5.0,,,,,,,,
76842,1,8.0,,,,,,,,,
76843,3,0.0,5.0,9.0,,,,,,,
76844,6,5.0,0.0,1.0,10.0,,,,,,
76845,2,,,,,,,,,,
76846,5,,,,,,,,,,
76847,0,1.0,5.0,,,,,,,,
76848,5,2.0,6.0,1.0,4.0,,,,,,
76849,6,5.0,,,,,,,,,
76850,5,7.0,10.0,0.0,3.0,,,,,,
76851,4,10.0,2.0,,,,,,,,
76853,1,,,,,,,,,,
76854,0,5.0,2.0,1.0,9.0,,,,,,
76855,0,3.0,,,,,,,,,
76856,10,0.0,5.0,,,,,,,,
76857,5,,,,,,,,,,
76858,5,1.0,,,,,,,,,
76859,10,0.0,4.0,,,,,,,,
76860,5,0.0,4.0,1.0,,,,,,,
76861,7,5.0,0.0,3.0,9.0,,,,,,
76862,0,,,,,,,,,,
76863,4,0.0,10.0,,,,,,,,
76864,2,9.0,7.0,0.0,,,,,,,
76865,2,0.0,7.0,1.0,8.0,,,,,,
76866,3,2.0,0.0,5.0,,,,,,,
76867,2,8.0,3.0,0.0,7.0,,,,,,
76868,1,0.0,5.0,,,,,,,,
76869,0,9.0,3.0,4.0,5.0,,,,,,
76870,0,9.0,10.0,2.0,1.0,,,,,,
76871,5,,,,,,,,,,
76873,0,1.0,2.0,7.0,5.0,,,,,,
76874,6,10.0,0.0,2.0,9.0,,,,,,
76875,0,1.0,5.0,,,,,,,,
76876,2,0.0,9.0,6.0,3.0,,,,,,
76877,0,5.0,,,,,,,,,
76878,1,0.0,5.0,4.0,,,,,,,
76879,0,2.0,5.0,,,,,,,,
76880,2,1.0,0.0,9.0,,,,,,,
76882,5,0.0,,,,,,,,,
76884,5,3.0,10.0,,,,,,,,
76885,5,1.0,0.0,,,,,,,,
76886,6,3.0,10.0,2.0,5.0,,,,,,
76887,0,9.0,10.0,,,,,,,,
76888,1,0.0,5.0,10.0,2.0,,,,,,
76889,0,5.0,,,,,,,,,
76890,4,9.0,1.0,5.0,0.0,,,,,,
76891,5,4.0,,,,,,,,,
76892,10,5.0,,,,,,,,,
76893,1,,,,,,,,,,
76894,0,4.0,10.0,,,,,,,,
76895,1,,,,,,,,,,
76896,10,5.0,,,,,,,,,
76897,5,4.0,9.0,10.0,1.0,,,,,,
76898,1,6.0,0.0,5.0,8.0,,,,,,
76899,0,5.0,10.0,2.0,8.0,,,,,,
76900,9,0.0,3.0,7.0,2.0,,,,,,
76901,4,,,,,,,,,,
76902,2,9.0,7.0,1.0,,,,,,,
76904,3,,,,,,,,,,
76906,0,2.0,5.0,,,,,,,,
76907,0,1.0,2.0,5.0,10.0,,,,,,
76908,0,10.0,,,,,,,,,
76909,1,2.0,,,,,,,,,
76910,0,1.0,5.0,,,,,,,,
76911,0,,,,,,,,,,
76912,1,0.0,,,,,,,,,
76914,10,3.0,,,,,,,,,
76915,0,,,,,,,,,,
76916,4,,,,,,,,,,
76917,1,5.0,,,,,,,,,
76918,4,,,,,,,,,,
76919,9,,,,,,,,,,
76920,4,0.0,,,,,,,,,
76921,0,,,,,,,,,,
76922,0,1.0,5.0,,,,,,,,
76923,5,0.0,4.0,8.0,9.0,,,,,,
76924,5,,,,,,,,,,
76925,6,3.0,10.0,5.0,2.0,,,,,,
76926,0,1.0,,,,,,,,,
76927,4,,,,,,,,,,
76928,4,,,,,,,,,,
76929,6,,,,,,,,,,
76930,1,0.0,5.0,4.0,2.0,,,,,,
76931,4,,,,,,,,,,
76932,5,1.0,10.0,,,,,,,,
76933,10,5.0,9.0,8.0,6.0,,,,,,
76934,0,10.0,5.0,,,,,,,,
76935,0,1.0,4.0,,,,,,,,
76936,5,2.0,9.0,0.0,1.0,,,,,,
76937,5,2.0,9.0,,,,,,,,
76939,0,1.0,5.0,2.0,,,,,,,
76940,1,,,,,,,,,,
76941,2,1.0,0.0,5.0,,,,,,,
76942,1,0.0,6.0,2.0,8.0,,,,,,
76943,5,,,,,,,,,,
76944,0,,,,,,,,,,
76945,0,1.0,2.0,10.0,5.0,,,,,,
76946,1,5.0,2.0,9.0,0.0,,,,,,
76947,1,,,,,,,,,,
76948,1,0.0,5.0,2.0,,,,,,,
76949,7,5.0,6.0,2.0,1.0,,,,,,
76951,4,5.0,,,,,,,,,
76952,0,1.0,2.0,,,,,,,,
76953,0,1.0,,,,,,,,,
76954,8,2.0,0.0,1.0,9.0,,,,,,
76955,1,0.0,5.0,2.0,,,,,,,
76956,5,0.0,6.0,1.0,,,,,,,
76957,0,5.0,1.0,,,,,,,,
76958,5,1.0,,,,,,,,,
76959,2,1.0,0.0,5.0,4.0,,,,,,
76960,0,3.0,1.0,,,,,,,,
76961,1,9.0,2.0,7.0,0.0,,,,,,
76962,3,4.0,1.0,7.0,2.0,,,,,,
76963,6,1.0,5.0,,,,,,,,
76964,0,2.0,9.0,4.0,5.0,,,,,,
76965,0,10.0,4.0,,,,,,,,
76966,1,9.0,0.0,2.0,,,,,,,
76967,0,1.0,5.0,10.0,4.0,,,,,,
76968,6,,,,,,,,,,
76969,0,9.0,1.0,,,,,,,,
76970,5,,,,,,,,,,
76971,1,0.0,10.0,5.0,,,,,,,
76972,2,,,,,,,,,,
76973,0,2.0,4.0,9.0,10.0,,,,,,
76974,0,1.0,5.0,,,,,,,,
76975,5,,,,,,,,,,
76976,0,,,,,,,,,,
76977,4,,,,,,,,,,
76978,0,7.0,9.0,2.0,1.0,,,,,,
76980,0,7.0,1.0,4.0,,,,,,,
76981,9,2.0,0.0,7.0,,,,,,,
76982,0,1.0,5.0,7.0,9.0,,,,,,
76983,1,6.0,5.0,0.0,9.0,,,,,,
76984,10,,,,,,,,,,
76985,6,5.0,2.0,4.0,,,,,,,
76986,0,1.0,5.0,4.0,,,,,,,
76987,8,6.0,7.0,,,,,,,,
76988,8,5.0,,,,,,,,,
76989,1,0.0,4.0,5.0,,,,,,,
76990,1,5.0,,,,,,,,,
76991,0,1.0,5.0,2.0,9.0,,,,,,
76992,5,,,,,,,,,,
76993,2,6.0,0.0,3.0,7.0,,,,,,
76994,5,4.0,1.0,0.0,3.0,,,,,,
76995,4,6.0,2.0,0.0,,,,,,,
76996,0,,,,,,,,,,
76997,0,1.0,2.0,4.0,5.0,,,,,,
76998,0,5.0,2.0,10.0,4.0,,,,,,
76999,1,2.0,0.0,4.0,5.0,,,,,,
77001,0,4.0,10.0,,,,,,,,
77002,6,5.0,0.0,,,,,,,,
77003,5,2.0,9.0,0.0,8.0,,,,,,
77004,5,0.0,6.0,4.0,7.0,,,,,,
77005,0,10.0,,,,,,,,,
77007,0,1.0,,,,,,,,,
77008,0,5.0,,,,,,,,,
77009,5,0.0,1.0,2.0,10.0,,,,,,
77011,0,,,,,,,,,,
77012,4,10.0,6.0,9.0,,,,,,,
77013,2,,,,,,,,,,
77014,0,1.0,2.0,4.0,5.0,,,,,,
77015,0,4.0,,,,,,,,,
77017,9,3.0,4.0,0.0,7.0,,,,,,
77018,2,,,,,,,,,,
77019,1,2.0,7.0,0.0,9.0,,,,,,
77020,5,,,,,,,,,,
77021,4,0.0,1.0,10.0,8.0,,,,,,
77024,1,5.0,,,,,,,,,
77026,9,4.0,10.0,2.0,8.0,,,,,,
77027,4,0.0,5.0,,,,,,,,
77028,5,4.0,0.0,1.0,,,,,,,
77029,4,,,,,,,,,,
77031,2,1.0,,,,,,,,,
77032,4,0.0,5.0,10.0,1.0,,,,,,
77033,0,4.0,,,,,,,,,
77035,3,0.0,5.0,9.0,,,,,,,
77036,0,1.0,2.0,4.0,5.0,,,,,,
77037,0,1.0,,,,,,,,,
77038,10,,,,,,,,,,
77624,0,1.0,9.0,7.0,2.0,,,,,,
77626,0,1.0,8.0,,,,,,,,
77628,2,0.0,5.0,1.0,,,,,,,
77629,2,8.0,9.0,6.0,4.0,,,,,,
77630,4,1.0,0.0,,,,,,,,
77632,2,10.0,1.0,,,,,,,,
