,0,1,2,3,4,5,6,7,8,9,10
1,Write-In cells: 185,,,,,,,,,,
2,Overvote cells: 291,,,,,,,,,,
3,Rita C. Joseph: 0,,,,,,,,,,
4,Kenya Handy-Hilliard: 1,,,,,,,,,,
5,Cecilia Cortez: 2,,,,,,,,,,
6,Victor Jordan: 3,,,,,,,,,,
7,Edwin K. Raymond: 4,,,,,,,,,,
8,Josue Pierre: 5,,,,,,,,,,
9,Maxi Eugene: 6,,,,,,,,,,
10,Vivia M. Morgan: 7,,,,,,,,,,
11,John Williams: 8,,,,,,,,,,
12,Harriet L. Hines: 9,,,,,,,,,,
13,Blake Morris: 10,,,,,,,,,,
142374,0,1.0,10.0,2.0,,,,,,,
142375,1,5.0,0.0,4.0,7.0,,,,,,
142377,5,6.0,4.0,0.0,,,,,,,
142381,0,4.0,1.0,9.0,5.0,,,,,,
142384,6,,,,,,,,,,
142385,2,6.0,,,,,,,,,
142387,4,2.0,,,,,,,,,
142388,1,10.0,0.0,,,,,,,,
142391,0,1.0,2.0,5.0,,,,,,,
142395,0,1.0,5.0,4.0,2.0,,,,,,
142396,5,0.0,,,,,,,,,
142397,5,,,,,,,,,,
142398,5,4.0,1.0,,,,,,,,
142399,5,1.0,10.0,4.0,,,,,,,
142401,1,,,,,,,,,,
142402,10,,,,,,,,,,
142404,0,1.0,5.0,2.0,10.0,,,,,,
142406,2,1.0,0.0,9.0,7.0,,,,,,
142407,6,,,,,,,,,,
142408,6,0.0,9.0,,,,,,,,
142411,0,2.0,1.0,10.0,4.0,,,,,,
142412,1,0.0,,,,,,,,,
142415,1,0.0,5.0,2.0,9.0,,,,,,
142416,5,2.0,1.0,4.0,0.0,,,,,,
142419,0,5.0,4.0,2.0,1.0,,,,,,
142420,2,4.0,,,,,,,,,
142422,5,2.0,6.0,,,,,,,,
142427,4,3.0,2.0,8.0,5.0,,,,,,
142428,0,1.0,7.0,2.0,,,,,,,
142429,0,3.0,4.0,9.0,7.0,,,,,,
142431,1,0.0,,,,,,,,,
142432,2,6.0,9.0,0.0,8.0,,,,,,
142433,7,9.0,4.0,,,,,,,,
142435,1,0.0,10.0,,,,,,,,
142436,0,5.0,4.0,,,,,,,,
142438,5,4.0,10.0,8.0,2.0,,,,,,
142439,2,10.0,6.0,,,,,,,,
142440,5,,,,,,,,,,
142441,1,8.0,2.0,9.0,10.0,,,,,,
142444,10,,,,,,,,,,
142445,5,0.0,2.0,3.0,7.0,,,,,,
142446,8,4.0,10.0,,,,,,,,
142448,4,10.0,6.0,1.0,5.0,,,,,,
142449,10,5.0,0.0,7.0,1.0,,,,,,
142450,10,2.0,5.0,,,,,,,,
142451,10,8.0,6.0,1.0,4.0,,,,,,
142453,0,2.0,,,,,,,,,
142455,0,5.0,2.0,,,,,,,,
142457,1,6.0,9.0,5.0,10.0,,,,,,
142458,5,2.0,10.0,0.0,1.0,,,,,,
142459,0,5.0,1.0,,,,,,,,
142460,10,2.0,5.0,,,,,,,,
142461,0,1.0,,,,,,,,,
142464,0,1.0,2.0,,,,,,,,
142465,5,0.0,,,,,,,,,
142966,1,10.0,5.0,,,,,,,,
142967,4,5.0,,,,,,,,,
142969,1,,,,,,,,,,
142970,0,,,,,,,,,,
142972,3,,,,,,,,,,
142973,1,0.0,5.0,10.0,9.0,,,,,,
142974,5,1.0,9.0,3.0,10.0,,,,,,
142975,8,9.0,5.0,6.0,7.0,,,,,,
142976,0,,,,,,,,,,
142977,10,8.0,0.0,,,,,,,,
142978,1,0.0,,,,,,,,,
142980,1,0.0,,,,,,,,,
142981,1,,,,,,,,,,
142983,2,,,,,,,,,,
142984,4,2.0,0.0,1.0,8.0,,,,,,
142986,0,1.0,,,,,,,,,
142990,9,5.0,10.0,4.0,0.0,,,,,,
142993,0,1.0,,,,,,,,,
142996,10,3.0,0.0,4.0,8.0,,,,,,
142998,1,5.0,0.0,4.0,,,,,,,
142999,5,0.0,6.0,2.0,,,,,,,
143000,1,,,,,,,,,,
143003,1,,,,,,,,,,
143004,4,1.0,,,,,,,,,
143005,1,,,,,,,,,,
143006,0,,,,,,,,,,
143009,1,0.0,5.0,,,,,,,,
143010,0,,,,,,,,,,
143012,6,9.0,0.0,5.0,8.0,,,,,,
143014,0,1.0,9.0,5.0,,,,,,,
143020,0,5.0,4.0,9.0,10.0,,,,,,
143022,0,1.0,,,,,,,,,
143024,1,5.0,,,,,,,,,
143026,7,2.0,1.0,9.0,0.0,,,,,,
143027,0,1.0,4.0,9.0,2.0,,,,,,
143028,5,0.0,4.0,,,,,,,,
143030,4,5.0,1.0,7.0,10.0,,,,,,
143032,8,0.0,,,,,,,,,
143033,2,,,,,,,,,,
143034,1,5.0,0.0,2.0,4.0,,,,,,
143037,0,2.0,1.0,,,,,,,,
143039,0,2.0,5.0,4.0,9.0,,,,,,
143041,0,6.0,7.0,8.0,4.0,,,,,,
143042,5,,,,,,,,,,
143047,9,3.0,2.0,0.0,8.0,,,,,,
143052,2,,,,,,,,,,
143054,1,0.0,,,,,,,,,
143055,9,5.0,0.0,1.0,10.0,,,,,,
143056,0,5.0,,,,,,,,,
143057,1,,,,,,,,,,
143062,5,,,,,,,,,,
143063,0,1.0,4.0,,,,,,,,
143064,0,,,,,,,,,,
143065,6,,,,,,,,,,
143066,5,,,,,,,,,,
143068,1,,,,,,,,,,
143069,6,,,,,,,,,,
143071,1,,,,,,,,,,
143072,2,,,,,,,,,,
143073,9,,,,,,,,,,
143074,0,8.0,6.0,4.0,5.0,,,,,,
143077,5,,,,,,,,,,
143078,1,0.0,10.0,,,,,,,,
143080,3,0.0,,,,,,,,,
143081,2,1.0,5.0,9.0,0.0,,,,,,
143083,1,,,,,,,,,,
143084,0,5.0,,,,,,,,,
143087,5,4.0,1.0,0.0,2.0,,,,,,
143088,4,,,,,,,,,,
143089,1,0.0,5.0,4.0,2.0,,,,,,
143090,0,1.0,,,,,,,,,
143091,4,5.0,1.0,0.0,3.0,,,,,,
143092,1,,,,,,,,,,
143093,1,0.0,2.0,,,,,,,,
143095,0,1.0,5.0,,,,,,,,
143096,1,0.0,,,,,,,,,
143097,1,0.0,,,,,,,,,
143098,7,0.0,2.0,6.0,1.0,,,,,,
143100,5,0.0,1.0,,,,,,,,
143101,1,5.0,0.0,2.0,,,,,,,
143102,2,,,,,,,,,,
143103,7,8.0,3.0,10.0,2.0,,,,,,
143104,0,9.0,,,,,,,,,
143106,1,0.0,,,,,,,,,
143108,0,,,,,,,,,,
143109,5,4.0,2.0,0.0,1.0,,,,,,
143112,5,0.0,,,,,,,,,
143113,2,4.0,6.0,0.0,5.0,,,,,,
143116,1,5.0,10.0,,,,,,,,
143118,0,3.0,4.0,5.0,1.0,,,,,,
143120,4,9.0,0.0,5.0,,,,,,,
143121,5,,,,,,,,,,
143123,5,,,,,,,,,,
143125,0,,,,,,,,,,
143126,0,5.0,3.0,9.0,,,,,,,
143129,5,1.0,,,,,,,,,
143130,8,10.0,3.0,5.0,,,,,,,
143132,1,0.0,5.0,4.0,2.0,,,,,,
143133,4,0.0,3.0,2.0,5.0,,,,,,
143134,4,,,,,,,,,,
143135,1,5.0,0.0,9.0,6.0,,,,,,
143136,4,,,,,,,,,,
143138,5,1.0,10.0,,,,,,,,
143139,1,5.0,,,,,,,,,
143140,0,6.0,9.0,,,,,,,,
143141,4,5.0,,,,,,,,,
143142,5,,,,,,,,,,
143144,0,1.0,,,,,,,,,
143145,8,7.0,10.0,5.0,4.0,,,,,,
143146,0,1.0,10.0,9.0,5.0,,,,,,
143147,5,0.0,2.0,,,,,,,,
143149,0,1.0,5.0,,,,,,,,
143150,5,1.0,,,,,,,,,
143151,5,,,,,,,,,,
143152,0,1.0,5.0,10.0,7.0,,,,,,
143155,0,8.0,3.0,4.0,10.0,,,,,,
143156,2,,,,,,,,,,
143157,4,0.0,9.0,7.0,2.0,,,,,,
143158,1,,,,,,,,,,
143160,5,,,,,,,,,,
143163,0,1.0,,,,,,,,,
143164,0,10.0,6.0,1.0,8.0,,,,,,
143165,4,0.0,5.0,9.0,7.0,,,,,,
143166,10,,,,,,,,,,
143167,0,1.0,2.0,,,,,,,,
143169,1,0.0,4.0,10.0,9.0,,,,,,
143172,5,,,,,,,,,,
143174,0,7.0,10.0,2.0,1.0,,,,,,
143176,2,,,,,,,,,,
143179,1,5.0,9.0,6.0,4.0,,,,,,
143190,5,3.0,6.0,4.0,2.0,,,,,,
143191,9,0.0,5.0,4.0,,,,,,,
143192,6,3.0,0.0,2.0,8.0,,,,,,
143195,1,2.0,0.0,9.0,10.0,,,,,,
143197,9,0.0,4.0,5.0,,,,,,,
143199,1,0.0,5.0,2.0,7.0,,,,,,
143201,0,5.0,,,,,,,,,
143204,6,0.0,5.0,2.0,4.0,,,,,,
143205,0,1.0,,,,,,,,,
143206,1,0.0,4.0,,,,,,,,
143208,9,10.0,,,,,,,,,
143209,8,1.0,10.0,9.0,4.0,,,,,,
143210,9,1.0,,,,,,,,,
143211,5,0.0,4.0,,,,,,,,
143212,4,10.0,0.0,,,,,,,,
143215,5,4.0,0.0,10.0,,,,,,,
143217,4,1.0,9.0,,,,,,,,
143221,6,,,,,,,,,,
143223,0,5.0,6.0,1.0,,,,,,,
143226,2,7.0,4.0,8.0,9.0,,,,,,
143228,2,,,,,,,,,,
143231,1,10.0,0.0,8.0,7.0,,,,,,
143232,5,0.0,2.0,,,,,,,,
143235,1,0.0,7.0,2.0,3.0,,,,,,
143236,9,7.0,1.0,2.0,,,,,,,
143238,2,1.0,,,,,,,,,
143245,1,0.0,5.0,,,,,,,,
143246,6,,,,,,,,,,
143247,5,1.0,4.0,10.0,7.0,,,,,,
143249,0,1.0,5.0,4.0,10.0,,,,,,
143250,1,0.0,5.0,,,,,,,,
143253,4,9.0,3.0,7.0,1.0,,,,,,
143254,4,,,,,,,,,,
143256,0,,,,,,,,,,
143260,1,2.0,7.0,6.0,9.0,,,,,,
143261,10,,,,,,,,,,
143262,4,2.0,,,,,,,,,
143263,1,,,,,,,,,,
143265,2,0.0,,,,,,,,,
143267,1,,,,,,,,,,
143268,2,1.0,8.0,3.0,0.0,,,,,,
143271,1,,,,,,,,,,
143274,0,1.0,10.0,,,,,,,,
143276,8,,,,,,,,,,
143277,1,0.0,5.0,4.0,2.0,,,,,,
143486,5,,,,,,,,,,
143487,0,5.0,,,,,,,,,
143488,0,9.0,,,,,,,,,
143490,6,7.0,4.0,9.0,8.0,,,,,,
143493,4,5.0,7.0,9.0,0.0,,,,,,
143494,5,4.0,0.0,1.0,,,,,,,
143495,5,,,,,,,,,,
143496,4,10.0,5.0,0.0,2.0,,,,,,
143497,2,4.0,0.0,3.0,7.0,,,,,,
143499,0,1.0,5.0,,,,,,,,
143500,0,5.0,4.0,1.0,2.0,,,,,,
143501,4,5.0,0.0,,,,,,,,
143502,10,,,,,,,,,,
143503,0,5.0,1.0,,,,,,,,
143505,10,1.0,0.0,2.0,,,,,,,
143507,0,9.0,7.0,2.0,6.0,,,,,,
143509,2,,,,,,,,,,
143510,10,,,,,,,,,,
143511,4,8.0,2.0,7.0,10.0,,,,,,
143513,2,,,,,,,,,,
143516,6,2.0,5.0,4.0,10.0,,,,,,
143518,0,5.0,1.0,2.0,10.0,,,,,,
143520,2,10.0,5.0,9.0,,,,,,,
143523,5,1.0,0.0,4.0,2.0,,,,,,
143526,0,9.0,2.0,10.0,,,,,,,
143528,0,1.0,2.0,,,,,,,,
143529,10,9.0,2.0,0.0,7.0,,,,,,
143532,5,4.0,0.0,9.0,6.0,,,,,,
143536,1,0.0,4.0,5.0,9.0,,,,,,
143539,1,0.0,,,,,,,,,
143541,10,,,,,,,,,,
143542,5,0.0,6.0,4.0,2.0,,,,,,
143543,0,1.0,2.0,10.0,5.0,,,,,,
143545,0,9.0,6.0,2.0,10.0,,,,,,
143546,2,9.0,0.0,,,,,,,,
143547,2,,,,,,,,,,
143548,1,,,,,,,,,,
143549,0,8.0,7.0,5.0,9.0,,,,,,
143552,5,7.0,10.0,9.0,,,,,,,
143553,5,,,,,,,,,,
143554,5,10.0,,,,,,,,,
143555,10,0.0,3.0,,,,,,,,
143556,10,8.0,3.0,2.0,1.0,,,,,,
143557,2,8.0,,,,,,,,,
143559,1,2.0,5.0,4.0,,,,,,,
143560,7,0.0,4.0,5.0,8.0,,,,,,
143561,0,1.0,5.0,4.0,2.0,,,,,,
143562,2,5.0,0.0,,,,,,,,
143566,5,10.0,,,,,,,,,
143568,10,1.0,2.0,,,,,,,,
143569,3,,,,,,,,,,
143570,2,0.0,,,,,,,,,
143571,1,0.0,5.0,4.0,2.0,,,,,,
143572,5,0.0,1.0,,,,,,,,
143573,2,,,,,,,,,,
143574,5,1.0,2.0,4.0,,,,,,,
143576,1,,,,,,,,,,
143577,10,2.0,,,,,,,,,
143581,0,10.0,1.0,2.0,,,,,,,
143584,1,0.0,2.0,,,,,,,,
143587,6,,,,,,,,,,
143589,10,1.0,2.0,,,,,,,,
143592,0,8.0,,,,,,,,,
143593,6,,,,,,,,,,
143594,0,2.0,,,,,,,,,
143595,10,3.0,0.0,2.0,,,,,,,
143596,1,0.0,5.0,4.0,2.0,,,,,,
143597,1,,,,,,,,,,
143598,1,0.0,4.0,5.0,,,,,,,
143606,9,2.0,5.0,10.0,,,,,,,
143608,1,0.0,,,,,,,,,
143609,1,0.0,4.0,5.0,,,,,,,
143611,2,5.0,,,,,,,,,
143612,4,5.0,0.0,10.0,,,,,,,
143613,10,5.0,,,,,,,,,
143614,5,4.0,6.0,10.0,2.0,,,,,,
143615,0,1.0,2.0,,,,,,,,
143616,3,5.0,9.0,4.0,,,,,,,
143617,1,0.0,5.0,10.0,,,,,,,
143618,1,0.0,4.0,,,,,,,,
143619,9,0.0,2.0,5.0,,,,,,,
143620,10,4.0,0.0,,,,,,,,
143622,2,,,,,,,,,,
143623,0,10.0,,,,,,,,,
143624,1,0.0,5.0,4.0,,,,,,,
143627,0,4.0,5.0,10.0,1.0,,,,,,
143629,2,6.0,0.0,8.0,4.0,,,,,,
143630,10,2.0,,,,,,,,,
143631,5,10.0,0.0,,,,,,,,
143634,5,0.0,7.0,8.0,,,,,,,
143635,0,1.0,2.0,,,,,,,,
143636,1,0.0,5.0,2.0,,,,,,,
143640,4,5.0,,,,,,,,,
143641,0,5.0,,,,,,,,,
143645,2,1.0,7.0,0.0,9.0,,,,,,
143646,8,4.0,0.0,10.0,2.0,,,,,,
143647,0,,,,,,,,,,
143648,1,2.0,4.0,10.0,7.0,,,,,,
143649,5,4.0,0.0,1.0,8.0,,,,,,
143651,1,0.0,5.0,,,,,,,,
143652,9,7.0,2.0,1.0,8.0,,,,,,
143654,0,1.0,5.0,,,,,,,,
143656,5,4.0,0.0,9.0,6.0,,,,,,
143657,2,,,,,,,,,,
143660,4,10.0,2.0,8.0,3.0,,,,,,
143662,0,10.0,2.0,1.0,9.0,,,,,,
143664,1,0.0,10.0,2.0,,,,,,,
143665,9,2.0,,,,,,,,,
143668,4,3.0,2.0,8.0,5.0,,,,,,
143669,1,0.0,4.0,,,,,,,,
143670,2,8.0,,,,,,,,,
143671,1,0.0,4.0,,,,,,,,
143672,8,,,,,,,,,,
143673,2,,,,,,,,,,
143674,0,4.0,9.0,5.0,1.0,,,,,,
143675,2,4.0,0.0,3.0,7.0,,,,,,
143676,5,,,,,,,,,,
143679,2,,,,,,,,,,
143680,6,7.0,5.0,,,,,,,,
143681,0,5.0,4.0,1.0,2.0,,,,,,
143682,9,2.0,1.0,0.0,5.0,,,,,,
143684,7,2.0,1.0,6.0,0.0,,,,,,
143686,0,9.0,2.0,5.0,8.0,,,,,,
143687,2,4.0,9.0,5.0,8.0,,,,,,
143689,5,4.0,6.0,3.0,10.0,,,,,,
143690,10,2.0,,,,,,,,,
143694,0,5.0,1.0,2.0,,,,,,,
143695,0,,,,,,,,,,
143696,5,9.0,0.0,10.0,2.0,,,,,,
143697,1,2.0,7.0,,,,,,,,
143698,5,1.0,9.0,,,,,,,,
143700,2,,,,,,,,,,
143702,10,,,,,,,,,,
143703,5,10.0,8.0,6.0,7.0,,,,,,
143704,2,5.0,10.0,0.0,8.0,,,,,,
143706,5,10.0,4.0,0.0,2.0,,,,,,
143707,4,,,,,,,,,,
143709,2,4.0,1.0,9.0,5.0,,,,,,
143710,0,9.0,5.0,3.0,2.0,,,,,,
143712,0,2.0,,,,,,,,,
143713,0,,,,,,,,,,
143714,0,10.0,1.0,4.0,5.0,,,,,,
143716,10,2.0,7.0,,,,,,,,
143720,1,5.0,0.0,10.0,2.0,,,,,,
143721,10,5.0,2.0,,,,,,,,
143722,0,5.0,2.0,10.0,8.0,,,,,,
143723,10,5.0,0.0,4.0,3.0,,,,,,
143724,6,,,,,,,,,,
143725,1,7.0,9.0,,,,,,,,
143726,4,5.0,,,,,,,,,
143727,5,0.0,10.0,1.0,,,,,,,
143729,0,1.0,5.0,4.0,2.0,,,,,,
143731,10,2.0,8.0,3.0,4.0,,,,,,
143733,5,,,,,,,,,,
143736,5,0.0,1.0,,,,,,,,
143737,10,5.0,1.0,2.0,,,,,,,
143738,2,10.0,,,,,,,,,
143739,1,,,,,,,,,,
143742,2,,,,,,,,,,
143743,0,1.0,5.0,,,,,,,,
143745,4,5.0,10.0,,,,,,,,
143746,0,9.0,6.0,2.0,1.0,,,,,,
143747,5,,,,,,,,,,
143748,2,0.0,3.0,,,,,,,,
143749,0,1.0,5.0,,,,,,,,
143750,5,2.0,6.0,8.0,0.0,,,,,,
143752,5,9.0,4.0,6.0,3.0,,,,,,
144104,1,6.0,5.0,7.0,9.0,,,,,,
144105,1,3.0,10.0,,,,,,,,
144106,0,5.0,4.0,1.0,,,,,,,
144107,10,,,,,,,,,,
144111,5,0.0,1.0,2.0,,,,,,,
144112,3,,,,,,,,,,
144113,0,4.0,5.0,3.0,7.0,,,,,,
144114,7,8.0,4.0,6.0,10.0,,,,,,
144115,4,2.0,,,,,,,,,
144116,1,0.0,3.0,2.0,5.0,,,,,,
144120,0,,,,,,,,,,
144121,0,10.0,1.0,4.0,,,,,,,
144122,4,1.0,,,,,,,,,
144123,1,4.0,10.0,5.0,,,,,,,
144125,1,0.0,,,,,,,,,
144126,10,5.0,2.0,8.0,9.0,,,,,,
144127,6,10.0,,,,,,,,,
144129,0,4.0,5.0,,,,,,,,
144133,7,5.0,8.0,0.0,3.0,,,,,,
144134,7,2.0,1.0,,,,,,,,
144135,1,0.0,5.0,9.0,2.0,,,,,,
144137,4,0.0,3.0,5.0,7.0,,,,,,
144138,5,,,,,,,,,,
144140,2,9.0,,,,,,,,,
144147,1,10.0,0.0,,,,,,,,
144149,8,7.0,3.0,9.0,5.0,,,,,,
144150,9,5.0,3.0,1.0,,,,,,,
144151,6,,,,,,,,,,
144152,10,2.0,9.0,5.0,,,,,,,
144153,7,10.0,1.0,4.0,9.0,,,,,,
144154,1,3.0,10.0,,,,,,,,
144165,0,1.0,2.0,9.0,7.0,,,,,,
144167,1,0.0,5.0,,,,,,,,
144168,0,5.0,3.0,,,,,,,,
144170,1,0.0,5.0,4.0,2.0,,,,,,
144171,5,3.0,4.0,0.0,,,,,,,
144172,8,4.0,9.0,,,,,,,,
144176,2,8.0,0.0,7.0,1.0,,,,,,
144177,7,1.0,4.0,2.0,8.0,,,,,,
144178,1,,,,,,,,,,
144179,1,6.0,5.0,10.0,7.0,,,,,,
144182,1,,,,,,,,,,
144183,0,5.0,,,,,,,,,
144184,1,,,,,,,,,,
144185,1,2.0,0.0,7.0,9.0,,,,,,
144187,0,1.0,,,,,,,,,
144188,0,1.0,5.0,,,,,,,,
144189,0,9.0,3.0,5.0,2.0,,,,,,
144192,5,6.0,2.0,,,,,,,,
144193,4,5.0,0.0,6.0,7.0,,,,,,
144195,5,6.0,,,,,,,,,
144200,1,0.0,4.0,,,,,,,,
144201,4,7.0,,,,,,,,,
144204,5,1.0,,,,,,,,,
144205,0,1.0,,,,,,,,,
144206,0,8.0,3.0,6.0,9.0,,,,,,
144209,1,,,,,,,,,,
144213,0,5.0,,,,,,,,,
144214,0,5.0,,,,,,,,,
144215,5,6.0,7.0,1.0,,,,,,,
144217,0,2.0,,,,,,,,,
144218,0,5.0,6.0,1.0,7.0,,,,,,
144223,9,10.0,2.0,0.0,1.0,,,,,,
144224,0,,,,,,,,,,
144229,5,4.0,0.0,,,,,,,,
144231,0,,,,,,,,,,
144232,4,9.0,1.0,5.0,0.0,,,,,,
144233,5,10.0,7.0,3.0,8.0,,,,,,
144234,10,0.0,,,,,,,,,
144237,0,3.0,7.0,4.0,,,,,,,
144243,5,4.0,1.0,0.0,2.0,,,,,,
144244,1,0.0,5.0,,,,,,,,
144247,0,1.0,5.0,4.0,2.0,,,,,,
144248,1,6.0,5.0,9.0,10.0,,,,,,
144250,5,,,,,,,,,,
144251,4,7.0,0.0,5.0,,,,,,,
144252,0,1.0,10.0,,,,,,,,
144254,0,,,,,,,,,,
144255,1,,,,,,,,,,
144257,1,0.0,,,,,,,,,
144258,0,1.0,,,,,,,,,
144260,5,2.0,4.0,,,,,,,,
144262,10,5.0,,,,,,,,,
144263,5,0.0,4.0,2.0,7.0,,,,,,
144264,0,5.0,4.0,3.0,,,,,,,
144266,7,,,,,,,,,,
144268,1,7.0,0.0,9.0,3.0,,,,,,
144269,1,4.0,,,,,,,,,
144270,2,0.0,,,,,,,,,
144272,0,1.0,,,,,,,,,
144274,1,0.0,2.0,,,,,,,,
144275,5,0.0,6.0,4.0,1.0,,,,,,
144276,0,2.0,4.0,,,,,,,,
144277,5,,,,,,,,,,
144279,1,0.0,4.0,5.0,6.0,,,,,,
144283,1,0.0,5.0,4.0,2.0,,,,,,
144287,5,10.0,1.0,6.0,3.0,,,,,,
144291,1,0.0,,,,,,,,,
144292,4,5.0,,,,,,,,,
144294,4,0.0,7.0,,,,,,,,
144297,5,1.0,9.0,4.0,2.0,,,,,,
144299,0,1.0,5.0,2.0,4.0,,,,,,
144301,1,7.0,2.0,0.0,4.0,,,,,,
144302,0,,,,,,,,,,
144304,0,5.0,1.0,10.0,,,,,,,
144306,1,0.0,,,,,,,,,
144308,10,0.0,6.0,2.0,1.0,,,,,,
144312,1,9.0,2.0,6.0,7.0,,,,,,
144315,4,0.0,8.0,,,,,,,,
144316,0,5.0,,,,,,,,,
144318,0,1.0,7.0,9.0,2.0,,,,,,
144320,2,0.0,3.0,8.0,7.0,,,,,,
144322,1,,,,,,,,,,
144324,1,,,,,,,,,,
144327,0,,,,,,,,,,
144331,0,10.0,5.0,,,,,,,,
144334,8,2.0,6.0,4.0,5.0,,,,,,
144336,8,,,,,,,,,,
144337,1,2.0,6.0,9.0,0.0,,,,,,
144338,4,9.0,6.0,1.0,8.0,,,,,,
144339,1,5.0,0.0,9.0,7.0,,,,,,
144340,5,,,,,,,,,,
144341,4,7.0,0.0,9.0,5.0,,,,,,
144342,1,10.0,0.0,,,,,,,,
144343,0,1.0,,,,,,,,,
144346,1,6.0,0.0,4.0,5.0,,,,,,
144351,5,,,,,,,,,,
144354,0,1.0,5.0,4.0,2.0,,,,,,
144359,1,0.0,5.0,2.0,4.0,,,,,,
144360,3,0.0,,,,,,,,,
144362,1,0.0,,,,,,,,,
144364,2,8.0,5.0,4.0,6.0,,,,,,
144366,1,,,,,,,,,,
144367,1,7.0,9.0,5.0,3.0,,,,,,
144368,2,5.0,0.0,3.0,9.0,,,,,,
144370,0,,,,,,,,,,
144371,1,0.0,,,,,,,,,
144372,9,3.0,0.0,4.0,5.0,,,,,,
144374,0,7.0,,,,,,,,,
144375,1,0.0,2.0,9.0,5.0,,,,,,
144376,0,1.0,4.0,9.0,2.0,,,,,,
144377,1,10.0,,,,,,,,,
144378,1,0.0,,,,,,,,,
144379,4,0.0,9.0,6.0,5.0,,,,,,
144385,5,10.0,1.0,,,,,,,,
144388,1,2.0,6.0,4.0,3.0,,,,,,
144389,1,2.0,7.0,6.0,9.0,,,,,,
144390,1,0.0,,,,,,,,,
144392,0,4.0,5.0,1.0,2.0,,,,,,
144393,1,2.0,4.0,,,,,,,,
144395,6,7.0,4.0,0.0,10.0,,,,,,
144396,0,4.0,10.0,,,,,,,,
144398,0,5.0,9.0,2.0,,,,,,,
144401,1,5.0,4.0,3.0,,,,,,,
144402,1,0.0,5.0,4.0,,,,,,,
144403,4,2.0,0.0,,,,,,,,
144405,0,1.0,4.0,,,,,,,,
144406,0,9.0,7.0,2.0,1.0,,,,,,
144407,5,2.0,,,,,,,,,
144409,0,1.0,,,,,,,,,
144412,1,0.0,5.0,4.0,2.0,,,,,,
144419,4,,,,,,,,,,
144420,4,5.0,,,,,,,,,
144421,0,1.0,,,,,,,,,
144423,1,5.0,0.0,,,,,,,,
144424,0,1.0,10.0,9.0,,,,,,,
144426,5,0.0,9.0,7.0,2.0,,,,,,
144427,0,1.0,5.0,,,,,,,,
144428,4,1.0,7.0,5.0,,,,,,,
144429,9,,,,,,,,,,
144431,1,0.0,5.0,,,,,,,,
144432,1,5.0,9.0,2.0,6.0,,,,,,
145157,0,1.0,,,,,,,,,
145160,0,5.0,4.0,,,,,,,,
145161,0,1.0,7.0,,,,,,,,
145163,0,5.0,9.0,10.0,2.0,,,,,,
145164,5,,,,,,,,,,
145165,5,0.0,1.0,4.0,10.0,,,,,,
145166,1,,,,,,,,,,
145169,4,0.0,1.0,,,,,,,,
145170,5,4.0,1.0,10.0,,,,,,,
145171,1,0.0,7.0,,,,,,,,
145177,2,,,,,,,,,,
145178,0,1.0,7.0,,,,,,,,
145180,0,,,,,,,,,,
145181,5,0.0,,,,,,,,,
145182,6,,,,,,,,,,
145184,1,,,,,,,,,,
145185,10,0.0,1.0,4.0,,,,,,,
145187,1,4.0,5.0,0.0,2.0,,,,,,
145188,5,,,,,,,,,,
145189,4,0.0,,,,,,,,,
145190,2,10.0,3.0,,,,,,,,
145191,4,9.0,3.0,,,,,,,,
145192,0,,,,,,,,,,
145194,0,1.0,5.0,,,,,,,,
145195,1,0.0,,,,,,,,,
145197,5,7.0,1.0,0.0,4.0,,,,,,
145198,6,,,,,,,,,,
145200,1,0.0,5.0,,,,,,,,
145205,1,0.0,4.0,,,,,,,,
145206,4,5.0,10.0,,,,,,,,
145207,0,2.0,5.0,,,,,,,,
145208,0,6.0,5.0,7.0,1.0,,,,,,
145212,0,,,,,,,,,,
145214,1,,,,,,,,,,
145215,5,1.0,,,,,,,,,
145218,6,,,,,,,,,,
145219,0,1.0,9.0,,,,,,,,
145220,4,0.0,7.0,2.0,1.0,,,,,,
145225,0,5.0,1.0,4.0,2.0,,,,,,
145226,10,0.0,,,,,,,,,
145227,5,4.0,,,,,,,,,
145229,1,0.0,9.0,,,,,,,,
145230,0,4.0,5.0,1.0,,,,,,,
145232,0,5.0,,,,,,,,,
145233,4,9.0,8.0,10.0,0.0,,,,,,
145235,1,,,,,,,,,,
145237,8,,,,,,,,,,
145238,1,5.0,,,,,,,,,
145242,9,7.0,,,,,,,,,
145243,1,,,,,,,,,,
145245,1,,,,,,,,,,
145246,9,0.0,7.0,2.0,1.0,,,,,,
145247,0,,,,,,,,,,
145251,6,,,,,,,,,,
145253,0,9.0,4.0,7.0,3.0,,,,,,
145254,1,0.0,10.0,,,,,,,,
145255,0,1.0,,,,,,,,,
145258,1,,,,,,,,,,
145259,0,5.0,4.0,9.0,,,,,,,
145260,0,5.0,1.0,2.0,,,,,,,
145261,4,,,,,,,,,,
145263,1,5.0,,,,,,,,,
145265,0,1.0,4.0,,,,,,,,
145266,5,3.0,2.0,,,,,,,,
145271,1,4.0,,,,,,,,,
145272,2,8.0,4.0,9.0,3.0,,,,,,
145276,5,,,,,,,,,,
145277,5,6.0,,,,,,,,,
145278,1,,,,,,,,,,
145279,0,5.0,1.0,,,,,,,,
145280,0,10.0,1.0,7.0,2.0,,,,,,
