,0,1,2,3,4,5,6,7
2013,0,3.0,2.0,1.0,4.0,,,
2014,2,,,,,,,
2015,5,3.0,,,,,,
2016,0,4.0,6.0,2.0,3.0,,,
2017,0,4.0,6.0,2.0,3.0,,,
2018,3,,,,,,,
2019,0,5.0,2.0,6.0,4.0,,,
2020,5,,,,,,,
2021,0,,,,,,,
2022,5,7.0,2.0,0.0,3.0,,,
2023,3,0.0,2.0,5.0,,,,
2024,0,2.0,,,,,,
2025,0,2.0,5.0,4.0,3.0,,,
2026,0,5.0,2.0,6.0,,,,
2027,0,5.0,2.0,6.0,1.0,,,
2028,0,,,,,,,
2029,0,5.0,,,,,,
2030,4,,,,,,,
2031,2,5.0,0.0,,,,,
2032,3,0.0,4.0,5.0,6.0,,,
2033,2,6.0,3.0,0.0,5.0,,,
2035,2,5.0,0.0,,,,,
2036,4,,,,,,,
2037,2,,,,,,,
2038,2,,,,,,,
2039,4,,,,,,,
2040,6,1.0,3.0,2.0,0.0,,,
2041,2,5.0,0.0,,,,,
2042,2,,,,,,,
2043,2,7.0,1.0,0.0,4.0,,,
2044,6,,,,,,,
2047,3,6.0,,,,,,
2048,5,3.0,,,,,,
2049,6,,,,,,,
2050,6,,,,,,,
2141,6,,,,,,,
2464,0,2.0,3.0,5.0,,,,
2465,0,4.0,,,,,,
2466,0,1.0,,,,,,
2467,4,0.0,,,,,,
2468,4,2.0,0.0,5.0,,,,
2469,4,0.0,,,,,,
2470,0,5.0,2.0,,,,,
2471,0,3.0,2.0,5.0,6.0,,,
2472,3,,,,,,,
2474,5,0.0,3.0,2.0,1.0,,,
2475,0,5.0,6.0,2.0,7.0,,,
2476,0,2.0,5.0,1.0,3.0,,,
2477,5,0.0,6.0,,,,,
2478,0,4.0,6.0,2.0,5.0,,,
2479,5,0.0,2.0,,,,,
2614,5,,,,,,,
2615,0,,,,,,,
2616,0,6.0,,,,,,
2617,6,3.0,5.0,,,,,
2618,6,5.0,3.0,,,,,
2620,5,3.0,,,,,,
2621,5,3.0,,,,,,
2622,6,2.0,,,,,,
2623,6,2.0,,,,,,
2624,4,0.0,,,,,,
2625,6,,,,,,,
2626,4,,,,,,,
2627,0,,,,,,,
2628,7,5.0,0.0,1.0,2.0,,,
2629,4,0.0,,,,,,
2630,2,,,,,,,
2631,0,2.0,3.0,4.0,6.0,,,
2632,6,,,,,,,
2633,3,5.0,2.0,4.0,0.0,,,
2634,5,3.0,2.0,4.0,6.0,,,
2635,0,2.0,3.0,4.0,1.0,,,
2636,0,1.0,2.0,7.0,3.0,,,
2637,0,2.0,3.0,7.0,4.0,,,
2716,6,0.0,,,,,,
2718,6,,,,,,,
2719,7,0.0,2.0,,,,,
2720,7,0.0,2.0,,,,,
2721,3,6.0,5.0,,,,,
2722,5,3.0,2.0,,,,,
2723,0,,,,,,,
2724,6,3.0,,,,,,
2725,3,6.0,5.0,,,,,
2726,5,3.0,0.0,6.0,,,,
2727,7,0.0,2.0,,,,,
2728,6,5.0,,,,,,
2729,6,,,,,,,
2730,6,5.0,,,,,,
2731,6,,,,,,,
2732,6,5.0,2.0,,,,,
2733,6,2.0,1.0,0.0,7.0,,,
2734,6,2.0,1.0,0.0,7.0,,,
2806,2,,,,,,,
2807,6,3.0,1.0,,,,,
2808,2,7.0,3.0,1.0,4.0,,,
2809,6,,,,,,,
2810,3,2.0,4.0,,,,,
2811,6,4.0,5.0,7.0,2.0,,,
2812,3,2.0,,,,,,
2813,6,4.0,,,,,,
2814,5,3.0,6.0,,,,,
2815,4,6.0,,,,,,
2816,2,,,,,,,
2817,6,,,,,,,
2818,6,,,,,,,
2819,2,7.0,,,,,,
2820,6,,,,,,,
2821,1,2.0,3.0,,,,,
2822,5,3.0,6.0,,,,,
2823,3,1.0,6.0,2.0,0.0,,,
2826,3,,,,,,,
2827,3,,,,,,,
2828,6,4.0,7.0,5.0,3.0,,,
2829,5,3.0,,,,,,
2830,6,0.0,1.0,3.0,4.0,,,
2831,2,,,,,,,
2834,6,,,,,,,
2835,6,,,,,,,
2836,6,0.0,,,,,,
2837,4,0.0,,,,,,
2838,6,4.0,7.0,5.0,3.0,,,
2839,5,3.0,,,,,,
2840,3,,,,,,,
2841,3,,,,,,,
2842,5,3.0,,,,,,
2843,3,5.0,,,,,,
2844,6,2.0,,,,,,
2845,6,2.0,,,,,,
2846,3,2.0,,,,,,
2847,3,2.0,,,,,,
2848,4,6.0,,,,,,
2849,6,3.0,0.0,2.0,5.0,,,
2850,3,2.0,1.0,5.0,4.0,,,
2851,6,2.0,7.0,3.0,,,,
2854,0,2.0,,,,,,
2911,7,6.0,3.0,5.0,,,,
2912,3,6.0,0.0,5.0,,,,
2913,2,,,,,,,
2914,1,,,,,,,
2915,2,,,,,,,
2916,5,6.0,3.0,,,,,
2917,4,2.0,,,,,,
2918,2,,,,,,,
2919,7,5.0,4.0,,,,,
2920,0,2.0,6.0,,,,,
2921,2,3.0,7.0,6.0,1.0,,,
3431,6,,,,,,,
3432,3,,,,,,,
3433,6,7.0,2.0,4.0,,,,
3434,6,,,,,,,
3435,6,,,,,,,
3436,2,6.0,,,,,,
3437,2,0.0,5.0,3.0,7.0,,,
3438,0,6.0,4.0,3.0,2.0,,,
3439,7,,,,,,,
3440,4,6.0,3.0,2.0,0.0,,,
3441,3,0.0,6.0,1.0,7.0,,,
3442,6,,,,,,,
3443,6,,,,,,,
3445,6,,,,,,,
3446,6,,,,,,,
3447,6,,,,,,,
3448,3,6.0,2.0,1.0,7.0,,,
3449,6,,,,,,,
3450,6,,,,,,,
3451,6,,,,,,,
3452,0,6.0,1.0,7.0,,,,
3453,0,2.0,,,,,,
3454,6,3.0,1.0,5.0,,,,
3455,6,,,,,,,
3456,6,5.0,4.0,,,,,
3457,6,4.0,2.0,,,,,
3458,6,5.0,4.0,,,,,
3459,6,2.0,4.0,,,,,
3460,7,2.0,,,,,,
3461,2,7.0,,,,,,
3462,3,0.0,2.0,1.0,6.0,,,
3502,6,,,,,,,
3503,6,3.0,5.0,2.0,7.0,,,
3504,6,5.0,0.0,2.0,3.0,,,
3505,6,4.0,,,,,,
3506,5,6.0,,,,,,
3509,5,1.0,7.0,6.0,4.0,,,
3510,6,,,,,,,
3512,6,,,,,,,
3513,0,6.0,4.0,1.0,3.0,,,
3514,6,3.0,0.0,7.0,5.0,,,
3515,2,,,,,,,
3516,0,,,,,,,
3517,6,,,,,,,
3518,2,6.0,5.0,0.0,4.0,,,
3519,3,1.0,7.0,5.0,4.0,,,
3520,6,3.0,7.0,1.0,,,,
3521,3,2.0,6.0,1.0,5.0,,,
3522,3,6.0,,,,,,
3523,6,0.0,1.0,5.0,7.0,,,
3524,2,1.0,3.0,0.0,5.0,,,
3525,5,0.0,7.0,3.0,2.0,,,
3526,2,1.0,3.0,0.0,5.0,,,
3527,2,6.0,,,,,,
3528,2,4.0,6.0,3.0,1.0,,,
3529,5,,,,,,,
3530,6,3.0,5.0,4.0,0.0,,,
3531,6,5.0,2.0,,,,,
3532,6,,,,,,,
3533,6,2.0,3.0,5.0,,,,
3535,6,5.0,3.0,,,,,
3536,2,5.0,6.0,,,,,
3537,2,5.0,7.0,0.0,3.0,,,
3538,6,3.0,,,,,,
3539,5,3.0,2.0,6.0,0.0,,,
3541,6,,,,,,,
3542,6,,,,,,,
3543,5,3.0,2.0,,,,,
3544,2,3.0,6.0,,,,,
3545,6,3.0,5.0,,,,,
3546,6,,,,,,,
3547,3,2.0,5.0,,,,,
3548,6,,,,,,,
3550,6,2.0,,,,,,
3551,6,,,,,,,
3552,6,0.0,4.0,,,,,
3554,6,,,,,,,
3555,5,2.0,6.0,,,,,
3556,6,,,,,,,
3557,3,2.0,5.0,,,,,
3558,2,,,,,,,
3559,0,5.0,6.0,4.0,3.0,,,
3562,4,6.0,3.0,2.0,7.0,,,
3563,6,0.0,4.0,,,,,
3564,6,0.0,4.0,,,,,
3566,6,,,,,,,
3568,6,,,,,,,
3569,2,6.0,4.0,,,,,
3661,0,6.0,1.0,3.0,7.0,,,
3662,3,,,,,,,
3663,0,6.0,1.0,3.0,7.0,,,
3664,0,2.0,3.0,1.0,5.0,,,
3665,0,3.0,,,,,,
3666,0,5.0,1.0,3.0,2.0,,,
3667,2,1.0,,,,,,
3668,1,7.0,3.0,4.0,0.0,,,
3669,2,,,,,,,
3728,5,0.0,3.0,6.0,4.0,,,
3730,0,,,,,,,
3731,5,3.0,0.0,,,,,
3737,5,4.0,0.0,,,,,
3738,4,,,,,,,
3739,4,,,,,,,
3740,5,6.0,0.0,,,,,
3742,4,,,,,,,
3743,4,6.0,3.0,,,,,
3744,2,3.0,5.0,4.0,0.0,,,
3745,0,1.0,,,,,,
3746,5,0.0,1.0,3.0,6.0,,,
3747,0,2.0,5.0,7.0,4.0,,,
3748,0,5.0,2.0,7.0,4.0,,,
3749,5,4.0,0.0,,,,,
3750,5,0.0,3.0,7.0,2.0,,,
3751,5,4.0,,,,,,
3879,0,2.0,,,,,,
3880,4,,,,,,,
3881,2,,,,,,,
3882,0,6.0,1.0,7.0,5.0,,,
3883,4,5.0,3.0,,,,,
3884,5,3.0,0.0,4.0,2.0,,,
3885,0,,,,,,,
3886,0,,,,,,,
3887,5,0.0,2.0,3.0,6.0,,,
3889,5,2.0,3.0,6.0,,,,
3890,5,2.0,7.0,1.0,,,,
3913,4,2.0,0.0,7.0,5.0,,,
3914,4,6.0,2.0,0.0,5.0,,,
3915,4,6.0,3.0,2.0,0.0,,,
3916,5,3.0,,,,,,
3917,4,6.0,,,,,,
3918,4,,,,,,,
3919,0,,,,,,,
3920,2,,,,,,,
3921,2,5.0,3.0,6.0,,,,
3922,6,3.0,5.0,0.0,2.0,,,
3923,2,3.0,1.0,5.0,0.0,,,
3924,5,3.0,,,,,,
3977,6,2.0,,,,,,
3978,6,2.0,,,,,,
4035,0,2.0,3.0,,,,,
4036,4,,,,,,,
4037,0,5.0,,,,,,
4038,0,5.0,,,,,,
4039,0,2.0,6.0,,,,,
4040,4,0.0,6.0,1.0,5.0,,,
4041,0,2.0,3.0,1.0,7.0,,,
4042,0,7.0,4.0,3.0,5.0,,,
4043,0,2.0,,,,,,
4044,0,5.0,2.0,,,,,
4045,0,3.0,1.0,7.0,2.0,,,
4046,0,,,,,,,
4047,0,5.0,2.0,,,,,
4251,6,3.0,7.0,5.0,4.0,,,
4252,4,6.0,0.0,2.0,3.0,,,
4253,5,3.0,6.0,,,,,
4254,5,3.0,6.0,,,,,
4255,5,3.0,6.0,,,,,
4256,0,2.0,3.0,,,,,
4257,0,2.0,3.0,,,,,
4258,3,5.0,,,,,,
4259,6,,,,,,,
4260,6,,,,,,,
4261,5,3.0,2.0,7.0,,,,
4262,5,3.0,6.0,,,,,
4263,6,3.0,2.0,1.0,7.0,,,
4264,0,1.0,5.0,2.0,3.0,,,
4265,5,2.0,3.0,0.0,,,,
4266,6,3.0,0.0,1.0,,,,
4268,6,,,,,,,
4269,6,,,,,,,
4270,3,6.0,0.0,1.0,2.0,,,
4271,6,,,,,,,
4284,5,3.0,0.0,4.0,,,,
4285,5,6.0,,,,,,
4286,5,4.0,6.0,,,,,
4287,5,3.0,0.0,,,,,
4575,5,6.0,4.0,,,,,
4576,0,5.0,1.0,2.0,6.0,,,
4577,6,0.0,7.0,,,,,
4578,6,3.0,,,,,,
4579,3,0.0,,,,,,
4580,2,,,,,,,
4581,4,5.0,0.0,1.0,6.0,,,
4582,0,1.0,5.0,6.0,4.0,,,
4583,4,5.0,0.0,2.0,7.0,,,
4584,0,3.0,2.0,,,,,
4585,5,6.0,4.0,,,,,
4586,5,6.0,4.0,,,,,
4587,2,,,,,,,
4588,5,6.0,4.0,,,,,
4589,3,2.0,6.0,,,,,
4590,5,3.0,0.0,,,,,
4591,5,0.0,6.0,3.0,2.0,,,
4592,0,5.0,6.0,3.0,2.0,,,
4593,6,2.0,1.0,7.0,5.0,,,
4763,0,,,,,,,
4764,0,,,,,,,
4765,0,,,,,,,
4766,2,,,,,,,
4767,4,5.0,0.0,,,,,
4768,3,5.0,6.0,2.0,4.0,,,
4782,5,,,,,,,
4783,6,,,,,,,
4785,6,2.0,0.0,3.0,4.0,,,
4786,6,4.0,,,,,,
4787,6,4.0,2.0,1.0,5.0,,,
4788,6,4.0,2.0,7.0,5.0,,,
4789,6,,,,,,,
4790,6,,,,,,,
4791,4,,,,,,,
4792,7,0.0,2.0,,,,,
4793,5,6.0,,,,,,
4794,6,,,,,,,
4795,1,2.0,6.0,0.0,5.0,,,
4796,6,4.0,0.0,,,,,
4798,4,1.0,,,,,,
4799,6,,,,,,,
4800,3,,,,,,,
4801,3,5.0,,,,,,
4802,3,5.0,,,,,,
4803,5,4.0,,,,,,
5007,6,4.0,,,,,,
5008,3,2.0,0.0,1.0,7.0,,,
5009,0,6.0,2.0,7.0,5.0,,,
5010,3,2.0,0.0,1.0,7.0,,,
5012,0,,,,,,,
5013,4,0.0,,,,,,
5014,4,3.0,2.0,0.0,1.0,,,
5015,4,6.0,,,,,,
5016,4,6.0,3.0,,,,,
5017,5,,,,,,,
5018,4,0.0,1.0,2.0,7.0,,,
5019,2,1.0,4.0,0.0,7.0,,,
5020,3,2.0,4.0,0.0,1.0,,,
5021,7,1.0,5.0,6.0,4.0,,,
5022,4,0.0,7.0,2.0,3.0,,,
5023,3,5.0,,,,,,
5179,0,6.0,5.0,1.0,3.0,,,
5180,0,,,,,,,
5182,2,3.0,7.0,4.0,6.0,,,
5183,5,7.0,4.0,2.0,0.0,,,
5184,0,1.0,7.0,3.0,5.0,,,
5185,7,6.0,5.0,4.0,0.0,,,
5186,6,0.0,,,,,,
5187,6,5.0,,,,,,
5188,6,,,,,,,
5189,3,2.0,0.0,1.0,6.0,,,
5190,6,,,,,,,
5191,6,,,,,,,
5192,6,3.0,5.0,,,,,
5193,6,5.0,3.0,,,,,
5194,6,3.0,5.0,,,,,
5195,6,0.0,,,,,,
5268,6,,,,,,,
5269,6,,,,,,,
5270,7,3.0,1.0,0.0,4.0,,,
5271,6,5.0,3.0,,,,,
5272,6,2.0,5.0,,,,,
5274,5,0.0,2.0,3.0,4.0,,,
5275,5,,,,,,,
5276,6,5.0,,,,,,
5277,3,2.0,0.0,1.0,6.0,,,
5363,0,2.0,3.0,1.0,,,,
5364,6,,,,,,,
5365,3,0.0,1.0,7.0,2.0,,,
5367,3,,,,,,,
5368,4,1.0,,,,,,
5369,6,4.0,,,,,,
5370,0,2.0,5.0,3.0,6.0,,,
5371,0,1.0,2.0,5.0,4.0,,,
5372,6,,,,,,,
5373,2,,,,,,,
5374,7,0.0,2.0,4.0,6.0,,,
5465,5,3.0,6.0,,,,,
5467,2,,,,,,,
5468,0,4.0,3.0,1.0,7.0,,,
5470,6,2.0,5.0,4.0,,,,
5471,6,,,,,,,
5472,6,,,,,,,
5473,0,2.0,4.0,7.0,,,,
5474,2,,,,,,,
5475,6,,,,,,,
5476,1,,,,,,,
5477,3,5.0,,,,,,
5478,3,5.0,,,,,,
5479,5,,,,,,,
5480,5,3.0,0.0,,,,,
5481,3,5.0,,,,,,
5482,6,,,,,,,
5483,0,5.0,2.0,3.0,4.0,,,
5484,4,,,,,,,
5486,5,2.0,4.0,3.0,0.0,,,
5487,6,,,,,,,
5488,6,,,,,,,
5489,7,5.0,6.0,4.0,,,,
5497,0,6.0,1.0,2.0,3.0,,,
5498,2,0.0,5.0,4.0,1.0,,,
5499,7,3.0,6.0,4.0,,,,
5500,0,4.0,6.0,,,,,
5501,2,4.0,,,,,,
5502,0,7.0,1.0,3.0,5.0,,,
5503,0,7.0,,,,,,
5504,0,2.0,3.0,1.0,6.0,,,
5505,0,7.0,2.0,4.0,3.0,,,
5506,0,6.0,2.0,1.0,3.0,,,
5507,0,1.0,6.0,7.0,2.0,,,
5508,5,,,,,,,
5509,6,4.0,0.0,2.0,,,,
5510,0,5.0,3.0,1.0,4.0,,,
5511,0,,,,,,,
5512,0,7.0,1.0,3.0,5.0,,,
5513,0,7.0,6.0,1.0,5.0,,,
5514,0,3.0,7.0,4.0,5.0,,,
5515,2,5.0,1.0,0.0,3.0,,,
5516,0,,,,,,,
5517,0,,,,,,,
5518,0,,,,,,,
5538,3,2.0,6.0,1.0,0.0,,,
5539,6,,,,,,,
5540,7,5.0,3.0,1.0,6.0,,,
5541,6,,,,,,,
5542,1,,,,,,,
5543,0,4.0,3.0,1.0,7.0,,,
5544,5,3.0,,,,,,
5545,2,6.0,4.0,5.0,7.0,,,
5546,2,0.0,1.0,6.0,4.0,,,
5547,0,,,,,,,
5548,2,0.0,7.0,3.0,1.0,,,
5549,1,3.0,2.0,7.0,0.0,,,
5550,3,5.0,,,,,,
5574,3,4.0,6.0,5.0,2.0,,,
5575,0,2.0,4.0,7.0,,,,
5576,2,0.0,1.0,4.0,3.0,,,
5577,0,2.0,1.0,4.0,3.0,,,
5578,4,2.0,3.0,7.0,1.0,,,
5579,1,3.0,7.0,0.0,2.0,,,
5580,2,,,,,,,
5581,7,4.0,3.0,1.0,2.0,,,
5582,6,,,,,,,
5583,2,0.0,7.0,4.0,1.0,,,
5584,5,3.0,0.0,7.0,1.0,,,
5585,3,5.0,2.0,1.0,7.0,,,
5586,6,4.0,2.0,1.0,3.0,,,
5587,4,,,,,,,
5588,6,4.0,,,,,,
5589,6,2.0,1.0,7.0,4.0,,,
5590,6,4.0,,,,,,
5591,4,3.0,2.0,0.0,1.0,,,
5592,4,2.0,1.0,7.0,,,,
5593,4,3.0,2.0,0.0,1.0,,,
5594,4,3.0,2.0,0.0,1.0,,,
5644,6,,,,,,,
5720,0,,,,,,,
5721,2,4.0,0.0,,,,,
5722,0,,,,,,,
5724,2,0.0,,,,,,
5725,2,,,,,,,
5726,4,,,,,,,
5727,2,0.0,,,,,,
5728,2,0.0,5.0,1.0,4.0,,,
5729,6,,,,,,,
6052,6,,,,,,,
6053,5,0.0,7.0,1.0,2.0,,,
6054,5,0.0,7.0,1.0,2.0,,,
6055,5,0.0,7.0,1.0,2.0,,,
6056,0,2.0,3.0,,,,,
6057,6,,,,,,,
6058,3,,,,,,,
6059,6,5.0,3.0,,,,,
6061,3,2.0,1.0,0.0,7.0,,,
6212,5,3.0,,,,,,
6521,5,3.0,0.0,,,,,
6546,6,0.0,4.0,5.0,7.0,,,
6548,5,,,,,,,
6549,6,,,,,,,
6550,5,,,,,,,
6551,6,,,,,,,
6553,6,,,,,,,
6554,5,3.0,2.0,0.0,4.0,,,
6555,6,,,,,,,
6556,0,,,,,,,
6557,6,,,,,,,
6558,6,3.0,2.0,5.0,4.0,,,
6559,6,,,,,,,
6561,6,5.0,,,,,,
6562,3,5.0,,,,,,
6563,3,4.0,0.0,,,,,
6565,2,1.0,,,,,,
6566,6,,,,,,,
6567,6,0.0,3.0,1.0,2.0,,,
6568,6,7.0,,,,,,
6569,4,5.0,0.0,7.0,3.0,,,
6570,6,5.0,,,,,,
6571,1,,,,,,,
6572,2,,,,,,,
6573,6,,,,,,,
6574,6,0.0,3.0,2.0,5.0,,,
6575,6,,,,,,,
6576,5,2.0,3.0,,,,,
6577,6,,,,,,,
6723,0,4.0,3.0,2.0,7.0,,,
6763,3,2.0,0.0,7.0,,,,
