,0,1,2,3,4,5,6
1,Write-In cells: 399,,,,,,
2,Overvote cells: 252,,,,,,
3,Renee T. Collymore: 0,,,,,,
4,Curtis M. Harris: 1,,,,,,
5,Michael Hollingsworth: 2,,,,,,
6,Deirdre M. Levy: 3,,,,,,
7,Crystal Hudson: 4,,,,,,
8,Hector Robertson: 5,,,,,,
9,Regina A. Kinsey: 6,,,,,,
11701,3,2.0,4.0,0.0,1.0,,
11702,6,1.0,2.0,5.0,3.0,,
11703,0,4.0,6.0,3.0,2.0,,
11704,0,2.0,1.0,4.0,3.0,,
11705,0,2.0,1.0,3.0,6.0,,
11707,4,,,,,,
11708,4,0.0,3.0,6.0,2.0,,
11709,0,1.0,,,,,
11710,0,,,,,,
11711,2,4.0,,,,,
11712,4,5.0,2.0,6.0,,,
11713,4,1.0,0.0,2.0,3.0,,
11714,4,,,,,,
11716,1,0.0,,,,,
11717,4,2.0,,,,,
11718,6,4.0,2.0,3.0,,,
11719,4,2.0,0.0,6.0,1.0,,
11720,1,,,,,,
11721,4,2.0,,,,,
11722,2,4.0,,,,,
11723,4,0.0,,,,,
11724,4,2.0,,,,,
11725,2,0.0,,,,,
11726,4,3.0,0.0,6.0,2.0,,
11727,2,4.0,0.0,,,,
11728,0,2.0,,,,,
11729,1,6.0,5.0,3.0,0.0,,
11730,1,6.0,5.0,0.0,3.0,,
11731,4,2.0,,,,,
11732,2,4.0,,,,,
11733,6,4.0,2.0,3.0,,,
11734,2,,,,,,
11748,2,4.0,,,,,
11749,2,4.0,0.0,,,,
11750,0,4.0,6.0,2.0,1.0,,
11751,2,,,,,,
11752,3,6.0,4.0,0.0,1.0,,
11753,0,1.0,4.0,2.0,5.0,,
11754,4,2.0,0.0,,,,
11755,2,4.0,1.0,,,,
11756,6,5.0,0.0,1.0,3.0,,
11757,2,4.0,,,,,
11758,2,1.0,0.0,,,,
11759,2,4.0,5.0,,,,
11760,2,4.0,6.0,,,,
11761,4,2.0,0.0,,,,
11762,2,6.0,0.0,4.0,1.0,,
11763,2,4.0,1.0,3.0,6.0,,
11764,2,4.0,6.0,,,,
11765,4,2.0,5.0,,,,
11766,2,,,,,,
11767,1,4.0,2.0,0.0,5.0,,
