,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,Write-In cells: 137,,,,,,,,,,,,,,
2,Overvote cells: 256,,,,,,,,,,,,,,
3,Steven B. Raga: 0,,,,,,,,,,,,,,
4,Ebony R. Young: 1,,,,,,,,,,,,,,
5,Julie Won: 2,,,,,,,,,,,,,,
6,Denise M. Keehan-Smith: 3,,,,,,,,,,,,,,
7,Badrun Khan: 4,,,,,,,,,,,,,,
8,Glennis E. Gomez: 5,,,,,,,,,,,,,,
9,Brent O'Leary: 6,,,,,,,,,,,,,,
10,Emily E. Sharpe: 7,,,,,,,,,,,,,,
11,Julia L. Forman: 8,,,,,,,,,,,,,,
12,Amit S. Bagga: 9,,,,,,,,,,,,,,
13,Sultan Al Maruf: 10,,,,,,,,,,,,,,
14,Hailie Kim: 11,,,,,,,,,,,,,,
15,Jesse Laymon: 12,,,,,,,,,,,,,,
16,Jonathan Bailey: 13,,,,,,,,,,,,,,
17,Lorenzo Brea: 14,,,,,,,,,,,,,,
180739,3,6.0,0.0,,,,,,,,,,,,
180740,1,8.0,2.0,,,,,,,,,,,,
180741,2,11.0,9.0,6.0,8.0,,,,,,,,,,
180742,8,6.0,14.0,5.0,0.0,,,,,,,,,,
180743,6,12.0,8.0,,,,,,,,,,,,
180744,9,5.0,7.0,3.0,14.0,,,,,,,,,,
180745,6,11.0,7.0,4.0,2.0,,,,,,,,,,
180746,11,2.0,,,,,,,,,,,,,
180748,2,,,,,,,,,,,,,,
180749,0,2.0,6.0,11.0,1.0,,,,,,,,,,
180750,9,0.0,1.0,2.0,11.0,,,,,,,,,,
180751,2,4.0,6.0,1.0,12.0,,,,,,,,,,
180752,1,4.0,,,,,,,,,,,,,
180753,3,6.0,0.0,,,,,,,,,,,,
180755,13,7.0,,,,,,,,,,,,,
180756,6,4.0,11.0,5.0,12.0,,,,,,,,,,
180757,6,7.0,9.0,13.0,8.0,,,,,,,,,,
180758,6,,,,,,,,,,,,,,
180759,2,11.0,0.0,6.0,9.0,,,,,,,,,,
180760,9,3.0,1.0,6.0,13.0,,,,,,,,,,
180761,11,2.0,7.0,12.0,9.0,,,,,,,,,,
180762,14,0.0,9.0,,,,,,,,,,,,
180764,4,10.0,9.0,14.0,2.0,,,,,,,,,,
180765,8,7.0,11.0,2.0,,,,,,,,,,,
180766,8,9.0,6.0,11.0,4.0,,,,,,,,,,
180767,2,11.0,1.0,8.0,3.0,,,,,,,,,,
180768,6,,,,,,,,,,,,,,
180769,4,9.0,10.0,12.0,11.0,,,,,,,,,,
180770,5,2.0,13.0,0.0,8.0,,,,,,,,,,
180771,9,4.0,8.0,,,,,,,,,,,,
180772,6,,,,,,,,,,,,,,
180773,3,6.0,,,,,,,,,,,,,
180774,0,,,,,,,,,,,,,,
180775,11,1.0,2.0,6.0,0.0,,,,,,,,,,
180776,0,2.0,,,,,,,,,,,,,
180777,3,2.0,,,,,,,,,,,,,
180778,2,11.0,1.0,8.0,10.0,,,,,,,,,,
180779,2,6.0,9.0,,,,,,,,,,,,
180780,8,,,,,,,,,,,,,,
180781,3,13.0,6.0,2.0,11.0,,,,,,,,,,
180782,0,,,,,,,,,,,,,,
180784,8,,,,,,,,,,,,,,
180785,9,2.0,13.0,1.0,,,,,,,,,,,
180786,4,,,,,,,,,,,,,,
180787,1,9.0,,,,,,,,,,,,,
180788,0,,,,,,,,,,,,,,
180789,12,13.0,,,,,,,,,,,,,
180790,9,8.0,3.0,2.0,,,,,,,,,,,
180791,2,,,,,,,,,,,,,,
180792,4,10.0,8.0,12.0,7.0,,,,,,,,,,
180793,7,,,,,,,,,,,,,,
180794,2,4.0,,,,,,,,,,,,,
180795,4,10.0,9.0,1.0,2.0,,,,,,,,,,
180796,4,10.0,6.0,8.0,1.0,,,,,,,,,,
180798,0,13.0,6.0,12.0,11.0,,,,,,,,,,
180799,14,9.0,0.0,2.0,4.0,,,,,,,,,,
180800,11,2.0,8.0,0.0,13.0,,,,,,,,,,
180801,9,2.0,11.0,1.0,,,,,,,,,,,
180802,2,11.0,,,,,,,,,,,,,
180803,4,10.0,9.0,2.0,0.0,,,,,,,,,,
180804,4,,,,,,,,,,,,,,
180806,3,6.0,,,,,,,,,,,,,
180807,4,0.0,11.0,2.0,8.0,,,,,,,,,,
180808,4,,,,,,,,,,,,,,
180809,8,2.0,3.0,6.0,,,,,,,,,,,
180810,5,,,,,,,,,,,,,,
180811,4,8.0,6.0,9.0,0.0,,,,,,,,,,
180812,4,10.0,,,,,,,,,,,,,
180813,6,,,,,,,,,,,,,,
180814,1,,,,,,,,,,,,,,
180815,3,6.0,,,,,,,,,,,,,
180816,5,9.0,0.0,7.0,,,,,,,,,,,
180817,7,8.0,0.0,14.0,11.0,,,,,,,,,,
180818,6,12.0,8.0,,,,,,,,,,,,
180819,2,7.0,9.0,12.0,8.0,,,,,,,,,,
180820,2,10.0,6.0,,,,,,,,,,,,
180821,12,2.0,9.0,,,,,,,,,,,,
180822,1,4.0,14.0,9.0,10.0,,,,,,,,,,
180823,6,0.0,14.0,,,,,,,,,,,,
180824,2,10.0,7.0,8.0,13.0,,,,,,,,,,
180825,11,2.0,,,,,,,,,,,,,
180826,0,6.0,1.0,12.0,5.0,,,,,,,,,,
180827,3,9.0,8.0,6.0,12.0,,,,,,,,,,
180828,9,2.0,6.0,11.0,4.0,,,,,,,,,,
180829,9,,,,,,,,,,,,,,
180830,6,2.0,13.0,5.0,3.0,,,,,,,,,,
180831,2,13.0,,,,,,,,,,,,,
180832,6,,,,,,,,,,,,,,
180834,10,4.0,9.0,8.0,2.0,,,,,,,,,,
180835,6,,,,,,,,,,,,,,
180836,4,9.0,0.0,5.0,3.0,,,,,,,,,,
180838,5,14.0,9.0,3.0,8.0,,,,,,,,,,
180839,9,13.0,,,,,,,,,,,,,
180840,7,2.0,3.0,11.0,1.0,,,,,,,,,,
180841,8,1.0,4.0,14.0,2.0,,,,,,,,,,
180843,2,4.0,10.0,,,,,,,,,,,,
180844,4,8.0,2.0,1.0,6.0,,,,,,,,,,
180845,2,13.0,11.0,1.0,12.0,,,,,,,,,,
180846,4,10.0,9.0,1.0,8.0,,,,,,,,,,
180847,2,0.0,11.0,9.0,,,,,,,,,,,
180848,14,,,,,,,,,,,,,,
180849,2,3.0,,,,,,,,,,,,,
180850,14,6.0,0.0,9.0,,,,,,,,,,,
180851,11,2.0,,,,,,,,,,,,,
180852,9,2.0,11.0,4.0,,,,,,,,,,,
180855,10,8.0,1.0,4.0,2.0,,,,,,,,,,
180858,2,,,,,,,,,,,,,,
180859,3,,,,,,,,,,,,,,
180860,5,8.0,12.0,7.0,3.0,,,,,,,,,,
180861,2,1.0,7.0,11.0,3.0,,,,,,,,,,
180862,8,,,,,,,,,,,,,,
180863,2,11.0,1.0,8.0,7.0,,,,,,,,,,
180864,8,13.0,,,,,,,,,,,,,
180865,12,8.0,6.0,,,,,,,,,,,,
180866,6,7.0,1.0,12.0,8.0,,,,,,,,,,
180867,6,,,,,,,,,,,,,,
180868,9,6.0,2.0,8.0,13.0,,,,,,,,,,
180870,8,12.0,11.0,,,,,,,,,,,,
180871,9,12.0,2.0,6.0,11.0,,,,,,,,,,
180872,9,,,,,,,,,,,,,,
180873,14,,,,,,,,,,,,,,
180874,9,2.0,,,,,,,,,,,,,
180875,12,1.0,11.0,14.0,5.0,,,,,,,,,,
180876,13,12.0,0.0,6.0,8.0,,,,,,,,,,
180877,13,6.0,0.0,,,,,,,,,,,,
180878,4,10.0,,,,,,,,,,,,,
180881,4,10.0,2.0,1.0,,,,,,,,,,,
180882,1,2.0,,,,,,,,,,,,,
180883,14,5.0,,,,,,,,,,,,,
180884,8,,,,,,,,,,,,,,
180885,8,12.0,7.0,2.0,11.0,,,,,,,,,,
180886,2,13.0,11.0,8.0,6.0,,,,,,,,,,
180887,8,12.0,5.0,,,,,,,,,,,,
180888,2,,,,,,,,,,,,,,
180890,2,8.0,7.0,1.0,13.0,,,,,,,,,,
180892,9,2.0,6.0,11.0,12.0,,,,,,,,,,
180893,9,14.0,1.0,11.0,2.0,,,,,,,,,,
180894,2,4.0,9.0,10.0,11.0,,,,,,,,,,
180895,6,0.0,3.0,,,,,,,,,,,,
180896,13,2.0,1.0,12.0,7.0,,,,,,,,,,
180897,10,,,,,,,,,,,,,,
180898,9,0.0,1.0,10.0,3.0,,,,,,,,,,
180899,7,2.0,8.0,9.0,3.0,,,,,,,,,,
180900,11,12.0,,,,,,,,,,,,,
180901,7,13.0,0.0,5.0,4.0,,,,,,,,,,
180902,4,,,,,,,,,,,,,,
180903,8,,,,,,,,,,,,,,
180904,8,6.0,0.0,2.0,9.0,,,,,,,,,,
180905,9,,,,,,,,,,,,,,
180906,9,0.0,2.0,13.0,11.0,,,,,,,,,,
180907,2,6.0,7.0,11.0,,,,,,,,,,,
180908,8,12.0,3.0,,,,,,,,,,,,
180909,4,10.0,8.0,6.0,11.0,,,,,,,,,,
180910,10,0.0,14.0,13.0,,,,,,,,,,,
180911,2,11.0,9.0,8.0,,,,,,,,,,,
180912,8,4.0,10.0,,,,,,,,,,,,
180913,3,13.0,6.0,2.0,0.0,,,,,,,,,,
180914,9,1.0,7.0,2.0,11.0,,,,,,,,,,
180915,2,8.0,12.0,13.0,7.0,,,,,,,,,,
180916,3,,,,,,,,,,,,,,
180917,1,8.0,2.0,9.0,0.0,,,,,,,,,,
180918,6,2.0,11.0,9.0,13.0,,,,,,,,,,
180919,6,,,,,,,,,,,,,,
180920,11,2.0,8.0,1.0,14.0,,,,,,,,,,
180921,3,1.0,0.0,6.0,,,,,,,,,,,
180922,0,2.0,9.0,8.0,5.0,,,,,,,,,,
180923,8,7.0,3.0,2.0,6.0,,,,,,,,,,
180924,1,,,,,,,,,,,,,,
180925,10,4.0,8.0,14.0,0.0,,,,,,,,,,
180926,9,13.0,11.0,12.0,2.0,,,,,,,,,,
180927,2,9.0,11.0,12.0,0.0,,,,,,,,,,
180928,6,,,,,,,,,,,,,,
180929,2,1.0,7.0,6.0,9.0,,,,,,,,,,
180930,9,0.0,12.0,8.0,5.0,,,,,,,,,,
180931,8,4.0,5.0,0.0,11.0,,,,,,,,,,
180932,0,12.0,11.0,3.0,2.0,,,,,,,,,,
180933,8,,,,,,,,,,,,,,
180934,4,,,,,,,,,,,,,,
180935,2,8.0,1.0,10.0,,,,,,,,,,,
180936,13,2.0,7.0,,,,,,,,,,,,
180937,3,7.0,2.0,9.0,0.0,,,,,,,,,,
180938,9,11.0,12.0,2.0,6.0,,,,,,,,,,
180939,0,2.0,12.0,,,,,,,,,,,,
180940,2,5.0,3.0,7.0,8.0,,,,,,,,,,
180941,2,13.0,9.0,10.0,6.0,,,,,,,,,,
180942,4,,,,,,,,,,,,,,
180944,2,13.0,9.0,8.0,6.0,,,,,,,,,,
180945,7,,,,,,,,,,,,,,
180946,3,,,,,,,,,,,,,,
180947,0,3.0,8.0,9.0,6.0,,,,,,,,,,
180948,9,12.0,6.0,2.0,7.0,,,,,,,,,,
180949,3,7.0,4.0,6.0,,,,,,,,,,,
180950,8,,,,,,,,,,,,,,
181494,3,0.0,4.0,,,,,,,,,,,,
181495,2,,,,,,,,,,,,,,
181496,2,11.0,9.0,8.0,7.0,,,,,,,,,,
181497,9,,,,,,,,,,,,,,
181498,6,7.0,13.0,9.0,8.0,,,,,,,,,,
181500,2,8.0,14.0,5.0,6.0,,,,,,,,,,
181501,2,11.0,1.0,12.0,10.0,,,,,,,,,,
181502,3,9.0,6.0,10.0,1.0,,,,,,,,,,
181503,4,9.0,2.0,13.0,11.0,,,,,,,,,,
181504,13,3.0,11.0,9.0,,,,,,,,,,,
181505,2,,,,,,,,,,,,,,
181506,4,10.0,6.0,8.0,1.0,,,,,,,,,,
181508,9,2.0,1.0,4.0,3.0,,,,,,,,,,
181509,4,9.0,10.0,,,,,,,,,,,,
181510,2,13.0,7.0,,,,,,,,,,,,
181511,4,10.0,,,,,,,,,,,,,
181512,9,2.0,11.0,6.0,,,,,,,,,,,
181513,2,11.0,,,,,,,,,,,,,
181515,0,2.0,11.0,9.0,4.0,,,,,,,,,,
181516,1,14.0,2.0,8.0,,,,,,,,,,,
181517,4,9.0,6.0,2.0,11.0,,,,,,,,,,
181518,2,12.0,7.0,11.0,8.0,,,,,,,,,,
181519,12,1.0,8.0,9.0,2.0,,,,,,,,,,
181520,5,2.0,,,,,,,,,,,,,
181521,10,4.0,12.0,8.0,14.0,,,,,,,,,,
181522,11,,,,,,,,,,,,,,
181523,2,9.0,11.0,13.0,7.0,,,,,,,,,,
181524,2,13.0,9.0,6.0,8.0,,,,,,,,,,
181525,10,4.0,2.0,,,,,,,,,,,,
181526,13,3.0,11.0,9.0,,,,,,,,,,,
181527,8,,,,,,,,,,,,,,
181528,10,4.0,8.0,,,,,,,,,,,,
181529,2,9.0,6.0,1.0,8.0,,,,,,,,,,
181530,2,,,,,,,,,,,,,,
181533,4,10.0,8.0,12.0,9.0,,,,,,,,,,
181534,3,6.0,,,,,,,,,,,,,
181535,4,10.0,,,,,,,,,,,,,
181536,12,7.0,4.0,1.0,2.0,,,,,,,,,,
181538,2,9.0,11.0,8.0,13.0,,,,,,,,,,
181539,2,,,,,,,,,,,,,,
181540,2,,,,,,,,,,,,,,
181541,1,11.0,2.0,,,,,,,,,,,,
181542,6,0.0,8.0,,,,,,,,,,,,
181543,0,9.0,2.0,,,,,,,,,,,,
181544,9,11.0,12.0,8.0,13.0,,,,,,,,,,
181545,11,2.0,8.0,5.0,0.0,,,,,,,,,,
181546,2,1.0,6.0,8.0,12.0,,,,,,,,,,
181547,12,1.0,10.0,4.0,11.0,,,,,,,,,,
181548,2,11.0,8.0,13.0,,,,,,,,,,,
181549,11,2.0,3.0,1.0,8.0,,,,,,,,,,
181550,3,,,,,,,,,,,,,,
181551,2,1.0,13.0,,,,,,,,,,,,
181552,7,,,,,,,,,,,,,,
181554,9,0.0,12.0,8.0,5.0,,,,,,,,,,
181555,11,2.0,1.0,5.0,9.0,,,,,,,,,,
181556,2,9.0,4.0,8.0,6.0,,,,,,,,,,
181557,14,5.0,13.0,0.0,10.0,,,,,,,,,,
181560,8,,,,,,,,,,,,,,
181562,1,8.0,13.0,,,,,,,,,,,,
181563,0,2.0,12.0,,,,,,,,,,,,
181564,8,11.0,2.0,,,,,,,,,,,,
181565,2,10.0,4.0,9.0,11.0,,,,,,,,,,
181566,2,11.0,,,,,,,,,,,,,
181567,9,12.0,,,,,,,,,,,,,
181568,8,,,,,,,,,,,,,,
181569,10,9.0,4.0,,,,,,,,,,,,
181570,1,2.0,,,,,,,,,,,,,
181571,9,,,,,,,,,,,,,,
181572,2,,,,,,,,,,,,,,
181573,0,,,,,,,,,,,,,,
181574,9,11.0,8.0,2.0,12.0,,,,,,,,,,
181576,9,6.0,11.0,2.0,8.0,,,,,,,,,,
181577,6,8.0,7.0,0.0,14.0,,,,,,,,,,
181579,9,,,,,,,,,,,,,,
181580,10,,,,,,,,,,,,,,
181581,6,9.0,2.0,8.0,12.0,,,,,,,,,,
181582,9,,,,,,,,,,,,,,
181583,4,8.0,2.0,1.0,9.0,,,,,,,,,,
181587,9,2.0,8.0,,,,,,,,,,,,
181588,4,10.0,,,,,,,,,,,,,
181589,2,,,,,,,,,,,,,,
181591,11,,,,,,,,,,,,,,
181592,2,13.0,3.0,7.0,8.0,,,,,,,,,,
181593,2,,,,,,,,,,,,,,
181594,13,2.0,7.0,11.0,,,,,,,,,,,
181595,1,,,,,,,,,,,,,,
181596,6,2.0,3.0,10.0,1.0,,,,,,,,,,
181597,2,12.0,11.0,0.0,6.0,,,,,,,,,,
181598,2,11.0,9.0,0.0,12.0,,,,,,,,,,
181599,9,2.0,12.0,6.0,1.0,,,,,,,,,,
181601,3,1.0,6.0,8.0,9.0,,,,,,,,,,
181602,1,2.0,6.0,8.0,5.0,,,,,,,,,,
181604,12,9.0,14.0,13.0,,,,,,,,,,,
181605,6,1.0,,,,,,,,,,,,,
181606,9,2.0,,,,,,,,,,,,,
181607,9,,,,,,,,,,,,,,
181610,13,5.0,8.0,6.0,12.0,,,,,,,,,,
181611,13,8.0,12.0,3.0,6.0,,,,,,,,,,
181612,11,2.0,9.0,,,,,,,,,,,,
181613,6,0.0,2.0,8.0,11.0,,,,,,,,,,
181615,2,8.0,0.0,6.0,11.0,,,,,,,,,,
181616,2,12.0,6.0,,,,,,,,,,,,
181617,0,,,,,,,,,,,,,,
181618,2,1.0,6.0,0.0,11.0,,,,,,,,,,
181619,13,0.0,,,,,,,,,,,,,
181620,13,9.0,0.0,11.0,2.0,,,,,,,,,,
181621,4,10.0,1.0,9.0,12.0,,,,,,,,,,
181622,2,9.0,0.0,,,,,,,,,,,,
181623,4,10.0,8.0,2.0,9.0,,,,,,,,,,
181624,9,12.0,,,,,,,,,,,,,
181625,6,3.0,4.0,1.0,,,,,,,,,,,
181626,2,9.0,8.0,6.0,12.0,,,,,,,,,,
181627,6,3.0,8.0,,,,,,,,,,,,
181628,3,,,,,,,,,,,,,,
181629,4,10.0,8.0,13.0,6.0,,,,,,,,,,
181630,13,0.0,7.0,11.0,2.0,,,,,,,,,,
181631,5,,,,,,,,,,,,,,
181633,8,2.0,3.0,6.0,0.0,,,,,,,,,,
181634,2,11.0,9.0,14.0,,,,,,,,,,,
181635,2,9.0,11.0,8.0,12.0,,,,,,,,,,
181636,11,6.0,13.0,2.0,7.0,,,,,,,,,,
181637,9,12.0,2.0,13.0,8.0,,,,,,,,,,
181638,2,8.0,3.0,13.0,7.0,,,,,,,,,,
181641,4,10.0,8.0,14.0,9.0,,,,,,,,,,
181642,5,8.0,7.0,2.0,1.0,,,,,,,,,,
181643,9,2.0,11.0,7.0,1.0,,,,,,,,,,
181644,2,7.0,8.0,11.0,13.0,,,,,,,,,,
181645,8,11.0,3.0,7.0,14.0,,,,,,,,,,
181646,3,5.0,12.0,1.0,2.0,,,,,,,,,,
181647,12,8.0,4.0,7.0,6.0,,,,,,,,,,
181648,13,6.0,0.0,2.0,12.0,,,,,,,,,,
181649,8,2.0,9.0,,,,,,,,,,,,
181650,11,9.0,13.0,12.0,2.0,,,,,,,,,,
181651,12,2.0,,,,,,,,,,,,,
181652,9,12.0,11.0,13.0,6.0,,,,,,,,,,
181653,11,9.0,2.0,,,,,,,,,,,,
181654,2,1.0,,,,,,,,,,,,,
181655,9,2.0,1.0,11.0,10.0,,,,,,,,,,
181656,9,2.0,8.0,13.0,5.0,,,,,,,,,,
181657,14,,,,,,,,,,,,,,
181658,4,10.0,5.0,9.0,14.0,,,,,,,,,,
181659,2,4.0,10.0,,,,,,,,,,,,
181660,9,,,,,,,,,,,,,,
181661,2,5.0,8.0,,,,,,,,,,,,
181662,4,8.0,5.0,0.0,,,,,,,,,,,
181663,8,,,,,,,,,,,,,,
181664,6,3.0,0.0,8.0,,,,,,,,,,,
181665,0,3.0,12.0,6.0,1.0,,,,,,,,,,
181666,0,2.0,9.0,,,,,,,,,,,,
181667,13,11.0,2.0,0.0,7.0,,,,,,,,,,
181668,4,10.0,9.0,2.0,0.0,,,,,,,,,,
181669,9,6.0,7.0,,,,,,,,,,,,
181670,2,13.0,9.0,6.0,11.0,,,,,,,,,,
181672,2,0.0,6.0,14.0,3.0,,,,,,,,,,
181674,0,2.0,11.0,8.0,1.0,,,,,,,,,,
181675,9,,,,,,,,,,,,,,
181676,2,8.0,9.0,4.0,12.0,,,,,,,,,,
181677,2,,,,,,,,,,,,,,
181678,2,,,,,,,,,,,,,,
181679,0,2.0,8.0,1.0,9.0,,,,,,,,,,
181681,6,,,,,,,,,,,,,,
181684,8,13.0,14.0,5.0,7.0,,,,,,,,,,
181685,11,13.0,7.0,2.0,12.0,,,,,,,,,,
181686,9,2.0,8.0,12.0,1.0,,,,,,,,,,
181687,3,2.0,5.0,11.0,8.0,,,,,,,,,,
181688,4,0.0,,,,,,,,,,,,,
181689,9,2.0,12.0,11.0,0.0,,,,,,,,,,
181690,2,12.0,6.0,3.0,7.0,,,,,,,,,,
181691,9,,,,,,,,,,,,,,
181692,6,3.0,8.0,13.0,2.0,,,,,,,,,,
181693,9,,,,,,,,,,,,,,
181696,2,9.0,11.0,4.0,7.0,,,,,,,,,,
181697,4,10.0,1.0,8.0,9.0,,,,,,,,,,
181698,2,1.0,6.0,8.0,11.0,,,,,,,,,,
181699,13,8.0,2.0,12.0,11.0,,,,,,,,,,
181700,9,,,,,,,,,,,,,,
181701,8,,,,,,,,,,,,,,
181703,11,2.0,,,,,,,,,,,,,
181704,8,,,,,,,,,,,,,,
181705,13,9.0,2.0,11.0,,,,,,,,,,,
181706,3,9.0,6.0,12.0,2.0,,,,,,,,,,
181707,2,11.0,1.0,6.0,13.0,,,,,,,,,,
181708,2,13.0,0.0,,,,,,,,,,,,
181709,9,2.0,14.0,13.0,1.0,,,,,,,,,,
181710,11,8.0,2.0,9.0,12.0,,,,,,,,,,
181711,2,,,,,,,,,,,,,,
181712,13,7.0,2.0,,,,,,,,,,,,
181713,9,2.0,13.0,,,,,,,,,,,,
181714,3,,,,,,,,,,,,,,
181715,11,2.0,1.0,12.0,8.0,,,,,,,,,,
181716,2,3.0,13.0,1.0,,,,,,,,,,,
181990,7,,,,,,,,,,,,,,
181991,4,,,,,,,,,,,,,,
181992,14,12.0,2.0,,,,,,,,,,,,
181993,6,,,,,,,,,,,,,,
181994,10,0.0,9.0,4.0,,,,,,,,,,,
181995,9,2.0,8.0,11.0,,,,,,,,,,,
181997,12,,,,,,,,,,,,,,
181998,4,11.0,5.0,0.0,,,,,,,,,,,
181999,11,2.0,,,,,,,,,,,,,
182000,5,7.0,3.0,8.0,12.0,,,,,,,,,,
182001,10,,,,,,,,,,,,,,
182002,9,12.0,2.0,11.0,10.0,,,,,,,,,,
182003,4,10.0,8.0,13.0,3.0,,,,,,,,,,
182004,3,6.0,,,,,,,,,,,,,
182005,0,8.0,3.0,6.0,12.0,,,,,,,,,,
182006,2,7.0,8.0,11.0,13.0,,,,,,,,,,
182007,2,,,,,,,,,,,,,,
182008,1,5.0,13.0,8.0,0.0,,,,,,,,,,
182009,3,,,,,,,,,,,,,,
182010,13,1.0,9.0,,,,,,,,,,,,
182011,2,,,,,,,,,,,,,,
182013,9,,,,,,,,,,,,,,
182016,6,,,,,,,,,,,,,,
182017,2,11.0,1.0,10.0,8.0,,,,,,,,,,
182018,2,11.0,8.0,,,,,,,,,,,,
182019,4,,,,,,,,,,,,,,
182020,7,3.0,9.0,0.0,11.0,,,,,,,,,,
182021,7,13.0,8.0,1.0,2.0,,,,,,,,,,
182022,3,,,,,,,,,,,,,,
182023,4,9.0,,,,,,,,,,,,,
182024,11,2.0,10.0,,,,,,,,,,,,
182025,10,4.0,9.0,8.0,0.0,,,,,,,,,,
182026,13,,,,,,,,,,,,,,
182027,9,6.0,13.0,4.0,2.0,,,,,,,,,,
182028,8,1.0,3.0,6.0,,,,,,,,,,,
182029,12,14.0,5.0,,,,,,,,,,,,
182030,4,10.0,9.0,,,,,,,,,,,,
182031,5,1.0,8.0,11.0,14.0,,,,,,,,,,
182032,2,11.0,1.0,,,,,,,,,,,,
182033,2,8.0,11.0,3.0,5.0,,,,,,,,,,
182034,6,8.0,2.0,9.0,,,,,,,,,,,
182035,3,,,,,,,,,,,,,,
182036,7,8.0,6.0,13.0,0.0,,,,,,,,,,
182037,9,6.0,3.0,7.0,12.0,,,,,,,,,,
182038,12,9.0,2.0,11.0,6.0,,,,,,,,,,
182039,6,3.0,,,,,,,,,,,,,
182040,11,0.0,,,,,,,,,,,,,
182041,12,2.0,10.0,,,,,,,,,,,,
182042,9,8.0,5.0,7.0,14.0,,,,,,,,,,
182043,13,9.0,2.0,11.0,,,,,,,,,,,
182044,5,14.0,,,,,,,,,,,,,
182046,4,9.0,11.0,10.0,2.0,,,,,,,,,,
182048,8,1.0,11.0,3.0,13.0,,,,,,,,,,
182049,3,,,,,,,,,,,,,,
182050,9,0.0,3.0,11.0,1.0,,,,,,,,,,
182051,9,13.0,1.0,2.0,0.0,,,,,,,,,,
182052,8,2.0,,,,,,,,,,,,,
182053,9,0.0,6.0,3.0,8.0,,,,,,,,,,
182054,4,10.0,9.0,13.0,0.0,,,,,,,,,,
182055,9,,,,,,,,,,,,,,
182056,5,2.0,1.0,,,,,,,,,,,,
182057,0,10.0,13.0,9.0,8.0,,,,,,,,,,
182058,13,12.0,8.0,2.0,6.0,,,,,,,,,,
182059,9,,,,,,,,,,,,,,
182060,1,12.0,8.0,7.0,4.0,,,,,,,,,,
182061,3,8.0,6.0,0.0,12.0,,,,,,,,,,
182062,3,6.0,0.0,,,,,,,,,,,,
182063,3,6.0,13.0,0.0,11.0,,,,,,,,,,
182064,4,10.0,,,,,,,,,,,,,
182065,13,8.0,2.0,11.0,12.0,,,,,,,,,,
182066,9,,,,,,,,,,,,,,
182067,4,,,,,,,,,,,,,,
182068,9,,,,,,,,,,,,,,
182069,2,13.0,9.0,1.0,12.0,,,,,,,,,,
182070,2,11.0,7.0,9.0,6.0,,,,,,,,,,
182071,1,,,,,,,,,,,,,,
182072,11,2.0,,,,,,,,,,,,,
182076,4,10.0,9.0,1.0,7.0,,,,,,,,,,
182077,5,8.0,,,,,,,,,,,,,
182078,8,4.0,0.0,1.0,,,,,,,,,,,
182079,2,8.0,6.0,13.0,12.0,,,,,,,,,,
182080,9,,,,,,,,,,,,,,
182082,1,,,,,,,,,,,,,,
182084,9,3.0,7.0,8.0,13.0,,,,,,,,,,
182085,6,,,,,,,,,,,,,,
182086,9,12.0,1.0,7.0,2.0,,,,,,,,,,
182087,0,2.0,,,,,,,,,,,,,
182088,6,0.0,9.0,13.0,3.0,,,,,,,,,,
182089,9,2.0,1.0,0.0,,,,,,,,,,,
182090,13,3.0,11.0,9.0,,,,,,,,,,,
182092,11,2.0,,,,,,,,,,,,,
182093,9,11.0,12.0,2.0,6.0,,,,,,,,,,
182094,9,2.0,,,,,,,,,,,,,
182095,2,,,,,,,,,,,,,,
182096,11,2.0,7.0,1.0,9.0,,,,,,,,,,
182097,4,10.0,9.0,6.0,0.0,,,,,,,,,,
182098,2,,,,,,,,,,,,,,
182099,2,11.0,12.0,,,,,,,,,,,,
182100,4,,,,,,,,,,,,,,
182101,3,2.0,,,,,,,,,,,,,
182102,2,6.0,7.0,11.0,,,,,,,,,,,
182103,7,,,,,,,,,,,,,,
182104,6,2.0,9.0,0.0,,,,,,,,,,,
182105,8,7.0,0.0,,,,,,,,,,,,
182106,0,9.0,8.0,2.0,10.0,,,,,,,,,,
182107,2,,,,,,,,,,,,,,
182109,3,5.0,2.0,0.0,9.0,,,,,,,,,,
182110,0,,,,,,,,,,,,,,
182111,2,5.0,11.0,7.0,12.0,,,,,,,,,,
182112,12,,,,,,,,,,,,,,
182113,4,10.0,,,,,,,,,,,,,
182114,2,11.0,7.0,9.0,13.0,,,,,,,,,,
182115,9,8.0,4.0,,,,,,,,,,,,
182116,1,7.0,2.0,8.0,11.0,,,,,,,,,,
182117,9,13.0,2.0,11.0,1.0,,,,,,,,,,
182118,6,13.0,2.0,11.0,8.0,,,,,,,,,,
182119,9,,,,,,,,,,,,,,
182120,8,5.0,,,,,,,,,,,,,
182121,4,,,,,,,,,,,,,,
182122,9,13.0,,,,,,,,,,,,,
182123,4,1.0,0.0,7.0,2.0,,,,,,,,,,
182124,4,10.0,9.0,1.0,8.0,,,,,,,,,,
182125,9,13.0,8.0,2.0,11.0,,,,,,,,,,
182126,6,11.0,3.0,2.0,8.0,,,,,,,,,,
182127,8,5.0,0.0,7.0,3.0,,,,,,,,,,
182128,11,2.0,7.0,8.0,,,,,,,,,,,
182131,0,1.0,11.0,2.0,8.0,,,,,,,,,,
182132,12,8.0,,,,,,,,,,,,,
