,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,Write-In cells: 137,,,,,,,,,,,,,,
2,Overvote cells: 256,,,,,,,,,,,,,,
3,Steven B. Raga: 0,,,,,,,,,,,,,,
4,Ebony R. Young: 1,,,,,,,,,,,,,,
5,Julie Won: 2,,,,,,,,,,,,,,
6,Denise M. Keehan-Smith: 3,,,,,,,,,,,,,,
7,Badrun Khan: 4,,,,,,,,,,,,,,
8,Glennis E. Gomez: 5,,,,,,,,,,,,,,
9,Brent O'Leary: 6,,,,,,,,,,,,,,
10,Emily E. Sharpe: 7,,,,,,,,,,,,,,
11,Julia L. Forman: 8,,,,,,,,,,,,,,
12,Amit S. Bagga: 9,,,,,,,,,,,,,,
13,Sultan Al Maruf: 10,,,,,,,,,,,,,,
14,Hailie Kim: 11,,,,,,,,,,,,,,
15,Jesse Laymon: 12,,,,,,,,,,,,,,
16,Jonathan Bailey: 13,,,,,,,,,,,,,,
17,Lorenzo Brea: 14,,,,,,,,,,,,,,
218550,8,13.0,3.0,9.0,0.0,,,,,,,,,,
218551,13,2.0,7.0,1.0,12.0,,,,,,,,,,
218554,1,3.0,8.0,2.0,11.0,,,,,,,,,,
218555,9,4.0,0.0,7.0,3.0,,,,,,,,,,
218557,4,9.0,10.0,5.0,3.0,,,,,,,,,,
218558,2,13.0,4.0,11.0,1.0,,,,,,,,,,
218559,5,3.0,7.0,8.0,0.0,,,,,,,,,,
218560,3,6.0,7.0,2.0,,,,,,,,,,,
218561,9,,,,,,,,,,,,,,
218562,8,12.0,7.0,2.0,6.0,,,,,,,,,,
218564,6,7.0,13.0,2.0,3.0,,,,,,,,,,
218566,0,4.0,14.0,,,,,,,,,,,,
218569,14,8.0,11.0,9.0,12.0,,,,,,,,,,
218570,8,11.0,3.0,5.0,9.0,,,,,,,,,,
218572,8,1.0,7.0,11.0,3.0,,,,,,,,,,
218573,2,9.0,,,,,,,,,,,,,
218574,9,2.0,12.0,0.0,11.0,,,,,,,,,,
218575,13,,,,,,,,,,,,,,
218578,2,8.0,7.0,6.0,9.0,,,,,,,,,,
218581,10,,,,,,,,,,,,,,
218582,6,,,,,,,,,,,,,,
218583,2,11.0,8.0,6.0,,,,,,,,,,,
218584,8,0.0,11.0,7.0,5.0,,,,,,,,,,
218586,2,5.0,6.0,9.0,8.0,,,,,,,,,,
218588,9,,,,,,,,,,,,,,
218589,12,13.0,9.0,7.0,2.0,,,,,,,,,,
218590,9,5.0,0.0,12.0,8.0,,,,,,,,,,
218593,5,9.0,12.0,,,,,,,,,,,,
218595,9,12.0,,,,,,,,,,,,,
218596,8,12.0,2.0,6.0,9.0,,,,,,,,,,
218597,9,8.0,2.0,0.0,7.0,,,,,,,,,,
218598,4,10.0,9.0,8.0,12.0,,,,,,,,,,
218601,9,5.0,2.0,11.0,13.0,,,,,,,,,,
219282,2,13.0,10.0,4.0,9.0,,,,,,,,,,
219283,4,9.0,11.0,0.0,,,,,,,,,,,
219284,1,2.0,6.0,10.0,11.0,,,,,,,,,,
219285,4,,,,,,,,,,,,,,
219286,9,,,,,,,,,,,,,,
219287,5,,,,,,,,,,,,,,
219288,6,,,,,,,,,,,,,,
219289,9,14.0,6.0,5.0,2.0,,,,,,,,,,
219290,2,13.0,5.0,4.0,8.0,,,,,,,,,,
219292,8,2.0,9.0,5.0,4.0,,,,,,,,,,
219295,2,,,,,,,,,,,,,,
219296,7,8.0,0.0,10.0,11.0,,,,,,,,,,
219297,7,9.0,,,,,,,,,,,,,
219298,2,5.0,11.0,13.0,,,,,,,,,,,
219299,9,12.0,1.0,,,,,,,,,,,,
219300,9,12.0,,,,,,,,,,,,,
219301,4,,,,,,,,,,,,,,
219302,9,1.0,0.0,12.0,6.0,,,,,,,,,,
219304,12,13.0,,,,,,,,,,,,,
219305,2,6.0,13.0,8.0,11.0,,,,,,,,,,
219306,7,14.0,3.0,8.0,6.0,,,,,,,,,,
219307,2,1.0,0.0,3.0,,,,,,,,,,,
219308,2,11.0,12.0,,,,,,,,,,,,
219309,13,2.0,0.0,9.0,11.0,,,,,,,,,,
219310,4,2.0,,,,,,,,,,,,,
219311,4,10.0,,,,,,,,,,,,,
219312,13,9.0,8.0,2.0,11.0,,,,,,,,,,
219314,3,1.0,11.0,12.0,6.0,,,,,,,,,,
219315,12,2.0,0.0,,,,,,,,,,,,
219316,8,2.0,4.0,9.0,,,,,,,,,,,
219317,4,10.0,0.0,9.0,11.0,,,,,,,,,,
219318,1,12.0,11.0,2.0,3.0,,,,,,,,,,
219319,9,,,,,,,,,,,,,,
219320,8,2.0,4.0,9.0,,,,,,,,,,,
219321,2,11.0,4.0,1.0,,,,,,,,,,,
219322,10,4.0,11.0,8.0,2.0,,,,,,,,,,
219323,11,0.0,4.0,5.0,,,,,,,,,,,
219324,4,11.0,8.0,1.0,10.0,,,,,,,,,,
219325,4,10.0,0.0,9.0,2.0,,,,,,,,,,
219326,2,10.0,7.0,1.0,8.0,,,,,,,,,,
219327,13,9.0,1.0,2.0,,,,,,,,,,,
219328,5,,,,,,,,,,,,,,
219329,9,2.0,13.0,12.0,8.0,,,,,,,,,,
219330,5,2.0,3.0,6.0,9.0,,,,,,,,,,
219332,9,8.0,6.0,12.0,4.0,,,,,,,,,,
219333,8,7.0,1.0,,,,,,,,,,,,
219334,2,6.0,13.0,11.0,8.0,,,,,,,,,,
219335,12,,,,,,,,,,,,,,
219336,9,2.0,12.0,11.0,8.0,,,,,,,,,,
219337,2,9.0,13.0,8.0,11.0,,,,,,,,,,
219339,9,5.0,3.0,6.0,0.0,,,,,,,,,,
219340,6,11.0,5.0,9.0,0.0,,,,,,,,,,
219341,8,2.0,1.0,13.0,6.0,,,,,,,,,,
219343,0,2.0,8.0,9.0,6.0,,,,,,,,,,
219344,8,1.0,7.0,11.0,2.0,,,,,,,,,,
219345,5,,,,,,,,,,,,,,
219346,0,3.0,,,,,,,,,,,,,
219347,12,11.0,13.0,4.0,2.0,,,,,,,,,,
219349,4,14.0,6.0,9.0,0.0,,,,,,,,,,
219350,9,12.0,2.0,,,,,,,,,,,,
219351,5,2.0,4.0,11.0,6.0,,,,,,,,,,
219352,13,9.0,2.0,8.0,7.0,,,,,,,,,,
219353,2,,,,,,,,,,,,,,
219354,4,,,,,,,,,,,,,,
219355,2,11.0,12.0,7.0,8.0,,,,,,,,,,
219356,7,4.0,10.0,6.0,12.0,,,,,,,,,,
219357,2,11.0,,,,,,,,,,,,,
219358,4,10.0,,,,,,,,,,,,,
219359,13,5.0,2.0,1.0,11.0,,,,,,,,,,
219360,8,2.0,13.0,12.0,7.0,,,,,,,,,,
219362,2,8.0,1.0,9.0,,,,,,,,,,,
219365,2,1.0,9.0,13.0,5.0,,,,,,,,,,
219366,10,,,,,,,,,,,,,,
219367,9,13.0,12.0,8.0,2.0,,,,,,,,,,
219368,2,6.0,13.0,0.0,7.0,,,,,,,,,,
219371,1,7.0,4.0,2.0,14.0,,,,,,,,,,
219372,9,12.0,11.0,2.0,13.0,,,,,,,,,,
219373,9,6.0,4.0,2.0,12.0,,,,,,,,,,
219374,1,9.0,5.0,13.0,,,,,,,,,,,
219375,13,2.0,,,,,,,,,,,,,
219376,8,4.0,2.0,9.0,,,,,,,,,,,
219377,4,,,,,,,,,,,,,,
219378,9,1.0,2.0,13.0,,,,,,,,,,,
219379,12,1.0,7.0,2.0,9.0,,,,,,,,,,
219380,2,8.0,,,,,,,,,,,,,
219381,12,7.0,14.0,13.0,8.0,,,,,,,,,,
219382,4,,,,,,,,,,,,,,
219383,4,10.0,8.0,9.0,,,,,,,,,,,
219384,8,,,,,,,,,,,,,,
219385,7,12.0,6.0,5.0,2.0,,,,,,,,,,
219386,1,,,,,,,,,,,,,,
219387,5,8.0,,,,,,,,,,,,,
219388,8,12.0,,,,,,,,,,,,,
219389,4,12.0,7.0,2.0,14.0,,,,,,,,,,
219390,10,2.0,9.0,11.0,,,,,,,,,,,
219391,11,2.0,12.0,6.0,10.0,,,,,,,,,,
219392,10,4.0,8.0,6.0,2.0,,,,,,,,,,
219393,6,,,,,,,,,,,,,,
219394,4,14.0,9.0,10.0,8.0,,,,,,,,,,
219395,4,10.0,9.0,0.0,,,,,,,,,,,
219396,9,2.0,11.0,13.0,6.0,,,,,,,,,,
219397,9,,,,,,,,,,,,,,
219398,8,12.0,7.0,10.0,6.0,,,,,,,,,,
219399,9,,,,,,,,,,,,,,
219400,13,2.0,9.0,,,,,,,,,,,,
219401,2,,,,,,,,,,,,,,
219402,8,2.0,6.0,13.0,11.0,,,,,,,,,,
219403,2,13.0,11.0,6.0,8.0,,,,,,,,,,
219404,8,9.0,2.0,12.0,6.0,,,,,,,,,,
219406,7,8.0,6.0,0.0,10.0,,,,,,,,,,
219407,5,3.0,10.0,8.0,4.0,,,,,,,,,,
219408,6,12.0,5.0,8.0,4.0,,,,,,,,,,
219409,1,,,,,,,,,,,,,,
219410,6,,,,,,,,,,,,,,
219411,4,10.0,,,,,,,,,,,,,
219412,2,6.0,1.0,10.0,9.0,,,,,,,,,,
219413,2,6.0,13.0,11.0,8.0,,,,,,,,,,
219414,8,1.0,,,,,,,,,,,,,
219415,12,9.0,13.0,11.0,,,,,,,,,,,
219416,13,12.0,2.0,9.0,1.0,,,,,,,,,,
219417,12,,,,,,,,,,,,,,
219418,9,5.0,2.0,1.0,8.0,,,,,,,,,,
233214,10,4.0,7.0,2.0,9.0,,,,,,,,,,
233219,8,,,,,,,,,,,,,,
233223,3,11.0,1.0,12.0,6.0,,,,,,,,,,
233227,6,,,,,,,,,,,,,,
233232,12,9.0,2.0,6.0,8.0,,,,,,,,,,
233233,8,12.0,0.0,9.0,2.0,,,,,,,,,,
233234,9,12.0,2.0,,,,,,,,,,,,
233235,12,2.0,,,,,,,,,,,,,
233237,9,2.0,7.0,0.0,,,,,,,,,,,
233238,8,2.0,7.0,9.0,13.0,,,,,,,,,,
233240,9,8.0,2.0,5.0,,,,,,,,,,,
233243,9,4.0,12.0,0.0,5.0,,,,,,,,,,
233244,3,2.0,9.0,8.0,1.0,,,,,,,,,,
233246,14,3.0,,,,,,,,,,,,,
233248,1,2.0,3.0,,,,,,,,,,,,
233249,9,8.0,12.0,4.0,,,,,,,,,,,
233253,0,9.0,,,,,,,,,,,,,
233254,14,5.0,9.0,4.0,1.0,,,,,,,,,,
233256,2,11.0,8.0,,,,,,,,,,,,
233257,0,3.0,5.0,8.0,6.0,,,,,,,,,,
233258,2,8.0,1.0,6.0,4.0,,,,,,,,,,
233260,9,2.0,6.0,7.0,3.0,,,,,,,,,,
233265,11,2.0,8.0,,,,,,,,,,,,
233267,11,2.0,9.0,12.0,0.0,,,,,,,,,,
233269,12,11.0,2.0,6.0,9.0,,,,,,,,,,
233271,9,2.0,1.0,12.0,11.0,,,,,,,,,,
233275,12,13.0,9.0,2.0,14.0,,,,,,,,,,
233277,8,,,,,,,,,,,,,,
233278,8,7.0,1.0,,,,,,,,,,,,
233280,6,9.0,2.0,3.0,8.0,,,,,,,,,,
233281,2,12.0,13.0,9.0,8.0,,,,,,,,,,
233286,0,5.0,,,,,,,,,,,,,
233287,12,,,,,,,,,,,,,,
233288,2,3.0,1.0,8.0,9.0,,,,,,,,,,
233289,2,7.0,5.0,13.0,0.0,,,,,,,,,,
233290,9,12.0,8.0,2.0,13.0,,,,,,,,,,
233293,2,6.0,11.0,,,,,,,,,,,,
233294,9,0.0,8.0,2.0,13.0,,,,,,,,,,
233296,8,7.0,1.0,3.0,2.0,,,,,,,,,,
233297,9,12.0,,,,,,,,,,,,,
233303,2,13.0,4.0,11.0,8.0,,,,,,,,,,
233308,6,5.0,14.0,12.0,,,,,,,,,,,
233309,2,,,,,,,,,,,,,,
233311,9,11.0,12.0,2.0,0.0,,,,,,,,,,
233313,12,8.0,,,,,,,,,,,,,
233314,12,,,,,,,,,,,,,,
233315,5,6.0,12.0,13.0,1.0,,,,,,,,,,
233317,2,9.0,12.0,4.0,5.0,,,,,,,,,,
233319,2,11.0,8.0,9.0,,,,,,,,,,,
233320,12,13.0,2.0,6.0,7.0,,,,,,,,,,
233324,2,12.0,0.0,,,,,,,,,,,,
233325,9,8.0,0.0,3.0,12.0,,,,,,,,,,
233326,2,,,,,,,,,,,,,,
233328,6,13.0,1.0,,,,,,,,,,,,
233333,12,1.0,,,,,,,,,,,,,
233335,12,,,,,,,,,,,,,,
233336,8,,,,,,,,,,,,,,
233340,5,,,,,,,,,,,,,,
233346,0,9.0,5.0,12.0,,,,,,,,,,,
233347,9,12.0,2.0,8.0,,,,,,,,,,,
233348,2,11.0,13.0,5.0,1.0,,,,,,,,,,
233349,2,,,,,,,,,,,,,,
233351,14,4.0,5.0,11.0,8.0,,,,,,,,,,
233353,7,11.0,3.0,12.0,,,,,,,,,,,
233356,12,2.0,,,,,,,,,,,,,
233360,9,2.0,4.0,,,,,,,,,,,,
233361,1,5.0,8.0,11.0,2.0,,,,,,,,,,
233362,12,6.0,2.0,11.0,1.0,,,,,,,,,,
233363,4,9.0,10.0,8.0,,,,,,,,,,,
233364,8,14.0,5.0,13.0,6.0,,,,,,,,,,
233369,1,5.0,0.0,6.0,,,,,,,,,,,
233371,1,8.0,4.0,6.0,14.0,,,,,,,,,,
233372,11,13.0,9.0,12.0,7.0,,,,,,,,,,
233374,2,9.0,13.0,8.0,11.0,,,,,,,,,,
233375,9,0.0,12.0,4.0,2.0,,,,,,,,,,
233377,6,8.0,,,,,,,,,,,,,
233380,2,11.0,6.0,12.0,13.0,,,,,,,,,,
233383,8,12.0,2.0,9.0,11.0,,,,,,,,,,
233388,1,7.0,6.0,0.0,13.0,,,,,,,,,,
233391,9,3.0,2.0,8.0,12.0,,,,,,,,,,
233396,2,12.0,9.0,13.0,6.0,,,,,,,,,,
233397,11,2.0,12.0,,,,,,,,,,,,
233398,8,2.0,6.0,0.0,11.0,,,,,,,,,,
233399,12,9.0,2.0,,,,,,,,,,,,
233405,3,1.0,0.0,2.0,,,,,,,,,,,
233407,12,1.0,10.0,8.0,4.0,,,,,,,,,,
233408,8,2.0,9.0,4.0,5.0,,,,,,,,,,
233411,7,1.0,12.0,8.0,3.0,,,,,,,,,,
233413,9,12.0,6.0,5.0,0.0,,,,,,,,,,
233414,9,12.0,13.0,11.0,,,,,,,,,,,
233415,5,1.0,11.0,,,,,,,,,,,,
233417,2,7.0,1.0,,,,,,,,,,,,
233425,1,2.0,,,,,,,,,,,,,
233426,12,2.0,0.0,8.0,4.0,,,,,,,,,,
233427,13,8.0,6.0,,,,,,,,,,,,
233428,1,4.0,12.0,9.0,2.0,,,,,,,,,,
233432,2,12.0,9.0,1.0,0.0,,,,,,,,,,
233433,5,4.0,7.0,11.0,2.0,,,,,,,,,,
233436,5,8.0,12.0,1.0,2.0,,,,,,,,,,
233439,9,13.0,4.0,11.0,2.0,,,,,,,,,,
233449,4,1.0,6.0,0.0,7.0,,,,,,,,,,
233451,2,,,,,,,,,,,,,,
233453,8,2.0,9.0,13.0,12.0,,,,,,,,,,
233454,6,9.0,8.0,5.0,7.0,,,,,,,,,,
233456,2,8.0,9.0,7.0,11.0,,,,,,,,,,
233458,13,7.0,11.0,5.0,9.0,,,,,,,,,,
233459,2,12.0,5.0,11.0,,,,,,,,,,,
233461,2,12.0,4.0,8.0,5.0,,,,,,,,,,
233462,9,2.0,,,,,,,,,,,,,
233463,2,9.0,1.0,,,,,,,,,,,,
233464,2,,,,,,,,,,,,,,
233465,8,,,,,,,,,,,,,,
233468,3,14.0,9.0,1.0,13.0,,,,,,,,,,
233477,12,9.0,,,,,,,,,,,,,
233480,9,2.0,12.0,8.0,1.0,,,,,,,,,,
233484,7,8.0,6.0,11.0,13.0,,,,,,,,,,
233487,4,10.0,,,,,,,,,,,,,
233489,9,8.0,,,,,,,,,,,,,
233490,1,11.0,8.0,2.0,5.0,,,,,,,,,,
233493,6,,,,,,,,,,,,,,
233494,2,8.0,5.0,9.0,,,,,,,,,,,
233495,2,9.0,0.0,6.0,8.0,,,,,,,,,,
233499,8,2.0,,,,,,,,,,,,,
233500,5,14.0,9.0,,,,,,,,,,,,
233501,2,12.0,8.0,9.0,,,,,,,,,,,
233506,12,,,,,,,,,,,,,,
233517,14,8.0,3.0,11.0,7.0,,,,,,,,,,
233518,14,5.0,6.0,7.0,8.0,,,,,,,,,,
233525,14,1.0,,,,,,,,,,,,,
233527,11,10.0,2.0,8.0,1.0,,,,,,,,,,
233528,2,9.0,12.0,1.0,,,,,,,,,,,
233530,14,2.0,1.0,,,,,,,,,,,,
233531,3,,,,,,,,,,,,,,
233532,4,2.0,3.0,1.0,7.0,,,,,,,,,,
233533,2,,,,,,,,,,,,,,
233534,1,11.0,2.0,,,,,,,,,,,,
233536,8,,,,,,,,,,,,,,
233538,13,6.0,3.0,8.0,12.0,,,,,,,,,,
233539,2,11.0,,,,,,,,,,,,,
233540,9,8.0,7.0,0.0,6.0,,,,,,,,,,
233542,2,6.0,,,,,,,,,,,,,
233545,5,0.0,1.0,8.0,3.0,,,,,,,,,,
233546,9,13.0,12.0,4.0,10.0,,,,,,,,,,
233547,2,13.0,12.0,,,,,,,,,,,,
233551,9,12.0,13.0,8.0,2.0,,,,,,,,,,
233553,1,11.0,8.0,3.0,14.0,,,,,,,,,,
233557,5,1.0,11.0,9.0,14.0,,,,,,,,,,
233560,11,7.0,12.0,8.0,2.0,,,,,,,,,,
233561,12,13.0,2.0,9.0,5.0,,,,,,,,,,
233563,6,9.0,12.0,8.0,2.0,,,,,,,,,,
233565,7,5.0,11.0,0.0,2.0,,,,,,,,,,
233568,11,9.0,1.0,,,,,,,,,,,,
233569,4,10.0,9.0,,,,,,,,,,,,
233571,9,5.0,13.0,2.0,4.0,,,,,,,,,,
233572,11,9.0,2.0,13.0,,,,,,,,,,,
233576,12,9.0,13.0,,,,,,,,,,,,
233579,13,12.0,7.0,9.0,,,,,,,,,,,
233582,2,9.0,8.0,7.0,6.0,,,,,,,,,,
233588,8,,,,,,,,,,,,,,
233595,5,9.0,2.0,11.0,13.0,,,,,,,,,,
233596,14,1.0,9.0,8.0,3.0,,,,,,,,,,
233599,1,5.0,,,,,,,,,,,,,
233600,12,2.0,8.0,6.0,9.0,,,,,,,,,,
233603,2,9.0,6.0,12.0,,,,,,,,,,,
233604,4,10.0,12.0,7.0,9.0,,,,,,,,,,
233605,7,14.0,13.0,,,,,,,,,,,,
233606,1,3.0,5.0,6.0,11.0,,,,,,,,,,
233608,9,,,,,,,,,,,,,,
233609,3,,,,,,,,,,,,,,
233611,11,7.0,12.0,8.0,2.0,,,,,,,,,,
233616,2,11.0,4.0,0.0,14.0,,,,,,,,,,
233617,0,,,,,,,,,,,,,,
233618,10,4.0,12.0,9.0,2.0,,,,,,,,,,
233620,6,,,,,,,,,,,,,,
233621,12,8.0,2.0,9.0,11.0,,,,,,,,,,
233623,1,5.0,9.0,11.0,2.0,,,,,,,,,,
233626,6,,,,,,,,,,,,,,
233627,9,4.0,0.0,6.0,2.0,,,,,,,,,,
233628,3,5.0,7.0,2.0,8.0,,,,,,,,,,
233629,6,,,,,,,,,,,,,,
233634,1,7.0,8.0,11.0,2.0,,,,,,,,,,
233636,8,,,,,,,,,,,,,,
233639,3,2.0,0.0,5.0,6.0,,,,,,,,,,
233643,5,9.0,11.0,0.0,6.0,,,,,,,,,,
233652,4,10.0,,,,,,,,,,,,,
233654,1,3.0,,,,,,,,,,,,,
233655,8,3.0,,,,,,,,,,,,,
233656,1,6.0,9.0,2.0,,,,,,,,,,,
233664,13,0.0,2.0,8.0,5.0,,,,,,,,,,
233669,9,12.0,8.0,,,,,,,,,,,,
233673,9,1.0,2.0,13.0,8.0,,,,,,,,,,
233675,6,8.0,13.0,7.0,,,,,,,,,,,
233676,7,,,,,,,,,,,,,,
233679,13,4.0,0.0,8.0,9.0,,,,,,,,,,
233680,13,9.0,2.0,12.0,4.0,,,,,,,,,,
233681,8,13.0,12.0,11.0,,,,,,,,,,,
233685,14,6.0,13.0,0.0,12.0,,,,,,,,,,
233686,4,12.0,0.0,7.0,6.0,,,,,,,,,,
233687,7,3.0,14.0,5.0,11.0,,,,,,,,,,
233689,4,2.0,,,,,,,,,,,,,
233692,11,0.0,2.0,,,,,,,,,,,,
233693,13,9.0,11.0,2.0,4.0,,,,,,,,,,
233695,12,13.0,6.0,1.0,5.0,,,,,,,,,,
233697,2,,,,,,,,,,,,,,
233699,2,12.0,9.0,8.0,0.0,,,,,,,,,,
233702,9,12.0,0.0,13.0,2.0,,,,,,,,,,
233704,12,3.0,13.0,1.0,,,,,,,,,,,
233706,2,11.0,8.0,12.0,0.0,,,,,,,,,,
233707,8,1.0,12.0,2.0,,,,,,,,,,,
233709,1,7.0,8.0,9.0,2.0,,,,,,,,,,
233713,2,9.0,12.0,8.0,11.0,,,,,,,,,,
233714,6,7.0,11.0,8.0,1.0,,,,,,,,,,
233715,9,1.0,2.0,,,,,,,,,,,,
233718,6,,,,,,,,,,,,,,
233719,5,9.0,12.0,13.0,2.0,,,,,,,,,,
233721,1,,,,,,,,,,,,,,
233722,12,1.0,,,,,,,,,,,,,
233726,1,5.0,,,,,,,,,,,,,
233727,4,,,,,,,,,,,,,,
233729,8,2.0,6.0,11.0,,,,,,,,,,,
233731,7,3.0,12.0,2.0,1.0,,,,,,,,,,
233732,1,,,,,,,,,,,,,,
233738,5,3.0,12.0,1.0,10.0,,,,,,,,,,
233741,13,,,,,,,,,,,,,,
233743,11,13.0,9.0,12.0,14.0,,,,,,,,,,
233745,5,6.0,1.0,11.0,10.0,,,,,,,,,,
233750,6,,,,,,,,,,,,,,
233752,2,1.0,,,,,,,,,,,,,
233754,9,12.0,13.0,,,,,,,,,,,,
233756,0,1.0,7.0,5.0,8.0,,,,,,,,,,
233757,9,12.0,2.0,6.0,5.0,,,,,,,,,,
233758,6,,,,,,,,,,,,,,
233759,11,2.0,1.0,4.0,8.0,,,,,,,,,,
233760,9,11.0,4.0,10.0,2.0,,,,,,,,,,
233761,2,5.0,6.0,9.0,3.0,,,,,,,,,,
233762,2,,,,,,,,,,,,,,
233763,8,12.0,4.0,5.0,13.0,,,,,,,,,,
233764,9,12.0,13.0,,,,,,,,,,,,
233765,4,9.0,,,,,,,,,,,,,
233769,8,7.0,5.0,,,,,,,,,,,,
233770,2,11.0,4.0,10.0,13.0,,,,,,,,,,
233771,2,10.0,12.0,9.0,8.0,,,,,,,,,,
233774,14,,,,,,,,,,,,,,
233781,12,8.0,9.0,2.0,11.0,,,,,,,,,,
233782,2,11.0,7.0,8.0,0.0,,,,,,,,,,
233783,12,9.0,2.0,8.0,11.0,,,,,,,,,,
233787,1,12.0,2.0,,,,,,,,,,,,
233791,8,3.0,,,,,,,,,,,,,
233793,8,2.0,6.0,,,,,,,,,,,,
233795,2,11.0,1.0,10.0,3.0,,,,,,,,,,
233801,12,9.0,8.0,11.0,6.0,,,,,,,,,,
233802,2,9.0,1.0,8.0,12.0,,,,,,,,,,
233805,6,9.0,7.0,0.0,12.0,,,,,,,,,,
233807,9,2.0,4.0,11.0,1.0,,,,,,,,,,
233825,9,14.0,2.0,,,,,,,,,,,,
233831,8,2.0,9.0,12.0,,,,,,,,,,,
233833,8,2.0,0.0,7.0,6.0,,,,,,,,,,
233834,13,2.0,,,,,,,,,,,,,
233836,3,,,,,,,,,,,,,,
233837,2,3.0,12.0,,,,,,,,,,,,
233838,1,,,,,,,,,,,,,,
233840,9,2.0,1.0,8.0,13.0,,,,,,,,,,
233841,8,13.0,9.0,2.0,1.0,,,,,,,,,,
233842,2,3.0,5.0,9.0,1.0,,,,,,,,,,
233843,9,8.0,2.0,1.0,,,,,,,,,,,
233844,0,6.0,12.0,3.0,1.0,,,,,,,,,,
233845,3,1.0,,,,,,,,,,,,,
233848,8,9.0,7.0,,,,,,,,,,,,
233849,7,2.0,,,,,,,,,,,,,
233850,8,12.0,1.0,4.0,0.0,,,,,,,,,,
233852,0,2.0,12.0,6.0,,,,,,,,,,,
233853,2,6.0,4.0,13.0,10.0,,,,,,,,,,
233856,9,2.0,13.0,8.0,7.0,,,,,,,,,,
233857,13,1.0,0.0,,,,,,,,,,,,
233858,12,2.0,,,,,,,,,,,,,
234554,11,8.0,13.0,9.0,2.0,,,,,,,,,,
234570,2,,,,,,,,,,,,,,
234578,9,2.0,8.0,11.0,5.0,,,,,,,,,,
234597,2,6.0,11.0,3.0,9.0,,,,,,,,,,
234611,8,,,,,,,,,,,,,,
234645,9,13.0,2.0,11.0,,,,,,,,,,,
234652,5,1.0,14.0,13.0,11.0,,,,,,,,,,
234746,13,9.0,14.0,11.0,7.0,,,,,,,,,,
234747,5,7.0,,,,,,,,,,,,,
234773,5,1.0,7.0,8.0,2.0,,,,,,,,,,
234914,6,3.0,,,,,,,,,,,,,
234933,9,13.0,12.0,11.0,8.0,,,,,,,,,,
234948,9,11.0,10.0,14.0,2.0,,,,,,,,,,
234950,1,11.0,2.0,,,,,,,,,,,,
234959,9,12.0,11.0,13.0,,,,,,,,,,,
235004,11,8.0,9.0,12.0,2.0,,,,,,,,,,
235010,1,4.0,14.0,9.0,10.0,,,,,,,,,,
235030,1,9.0,6.0,0.0,,,,,,,,,,,
235050,8,,,,,,,,,,,,,,
235077,1,3.0,2.0,8.0,7.0,,,,,,,,,,
235143,5,2.0,,,,,,,,,,,,,
235145,6,3.0,,,,,,,,,,,,,
235299,1,3.0,5.0,6.0,13.0,,,,,,,,,,
237247,13,2.0,1.0,5.0,8.0,,,,,,,,,,
237251,5,11.0,2.0,,,,,,,,,,,,
237252,9,6.0,8.0,1.0,12.0,,,,,,,,,,
237254,2,13.0,,,,,,,,,,,,,
237258,5,,,,,,,,,,,,,,
237261,2,13.0,,,,,,,,,,,,,
237262,2,9.0,6.0,,,,,,,,,,,,
237263,7,1.0,3.0,10.0,11.0,,,,,,,,,,
237264,9,11.0,12.0,8.0,2.0,,,,,,,,,,
237268,6,,,,,,,,,,,,,,
237269,9,1.0,,,,,,,,,,,,,
237270,12,9.0,0.0,11.0,4.0,,,,,,,,,,
237273,2,5.0,1.0,7.0,0.0,,,,,,,,,,
237274,10,6.0,8.0,11.0,13.0,,,,,,,,,,
237279,2,8.0,11.0,,,,,,,,,,,,
237281,12,11.0,,,,,,,,,,,,,
237282,9,,,,,,,,,,,,,,
237283,9,0.0,2.0,6.0,1.0,,,,,,,,,,
237285,1,,,,,,,,,,,,,,
237286,12,13.0,6.0,5.0,1.0,,,,,,,,,,
237288,8,,,,,,,,,,,,,,
237289,5,13.0,8.0,2.0,14.0,,,,,,,,,,
237292,2,11.0,,,,,,,,,,,,,
237294,2,7.0,8.0,9.0,13.0,,,,,,,,,,
237295,8,,,,,,,,,,,,,,
237296,9,2.0,0.0,6.0,8.0,,,,,,,,,,
237297,10,0.0,9.0,5.0,3.0,,,,,,,,,,
237299,13,11.0,8.0,9.0,,,,,,,,,,,
237300,9,11.0,1.0,2.0,3.0,,,,,,,,,,
237302,8,12.0,6.0,,,,,,,,,,,,
237306,9,12.0,13.0,11.0,2.0,,,,,,,,,,
237307,1,3.0,,,,,,,,,,,,,
237310,9,11.0,,,,,,,,,,,,,
237312,11,,,,,,,,,,,,,,
237316,12,9.0,2.0,8.0,6.0,,,,,,,,,,
237320,3,,,,,,,,,,,,,,
237322,11,2.0,,,,,,,,,,,,,
237327,9,12.0,4.0,0.0,8.0,,,,,,,,,,
237329,12,13.0,0.0,2.0,,,,,,,,,,,
237331,4,9.0,10.0,12.0,8.0,,,,,,,,,,
237332,9,2.0,8.0,11.0,,,,,,,,,,,
237333,13,8.0,12.0,,,,,,,,,,,,
237335,8,12.0,1.0,7.0,11.0,,,,,,,,,,
237342,12,9.0,5.0,13.0,2.0,,,,,,,,,,
237344,8,7.0,2.0,3.0,6.0,,,,,,,,,,
