,0,1,2,3,4,5,6,7,8,9,10,11
6128,0,8.0,4.0,11.0,5.0,,,,,,,
6130,7,1.0,0.0,4.0,3.0,,,,,,,
6132,6,5.0,2.0,,,,,,,,,
6134,4,0.0,5.0,7.0,6.0,,,,,,,
6136,0,8.0,5.0,4.0,2.0,,,,,,,
6138,4,11.0,0.0,7.0,10.0,,,,,,,
6140,6,7.0,5.0,11.0,0.0,,,,,,,
6142,2,11.0,6.0,0.0,9.0,,,,,,,
6144,0,1.0,,,,,,,,,,
6146,11,7.0,1.0,10.0,0.0,,,,,,,
6148,11,2.0,0.0,10.0,,,,,,,,
6150,0,6.0,10.0,1.0,,,,,,,,
6152,4,3.0,0.0,9.0,1.0,,,,,,,
6154,0,4.0,,,,,,,,,,
6157,11,3.0,0.0,,,,,,,,,
6159,4,,,,,,,,,,,
6161,10,,,,,,,,,,,
6163,11,1.0,0.0,4.0,10.0,,,,,,,
6165,9,,,,,,,,,,,
6167,0,3.0,1.0,7.0,9.0,,,,,,,
6169,0,5.0,,,,,,,,,,
6171,9,,,,,,,,,,,
6173,11,0.0,1.0,4.0,10.0,,,,,,,
6175,4,,,,,,,,,,,
6177,0,,,,,,,,,,,
6179,0,2.0,5.0,7.0,6.0,,,,,,,
6181,10,11.0,5.0,8.0,,,,,,,,
6182,7,0.0,10.0,6.0,2.0,,,,,,,
7349,11,,,,,,,,,,,
7350,0,,,,,,,,,,,
7351,6,0.0,,,,,,,,,,
7352,0,5.0,8.0,,,,,,,,,
7353,3,1.0,11.0,4.0,0.0,,,,,,,
7354,0,,,,,,,,,,,
7357,7,3.0,11.0,1.0,8.0,,,,,,,
7358,0,,,,,,,,,,,
7359,7,11.0,8.0,1.0,3.0,,,,,,,
7360,0,9.0,,,,,,,,,,
7361,1,7.0,0.0,11.0,8.0,,,,,,,
7362,0,7.0,4.0,,,,,,,,,
7363,2,,,,,,,,,,,
7364,0,7.0,6.0,2.0,4.0,,,,,,,
7365,0,8.0,11.0,5.0,7.0,,,,,,,
8198,3,7.0,2.0,11.0,0.0,,,,,,,
8200,0,8.0,11.0,4.0,5.0,,,,,,,
8202,6,0.0,2.0,1.0,3.0,,,,,,,
8204,6,0.0,2.0,1.0,3.0,,,,,,,
8206,3,2.0,6.0,11.0,0.0,,,,,,,
8208,6,0.0,2.0,1.0,3.0,,,,,,,
8210,3,5.0,6.0,10.0,0.0,,,,,,,
8212,3,11.0,0.0,5.0,9.0,,,,,,,
8214,5,7.0,,,,,,,,,,
8216,0,8.0,5.0,6.0,,,,,,,,
8218,0,2.0,4.0,1.0,,,,,,,,
8220,0,,,,,,,,,,,
8221,7,11.0,3.0,,,,,,,,,
8224,11,3.0,7.0,,,,,,,,,
8226,11,0.0,3.0,1.0,6.0,,,,,,,
8228,0,2.0,4.0,5.0,7.0,,,,,,,
8230,0,3.0,6.0,8.0,2.0,,,,,,,
8232,10,0.0,,,,,,,,,,
8240,0,11.0,7.0,,,,,,,,,
8242,10,3.0,0.0,,,,,,,,,
8244,6,3.0,0.0,11.0,10.0,,,,,,,
8246,6,,,,,,,,,,,
8248,0,8.0,11.0,7.0,1.0,,,,,,,
8250,6,0.0,10.0,11.0,1.0,,,,,,,
8252,0,11.0,3.0,6.0,7.0,,,,,,,
8254,2,8.0,1.0,9.0,11.0,,,,,,,
8256,0,9.0,1.0,8.0,2.0,,,,,,,
8258,7,4.0,5.0,10.0,9.0,,,,,,,
8260,0,1.0,,,,,,,,,,
8262,0,9.0,10.0,11.0,3.0,,,,,,,
8264,0,11.0,7.0,1.0,10.0,,,,,,,
8266,10,4.0,11.0,1.0,0.0,,,,,,,
8268,10,7.0,0.0,11.0,1.0,,,,,,,
8270,0,,,,,,,,,,,
8274,11,,,,,,,,,,,
8276,0,3.0,1.0,6.0,,,,,,,,
8278,0,5.0,,,,,,,,,,
8280,4,2.0,0.0,,,,,,,,,
8282,0,4.0,6.0,10.0,2.0,,,,,,,
8284,3,6.0,0.0,4.0,11.0,,,,,,,
8286,2,6.0,10.0,5.0,4.0,,,,,,,
8288,0,11.0,4.0,5.0,,,,,,,,
8290,5,,,,,,,,,,,
8292,0,9.0,,,,,,,,,,
8294,0,5.0,4.0,11.0,8.0,,,,,,,
8296,3,6.0,,,,,,,,,,
8298,7,4.0,,,,,,,,,,
8300,0,9.0,,,,,,,,,,
8302,2,11.0,,,,,,,,,,
8304,3,6.0,0.0,11.0,,,,,,,,
8306,5,,,,,,,,,,,
8308,7,9.0,6.0,5.0,0.0,,,,,,,
8310,0,1.0,7.0,11.0,3.0,,,,,,,
8312,4,6.0,9.0,0.0,,,,,,,,
8314,0,11.0,5.0,6.0,7.0,,,,,,,
8316,2,0.0,6.0,7.0,,,,,,,,
8318,4,11.0,7.0,2.0,0.0,,,,,,,
8322,0,6.0,3.0,,,,,,,,,
8323,11,,,,,,,,,,,
8326,3,,,,,,,,,,,
8328,0,4.0,,,,,,,,,,
8330,0,4.0,11.0,6.0,3.0,,,,,,,
8332,0,5.0,8.0,11.0,6.0,,,,,,,
8334,6,,,,,,,,,,,
8336,2,4.0,6.0,5.0,,,,,,,,
8338,4,6.0,,,,,,,,,,
8340,4,,,,,,,,,,,
8342,3,6.0,,,,,,,,,,
8344,9,0.0,11.0,2.0,1.0,,,,,,,
8346,3,6.0,,,,,,,,,,
8348,2,0.0,5.0,6.0,,,,,,,,
8350,5,4.0,0.0,6.0,7.0,,,,,,,
8853,2,0.0,5.0,6.0,10.0,,,,,,,
8854,0,,,,,,,,,,,
8855,7,2.0,,,,,,,,,,
8856,11,0.0,7.0,4.0,3.0,,,,,,,
8857,11,6.0,0.0,4.0,3.0,,,,,,,
8858,0,,,,,,,,,,,
8859,0,8.0,11.0,7.0,1.0,,,,,,,
8860,0,2.0,6.0,11.0,8.0,,,,,,,
8861,7,0.0,9.0,4.0,3.0,,,,,,,
8862,11,9.0,10.0,,,,,,,,,
8863,7,6.0,1.0,0.0,,,,,,,,
8864,7,11.0,9.0,6.0,0.0,,,,,,,
8865,0,11.0,5.0,6.0,1.0,,,,,,,
8867,6,7.0,10.0,4.0,8.0,,,,,,,
10648,11,,,,,,,,,,,
10649,6,,,,,,,,,,,
10650,3,1.0,,,,,,,,,,
10651,11,7.0,0.0,9.0,2.0,,,,,,,
10652,0,2.0,10.0,11.0,8.0,,,,,,,
10653,3,0.0,11.0,2.0,6.0,,,,,,,
10654,0,11.0,1.0,9.0,3.0,,,,,,,
10655,1,7.0,2.0,0.0,,,,,,,,
10656,7,6.0,,,,,,,,,,
10658,0,7.0,5.0,11.0,4.0,,,,,,,
10659,7,0.0,1.0,3.0,9.0,,,,,,,
10660,0,8.0,1.0,11.0,7.0,,,,,,,
10661,7,0.0,6.0,2.0,1.0,,,,,,,
10662,5,8.0,0.0,10.0,2.0,,,,,,,
10663,6,2.0,0.0,,,,,,,,,
10664,6,1.0,0.0,4.0,10.0,,,,,,,
10666,7,0.0,10.0,5.0,2.0,,,,,,,
10667,0,,,,,,,,,,,
10672,0,,,,,,,,,,,
10673,3,1.0,7.0,,,,,,,,,
10674,1,3.0,,,,,,,,,,
10675,3,0.0,7.0,11.0,1.0,,,,,,,
10676,0,7.0,3.0,11.0,10.0,,,,,,,
10677,6,2.0,5.0,11.0,8.0,,,,,,,
10678,4,2.0,7.0,,,,,,,,,
10679,7,2.0,4.0,5.0,0.0,,,,,,,
10680,5,,,,,,,,,,,
10681,6,0.0,2.0,10.0,9.0,,,,,,,
10682,1,0.0,10.0,6.0,9.0,,,,,,,
10683,6,0.0,2.0,10.0,9.0,,,,,,,
10684,5,6.0,3.0,2.0,,,,,,,,
10685,11,0.0,1.0,2.0,7.0,,,,,,,
10686,11,,,,,,,,,,,
10687,0,8.0,11.0,3.0,10.0,,,,,,,
10688,7,0.0,11.0,5.0,9.0,,,,,,,
10689,0,10.0,,,,,,,,,,
10690,7,0.0,11.0,5.0,9.0,,,,,,,
10691,0,,,,,,,,,,,
10692,7,9.0,11.0,2.0,0.0,,,,,,,
10700,6,0.0,1.0,7.0,8.0,,,,,,,
10701,0,1.0,7.0,10.0,2.0,,,,,,,
10702,0,3.0,7.0,1.0,4.0,,,,,,,
10703,0,3.0,1.0,,,,,,,,,
10704,9,5.0,1.0,2.0,4.0,,,,,,,
10705,2,6.0,0.0,1.0,4.0,,,,,,,
10706,3,2.0,7.0,11.0,4.0,,,,,,,
10707,0,7.0,11.0,3.0,10.0,,,,,,,
10708,9,11.0,4.0,1.0,7.0,,,,,,,
10709,3,9.0,2.0,11.0,0.0,,,,,,,
10710,2,11.0,0.0,8.0,,,,,,,,
10711,7,0.0,4.0,2.0,9.0,,,,,,,
10713,1,0.0,10.0,6.0,9.0,,,,,,,
10714,0,7.0,2.0,6.0,4.0,,,,,,,
10715,0,,,,,,,,,,,
10716,3,6.0,2.0,0.0,,,,,,,,
10717,0,5.0,9.0,3.0,2.0,,,,,,,
10718,0,,,,,,,,,,,
10719,0,2.0,,,,,,,,,,
10720,7,1.0,0.0,,,,,,,,,
10780,0,7.0,9.0,,,,,,,,,
10781,3,,,,,,,,,,,
10782,3,0.0,5.0,1.0,9.0,,,,,,,
10783,0,4.0,6.0,9.0,3.0,,,,,,,
10784,1,0.0,7.0,5.0,11.0,,,,,,,
10785,0,2.0,9.0,11.0,5.0,,,,,,,
10786,5,0.0,11.0,7.0,4.0,,,,,,,
10787,0,,,,,,,,,,,
10788,6,3.0,4.0,11.0,0.0,,,,,,,
10789,2,3.0,11.0,6.0,4.0,,,,,,,
10790,6,5.0,,,,,,,,,,
10791,0,8.0,11.0,,,,,,,,,
10792,0,4.0,6.0,3.0,7.0,,,,,,,
10793,0,2.0,9.0,11.0,5.0,,,,,,,
10794,0,7.0,1.0,5.0,11.0,,,,,,,
10795,11,4.0,5.0,9.0,8.0,,,,,,,
10796,0,3.0,1.0,7.0,4.0,,,,,,,
10797,11,6.0,3.0,2.0,1.0,,,,,,,
10798,2,3.0,8.0,0.0,1.0,,,,,,,
10799,11,7.0,2.0,0.0,,,,,,,,
10800,6,0.0,11.0,9.0,10.0,,,,,,,
10801,4,0.0,3.0,7.0,6.0,,,,,,,
10802,0,11.0,1.0,8.0,7.0,,,,,,,
10803,9,11.0,4.0,7.0,,,,,,,,
10804,11,0.0,6.0,10.0,7.0,,,,,,,
10805,6,9.0,11.0,4.0,7.0,,,,,,,
10806,1,4.0,11.0,10.0,,,,,,,,
10807,0,8.0,7.0,1.0,11.0,,,,,,,
10808,6,3.0,4.0,11.0,0.0,,,,,,,
10832,0,1.0,7.0,5.0,10.0,,,,,,,
10833,7,10.0,3.0,0.0,,,,,,,,
10834,2,1.0,8.0,11.0,7.0,,,,,,,
10835,4,6.0,0.0,,,,,,,,,
10836,0,7.0,11.0,2.0,5.0,,,,,,,
10837,1,0.0,3.0,,,,,,,,,
10838,7,6.0,11.0,0.0,5.0,,,,,,,
10839,8,1.0,3.0,7.0,11.0,,,,,,,
10840,11,0.0,1.0,,,,,,,,,
10841,9,0.0,5.0,4.0,6.0,,,,,,,
10842,4,11.0,7.0,0.0,9.0,,,,,,,
10843,11,0.0,6.0,2.0,9.0,,,,,,,
10844,0,,,,,,,,,,,
10845,0,,,,,,,,,,,
10846,6,10.0,3.0,2.0,1.0,,,,,,,
10847,0,11.0,7.0,2.0,9.0,,,,,,,
10848,2,6.0,1.0,5.0,0.0,,,,,,,
10849,5,10.0,3.0,2.0,,,,,,,,
10850,3,10.0,11.0,6.0,7.0,,,,,,,
10851,0,6.0,5.0,11.0,9.0,,,,,,,
10852,0,6.0,4.0,,,,,,,,,
10853,0,6.0,4.0,,,,,,,,,
10854,0,6.0,7.0,4.0,,,,,,,,
10855,0,7.0,6.0,4.0,,,,,,,,
10856,0,6.0,4.0,7.0,,,,,,,,
10857,0,7.0,1.0,11.0,3.0,,,,,,,
10858,7,6.0,3.0,4.0,,,,,,,,
10859,0,1.0,7.0,5.0,10.0,,,,,,,
10870,1,,,,,,,,,,,
10871,0,,,,,,,,,,,
10872,11,0.0,6.0,3.0,9.0,,,,,,,
10873,4,0.0,7.0,10.0,3.0,,,,,,,
10874,4,0.0,7.0,10.0,3.0,,,,,,,
10875,2,0.0,4.0,7.0,1.0,,,,,,,
10876,4,0.0,7.0,,,,,,,,,
12342,4,0.0,,,,,,,,,,
12343,0,8.0,11.0,3.0,5.0,,,,,,,
12344,4,0.0,,,,,,,,,,
12345,0,11.0,5.0,7.0,,,,,,,,
12346,4,5.0,2.0,7.0,0.0,,,,,,,
12347,5,6.0,3.0,11.0,9.0,,,,,,,
12348,0,11.0,9.0,2.0,7.0,,,,,,,
12349,4,,,,,,,,,,,
12350,0,2.0,6.0,9.0,1.0,,,,,,,
12357,5,0.0,,,,,,,,,,
12358,0,,,,,,,,,,,
12359,0,,,,,,,,,,,
12360,0,6.0,11.0,2.0,4.0,,,,,,,
12361,0,,,,,,,,,,,
12362,4,10.0,6.0,0.0,2.0,,,,,,,
12363,6,8.0,11.0,10.0,,,,,,,,
12364,9,4.0,0.0,8.0,,,,,,,,
12365,0,10.0,7.0,1.0,2.0,,,,,,,
14002,10,7.0,6.0,0.0,5.0,,,,,,,
14003,10,7.0,6.0,0.0,5.0,,,,,,,
14004,4,7.0,0.0,5.0,10.0,,,,,,,
14005,0,,,,,,,,,,,
14006,0,,,,,,,,,,,
14007,0,,,,,,,,,,,
14008,2,0.0,,,,,,,,,,
14009,0,,,,,,,,,,,
14010,9,5.0,8.0,0.0,6.0,,,,,,,
14011,0,4.0,5.0,6.0,7.0,,,,,,,
14012,0,11.0,2.0,1.0,7.0,,,,,,,
14013,7,,,,,,,,,,,
14014,7,,,,,,,,,,,
14015,11,1.0,5.0,0.0,6.0,,,,,,,
14016,3,0.0,4.0,11.0,5.0,,,,,,,
14017,6,0.0,5.0,1.0,,,,,,,,
14018,6,0.0,5.0,2.0,,,,,,,,
14034,3,0.0,4.0,11.0,5.0,,,,,,,
14035,6,7.0,0.0,3.0,,,,,,,,
14114,3,7.0,0.0,10.0,,,,,,,,
14115,10,0.0,1.0,3.0,11.0,,,,,,,
14116,0,5.0,7.0,,,,,,,,,
14128,0,6.0,5.0,1.0,10.0,,,,,,,
14129,3,7.0,6.0,0.0,10.0,,,,,,,
14130,1,,,,,,,,,,,
14131,4,6.0,11.0,2.0,7.0,,,,,,,
14132,2,0.0,7.0,4.0,9.0,,,,,,,
14133,3,7.0,5.0,11.0,0.0,,,,,,,
14134,1,7.0,11.0,8.0,0.0,,,,,,,
14135,0,,,,,,,,,,,
14136,0,6.0,3.0,4.0,1.0,,,,,,,
14137,7,10.0,9.0,2.0,0.0,,,,,,,
14139,3,10.0,6.0,9.0,8.0,,,,,,,
14140,7,10.0,6.0,9.0,0.0,,,,,,,
14141,0,7.0,1.0,2.0,11.0,,,,,,,
14143,11,,,,,,,,,,,
14144,8,1.0,0.0,11.0,3.0,,,,,,,
14145,0,,,,,,,,,,,
14146,0,8.0,7.0,1.0,11.0,,,,,,,
14147,0,5.0,11.0,6.0,7.0,,,,,,,
14148,0,6.0,4.0,7.0,1.0,,,,,,,
14149,2,6.0,,,,,,,,,,
14150,0,,,,,,,,,,,
14151,0,,,,,,,,,,,
14152,0,11.0,,,,,,,,,,
14153,7,10.0,8.0,1.0,2.0,,,,,,,
14154,0,,,,,,,,,,,
14155,6,11.0,2.0,,,,,,,,,
14156,10,2.0,7.0,6.0,0.0,,,,,,,
14157,6,2.0,4.0,0.0,5.0,,,,,,,
15104,1,0.0,7.0,2.0,6.0,,,,,,,
15105,1,0.0,4.0,10.0,9.0,,,,,,,
15108,4,2.0,6.0,9.0,0.0,,,,,,,
15109,0,11.0,,,,,,,,,,
15110,1,0.0,6.0,4.0,7.0,,,,,,,
15111,4,6.0,0.0,2.0,9.0,,,,,,,
15112,4,0.0,9.0,6.0,7.0,,,,,,,
15114,9,7.0,3.0,,,,,,,,,
15126,6,3.0,7.0,,,,,,,,,
15127,7,,,,,,,,,,,
15318,0,7.0,2.0,1.0,5.0,,,,,,,
15319,8,4.0,11.0,9.0,6.0,,,,,,,
15320,6,0.0,11.0,,,,,,,,,
15321,0,4.0,5.0,11.0,,,,,,,,
15322,11,6.0,9.0,0.0,4.0,,,,,,,
15323,1,0.0,11.0,3.0,10.0,,,,,,,
15324,6,,,,,,,,,,,
15325,4,0.0,5.0,6.0,9.0,,,,,,,
15326,6,,,,,,,,,,,
15327,6,,,,,,,,,,,
15328,6,,,,,,,,,,,
15329,0,7.0,10.0,11.0,1.0,,,,,,,
15330,0,,,,,,,,,,,
15331,0,11.0,,,,,,,,,,
15332,0,6.0,5.0,7.0,2.0,,,,,,,
15333,0,7.0,1.0,10.0,3.0,,,,,,,
15334,0,,,,,,,,,,,
15335,6,0.0,5.0,3.0,,,,,,,,
15353,0,,,,,,,,,,,
15354,0,,,,,,,,,,,
15355,4,0.0,11.0,,,,,,,,,
15356,0,11.0,1.0,,,,,,,,,
15357,11,6.0,0.0,3.0,1.0,,,,,,,
15358,0,,,,,,,,,,,
15359,1,0.0,4.0,5.0,6.0,,,,,,,
15360,3,0.0,,,,,,,,,,
15361,2,7.0,3.0,11.0,0.0,,,,,,,
15362,2,7.0,3.0,11.0,0.0,,,,,,,
15363,11,6.0,2.0,0.0,5.0,,,,,,,
15364,4,5.0,7.0,2.0,8.0,,,,,,,
15365,3,11.0,8.0,5.0,1.0,,,,,,,
15366,0,,,,,,,,,,,
15368,0,2.0,6.0,4.0,5.0,,,,,,,
15369,6,3.0,0.0,7.0,11.0,,,,,,,
15370,2,11.0,7.0,5.0,0.0,,,,,,,
15371,0,,,,,,,,,,,
15372,0,,,,,,,,,,,
15373,3,0.0,4.0,2.0,,,,,,,,
15374,6,4.0,0.0,1.0,2.0,,,,,,,
15375,0,4.0,11.0,8.0,6.0,,,,,,,
15376,0,,,,,,,,,,,
15377,0,,,,,,,,,,,
15378,11,,,,,,,,,,,
15447,0,11.0,3.0,2.0,9.0,,,,,,,
15448,3,1.0,,,,,,,,,,
15449,11,3.0,4.0,7.0,0.0,,,,,,,
15450,7,11.0,0.0,,,,,,,,,
15451,0,11.0,4.0,6.0,3.0,,,,,,,
15452,0,6.0,2.0,4.0,7.0,,,,,,,
15453,0,,,,,,,,,,,
15454,0,4.0,11.0,,,,,,,,,
15455,6,7.0,2.0,11.0,3.0,,,,,,,
15456,6,7.0,2.0,11.0,3.0,,,,,,,
15457,11,6.0,0.0,4.0,2.0,,,,,,,
15458,0,2.0,,,,,,,,,,
15459,0,9.0,6.0,10.0,5.0,,,,,,,
15460,4,3.0,0.0,5.0,,,,,,,,
15461,11,4.0,3.0,0.0,5.0,,,,,,,
15462,0,11.0,6.0,4.0,1.0,,,,,,,
15463,11,,,,,,,,,,,
15464,11,0.0,7.0,1.0,8.0,,,,,,,
15465,11,0.0,7.0,1.0,5.0,,,,,,,
15466,11,5.0,9.0,3.0,2.0,,,,,,,
15467,5,11.0,6.0,7.0,,,,,,,,
15468,11,3.0,10.0,6.0,1.0,,,,,,,
15469,11,7.0,3.0,0.0,4.0,,,,,,,
15470,7,2.0,5.0,4.0,0.0,,,,,,,
15471,0,,,,,,,,,,,
15472,2,0.0,4.0,11.0,,,,,,,,
15473,11,10.0,,,,,,,,,,
15474,1,3.0,0.0,7.0,5.0,,,,,,,
15475,11,9.0,4.0,0.0,2.0,,,,,,,
15476,11,,,,,,,,,,,
15477,0,4.0,11.0,,,,,,,,,
15478,4,0.0,6.0,,,,,,,,,
15479,11,0.0,10.0,1.0,9.0,,,,,,,
15480,0,4.0,11.0,,,,,,,,,
15481,0,,,,,,,,,,,
15482,11,0.0,4.0,10.0,6.0,,,,,,,
15483,11,10.0,4.0,2.0,6.0,,,,,,,
15484,4,,,,,,,,,,,
15485,11,0.0,2.0,9.0,7.0,,,,,,,
15486,11,3.0,9.0,,,,,,,,,
15487,11,0.0,5.0,6.0,10.0,,,,,,,
15488,11,4.0,3.0,0.0,6.0,,,,,,,
15489,11,6.0,4.0,,,,,,,,,
15490,4,10.0,11.0,6.0,0.0,,,,,,,
15491,3,7.0,10.0,9.0,11.0,,,,,,,
15492,4,11.0,0.0,,,,,,,,,
15493,3,4.0,11.0,,,,,,,,,
15494,0,,,,,,,,,,,
15495,0,11.0,4.0,,,,,,,,,
15496,2,11.0,10.0,5.0,0.0,,,,,,,
15497,11,2.0,0.0,,,,,,,,,
15498,11,6.0,3.0,7.0,4.0,,,,,,,
15499,11,4.0,2.0,0.0,7.0,,,,,,,
15500,0,10.0,6.0,11.0,,,,,,,,
15501,4,7.0,11.0,0.0,,,,,,,,
15502,10,9.0,7.0,5.0,,,,,,,,
15503,11,0.0,5.0,7.0,6.0,,,,,,,
15504,11,0.0,2.0,4.0,6.0,,,,,,,
15505,11,5.0,4.0,,,,,,,,,
15506,5,9.0,6.0,11.0,4.0,,,,,,,
15507,5,9.0,11.0,4.0,6.0,,,,,,,
15508,11,1.0,0.0,6.0,9.0,,,,,,,
15509,10,11.0,6.0,7.0,0.0,,,,,,,
15510,3,,,,,,,,,,,
15511,4,11.0,0.0,,,,,,,,,
15512,0,4.0,7.0,10.0,11.0,,,,,,,
15513,3,6.0,0.0,2.0,,,,,,,,
15514,11,1.0,3.0,6.0,0.0,,,,,,,
15515,11,6.0,0.0,10.0,8.0,,,,,,,
15516,0,11.0,,,,,,,,,,
15517,0,4.0,5.0,3.0,9.0,,,,,,,
15518,11,0.0,2.0,6.0,5.0,,,,,,,
15553,1,10.0,,,,,,,,,,
15554,6,,,,,,,,,,,
15555,11,,,,,,,,,,,
15556,2,0.0,6.0,3.0,4.0,,,,,,,
15558,0,6.0,4.0,2.0,3.0,,,,,,,
15559,0,2.0,1.0,11.0,9.0,,,,,,,
15560,10,11.0,9.0,,,,,,,,,
15561,7,0.0,,,,,,,,,,
15562,7,0.0,,,,,,,,,,
15565,0,11.0,7.0,1.0,8.0,,,,,,,
15568,11,,,,,,,,,,,
15570,0,5.0,7.0,1.0,8.0,,,,,,,
15571,8,,,,,,,,,,,
15572,6,,,,,,,,,,,
15574,0,4.0,5.0,6.0,10.0,,,,,,,
15575,11,10.0,0.0,,,,,,,,,
15576,10,7.0,3.0,11.0,0.0,,,,,,,
15579,0,8.0,4.0,11.0,6.0,,,,,,,
15580,0,8.0,4.0,11.0,5.0,,,,,,,
15582,1,,,,,,,,,,,
15584,8,6.0,3.0,1.0,5.0,,,,,,,
15585,2,,,,,,,,,,,
15586,10,0.0,3.0,11.0,7.0,,,,,,,
15587,3,0.0,4.0,7.0,11.0,,,,,,,
15589,0,,,,,,,,,,,
15593,7,8.0,,,,,,,,,,
15594,0,11.0,,,,,,,,,,
15597,10,2.0,7.0,0.0,4.0,,,,,,,
15598,9,0.0,8.0,10.0,,,,,,,,
15599,6,0.0,11.0,,,,,,,,,
15631,11,10.0,,,,,,,,,,
15633,1,,,,,,,,,,,
15634,9,0.0,8.0,,,,,,,,,
15655,0,4.0,,,,,,,,,,
15656,3,0.0,,,,,,,,,,
15657,3,0.0,,,,,,,,,,
15658,7,3.0,,,,,,,,,,
15659,3,11.0,6.0,,,,,,,,,
15660,9,3.0,,,,,,,,,,
15661,3,0.0,11.0,,,,,,,,,
15662,0,4.0,8.0,11.0,5.0,,,,,,,
15663,9,11.0,0.0,4.0,6.0,,,,,,,
15664,0,9.0,6.0,3.0,2.0,,,,,,,
15676,4,0.0,,,,,,,,,,
15681,3,8.0,0.0,5.0,,,,,,,,
15682,0,4.0,7.0,3.0,6.0,,,,,,,
15683,3,0.0,,,,,,,,,,
15684,3,0.0,11.0,,,,,,,,,
17693,3,0.0,8.0,9.0,11.0,,,,,,,
17694,0,2.0,3.0,,,,,,,,,
17695,11,,,,,,,,,,,
17696,9,4.0,5.0,6.0,10.0,,,,,,,
17697,6,0.0,2.0,4.0,5.0,,,,,,,
17698,0,4.0,5.0,6.0,7.0,,,,,,,
17700,6,9.0,8.0,2.0,0.0,,,,,,,
17701,0,5.0,6.0,10.0,1.0,,,,,,,
17702,6,9.0,8.0,2.0,0.0,,,,,,,
18518,0,6.0,5.0,,,,,,,,,
18519,0,3.0,2.0,6.0,7.0,,,,,,,
