,0,1,2,3,4,5,6,7,8,9,10,11
158001,6,11.0,0.0,7.0,9.0,,,,,,,
158002,6,0.0,11.0,,,,,,,,,
158003,4,,,,,,,,,,,
158005,3,9.0,7.0,,,,,,,,,
158006,2,9.0,11.0,6.0,0.0,,,,,,,
158008,4,0.0,9.0,2.0,7.0,,,,,,,
158009,11,0.0,,,,,,,,,,
158010,11,8.0,1.0,7.0,9.0,,,,,,,
158011,6,10.0,3.0,0.0,5.0,,,,,,,
158012,3,,,,,,,,,,,
158013,1,11.0,4.0,6.0,0.0,,,,,,,
158014,0,11.0,6.0,7.0,10.0,,,,,,,
158015,4,11.0,0.0,10.0,9.0,,,,,,,
159105,0,8.0,,,,,,,,,,
159106,0,7.0,1.0,8.0,6.0,,,,,,,
159108,6,,,,,,,,,,,
159109,0,,,,,,,,,,,
159110,0,2.0,4.0,,,,,,,,,
159112,4,11.0,,,,,,,,,,
159113,2,3.0,1.0,11.0,0.0,,,,,,,
159114,11,9.0,,,,,,,,,,
159115,11,5.0,0.0,6.0,9.0,,,,,,,
159117,0,6.0,2.0,4.0,5.0,,,,,,,
159118,0,11.0,6.0,9.0,10.0,,,,,,,
159119,0,2.0,6.0,,,,,,,,,
159121,0,,,,,,,,,,,
159122,4,0.0,,,,,,,,,,
159123,2,6.0,11.0,,,,,,,,,
159124,6,0.0,,,,,,,,,,
159125,11,4.0,6.0,0.0,5.0,,,,,,,
159126,1,3.0,10.0,,,,,,,,,
159127,9,,,,,,,,,,,
159128,2,6.0,11.0,,,,,,,,,
159129,0,5.0,11.0,4.0,,,,,,,,
159130,1,8.0,7.0,3.0,,,,,,,,
159131,0,4.0,11.0,5.0,6.0,,,,,,,
159132,0,4.0,9.0,10.0,3.0,,,,,,,
159133,4,0.0,7.0,6.0,8.0,,,,,,,
159134,6,11.0,0.0,7.0,2.0,,,,,,,
159135,3,11.0,4.0,0.0,,,,,,,,
159136,10,5.0,8.0,0.0,11.0,,,,,,,
159138,4,9.0,1.0,,,,,,,,,
159139,7,,,,,,,,,,,
159140,3,11.0,6.0,4.0,0.0,,,,,,,
159141,0,4.0,9.0,2.0,10.0,,,,,,,
159142,1,9.0,11.0,5.0,0.0,,,,,,,
159143,6,11.0,0.0,2.0,1.0,,,,,,,
159144,4,8.0,0.0,7.0,2.0,,,,,,,
159145,11,0.0,9.0,5.0,2.0,,,,,,,
159146,0,,,,,,,,,,,
159147,1,0.0,5.0,2.0,8.0,,,,,,,
159148,6,11.0,8.0,7.0,3.0,,,,,,,
159149,4,9.0,3.0,5.0,,,,,,,,
159150,0,,,,,,,,,,,
159151,7,0.0,11.0,10.0,9.0,,,,,,,
159152,0,,,,,,,,,,,
159153,0,,,,,,,,,,,
159154,4,,,,,,,,,,,
159155,6,4.0,3.0,0.0,7.0,,,,,,,
159156,6,0.0,8.0,7.0,2.0,,,,,,,
159157,6,8.0,,,,,,,,,,
159158,0,,,,,,,,,,,
159159,0,,,,,,,,,,,
159160,1,11.0,6.0,0.0,8.0,,,,,,,
159161,0,4.0,3.0,1.0,6.0,,,,,,,
159162,0,6.0,2.0,11.0,10.0,,,,,,,
159163,0,4.0,2.0,11.0,5.0,,,,,,,
159164,0,11.0,6.0,7.0,1.0,,,,,,,
159165,0,10.0,,,,,,,,,,
159166,4,0.0,5.0,11.0,2.0,,,,,,,
159167,9,4.0,3.0,0.0,1.0,,,,,,,
159168,0,2.0,4.0,9.0,7.0,,,,,,,
159169,3,9.0,,,,,,,,,,
159171,0,,,,,,,,,,,
159172,11,4.0,5.0,6.0,1.0,,,,,,,
159173,0,4.0,2.0,6.0,,,,,,,,
159174,7,9.0,5.0,4.0,0.0,,,,,,,
159175,0,,,,,,,,,,,
159176,5,6.0,11.0,3.0,2.0,,,,,,,
159177,0,,,,,,,,,,,
159178,2,1.0,0.0,11.0,4.0,,,,,,,
159179,0,10.0,,,,,,,,,,
159180,2,0.0,9.0,10.0,5.0,,,,,,,
159181,3,11.0,0.0,1.0,6.0,,,,,,,
159182,0,6.0,2.0,3.0,11.0,,,,,,,
159183,0,,,,,,,,,,,
159184,2,,,,,,,,,,,
159185,0,4.0,11.0,5.0,7.0,,,,,,,
159186,3,6.0,,,,,,,,,,
159188,9,10.0,0.0,4.0,7.0,,,,,,,
159189,0,9.0,7.0,5.0,10.0,,,,,,,
159190,7,0.0,4.0,11.0,3.0,,,,,,,
159191,0,11.0,,,,,,,,,,
159193,4,2.0,5.0,0.0,7.0,,,,,,,
159194,6,,,,,,,,,,,
159195,0,,,,,,,,,,,
159196,11,,,,,,,,,,,
159197,0,2.0,5.0,11.0,4.0,,,,,,,
159198,1,0.0,6.0,5.0,11.0,,,,,,,
159199,0,4.0,11.0,9.0,6.0,,,,,,,
159200,0,,,,,,,,,,,
159201,1,6.0,0.0,,,,,,,,,
159202,11,,,,,,,,,,,
159203,2,6.0,0.0,7.0,11.0,,,,,,,
159204,11,0.0,5.0,6.0,7.0,,,,,,,
159205,0,11.0,,,,,,,,,,
159206,0,2.0,7.0,,,,,,,,,
159207,6,1.0,,,,,,,,,,
159208,0,4.0,5.0,3.0,6.0,,,,,,,
159209,3,6.0,,,,,,,,,,
159210,4,11.0,9.0,6.0,0.0,,,,,,,
159211,9,7.0,0.0,5.0,4.0,,,,,,,
159212,0,9.0,11.0,3.0,1.0,,,,,,,
159213,0,1.0,,,,,,,,,,
159214,6,,,,,,,,,,,
159215,0,3.0,5.0,6.0,2.0,,,,,,,
159216,1,3.0,7.0,10.0,0.0,,,,,,,
159217,0,,,,,,,,,,,
159218,9,,,,,,,,,,,
159220,3,11.0,,,,,,,,,,
159221,0,7.0,11.0,2.0,,,,,,,,
159222,0,6.0,11.0,2.0,7.0,,,,,,,
159223,6,,,,,,,,,,,
159224,4,7.0,,,,,,,,,,
159225,0,6.0,4.0,2.0,1.0,,,,,,,
159226,4,,,,,,,,,,,
159227,0,,,,,,,,,,,
159228,0,11.0,9.0,8.0,,,,,,,,
159229,0,,,,,,,,,,,
159230,1,7.0,4.0,9.0,3.0,,,,,,,
159231,0,6.0,,,,,,,,,,
159232,0,,,,,,,,,,,
159234,0,1.0,11.0,9.0,8.0,,,,,,,
159236,0,,,,,,,,,,,
159237,3,11.0,6.0,,,,,,,,,
159238,0,11.0,2.0,10.0,9.0,,,,,,,
159239,9,,,,,,,,,,,
159240,10,,,,,,,,,,,
159242,0,,,,,,,,,,,
159243,11,4.0,5.0,9.0,10.0,,,,,,,
159244,1,11.0,2.0,6.0,7.0,,,,,,,
159245,3,6.0,5.0,0.0,11.0,,,,,,,
159246,4,6.0,,,,,,,,,,
159247,6,11.0,,,,,,,,,,
159248,6,4.0,3.0,9.0,11.0,,,,,,,
159249,0,7.0,4.0,8.0,,,,,,,,
159250,0,6.0,4.0,7.0,11.0,,,,,,,
159251,9,,,,,,,,,,,
159252,4,6.0,0.0,,,,,,,,,
159253,0,6.0,11.0,7.0,,,,,,,,
159254,10,6.0,,,,,,,,,,
159255,9,8.0,11.0,3.0,1.0,,,,,,,
159256,11,6.0,,,,,,,,,,
159257,0,9.0,6.0,3.0,2.0,,,,,,,
159258,4,0.0,5.0,10.0,1.0,,,,,,,
159259,3,4.0,0.0,6.0,9.0,,,,,,,
159260,0,4.0,6.0,11.0,3.0,,,,,,,
159261,9,0.0,,,,,,,,,,
159263,0,9.0,6.0,,,,,,,,,
159264,9,6.0,10.0,,,,,,,,,
159265,2,3.0,1.0,4.0,0.0,,,,,,,
159266,2,1.0,11.0,6.0,3.0,,,,,,,
159267,1,4.0,,,,,,,,,,
159268,0,2.0,,,,,,,,,,
159269,0,6.0,9.0,,,,,,,,,
159270,2,,,,,,,,,,,
159271,11,1.0,8.0,0.0,7.0,,,,,,,
159272,1,0.0,,,,,,,,,,
159273,6,,,,,,,,,,,
159274,11,9.0,2.0,6.0,5.0,,,,,,,
159275,0,1.0,11.0,3.0,,,,,,,,
159276,0,7.0,5.0,,,,,,,,,
159277,7,0.0,6.0,,,,,,,,,
159278,11,7.0,,,,,,,,,,
159279,0,4.0,8.0,11.0,6.0,,,,,,,
159280,1,2.0,4.0,9.0,10.0,,,,,,,
159281,6,0.0,9.0,7.0,1.0,,,,,,,
159282,1,6.0,9.0,4.0,2.0,,,,,,,
159283,0,,,,,,,,,,,
159284,7,2.0,6.0,11.0,10.0,,,,,,,
159285,6,7.0,11.0,3.0,0.0,,,,,,,
159286,6,,,,,,,,,,,
159287,0,,,,,,,,,,,
159288,6,0.0,5.0,2.0,10.0,,,,,,,
159289,4,6.0,0.0,7.0,2.0,,,,,,,
159290,4,11.0,0.0,2.0,,,,,,,,
159291,0,1.0,,,,,,,,,,
159292,6,11.0,2.0,0.0,9.0,,,,,,,
159293,4,0.0,,,,,,,,,,
159294,4,,,,,,,,,,,
159295,11,0.0,6.0,7.0,2.0,,,,,,,
159296,4,9.0,3.0,0.0,5.0,,,,,,,
159297,7,5.0,,,,,,,,,,
159298,9,0.0,,,,,,,,,,
159299,6,,,,,,,,,,,
159300,11,,,,,,,,,,,
159301,11,0.0,1.0,9.0,8.0,,,,,,,
159302,3,6.0,10.0,0.0,,,,,,,,
159303,1,0.0,8.0,9.0,11.0,,,,,,,
159304,0,4.0,11.0,9.0,,,,,,,,
159305,4,2.0,7.0,11.0,1.0,,,,,,,
159306,6,10.0,0.0,7.0,11.0,,,,,,,
159307,11,5.0,9.0,6.0,7.0,,,,,,,
159308,4,0.0,,,,,,,,,,
159309,11,,,,,,,,,,,
159311,0,7.0,,,,,,,,,,
159312,3,,,,,,,,,,,
159314,0,11.0,2.0,5.0,3.0,,,,,,,
159315,0,,,,,,,,,,,
159316,0,3.0,8.0,,,,,,,,,
159317,3,,,,,,,,,,,
159318,1,,,,,,,,,,,
159319,1,7.0,0.0,4.0,5.0,,,,,,,
159320,3,4.0,2.0,11.0,9.0,,,,,,,
159322,0,,,,,,,,,,,
159323,1,,,,,,,,,,,
159324,0,11.0,,,,,,,,,,
159325,6,11.0,0.0,2.0,1.0,,,,,,,
159326,10,4.0,9.0,,,,,,,,,
159327,6,0.0,9.0,1.0,10.0,,,,,,,
159328,1,4.0,,,,,,,,,,
159329,0,,,,,,,,,,,
159330,3,4.0,0.0,6.0,9.0,,,,,,,
159331,0,6.0,11.0,9.0,7.0,,,,,,,
159332,0,,,,,,,,,,,
159333,9,6.0,,,,,,,,,,
159334,0,11.0,5.0,6.0,10.0,,,,,,,
159335,5,4.0,2.0,,,,,,,,,
159336,0,5.0,1.0,8.0,,,,,,,,
159337,0,,,,,,,,,,,
159338,0,5.0,10.0,,,,,,,,,
159339,11,7.0,4.0,5.0,10.0,,,,,,,
159341,6,11.0,2.0,0.0,5.0,,,,,,,
159342,10,0.0,9.0,3.0,5.0,,,,,,,
159344,3,0.0,,,,,,,,,,
159345,9,0.0,,,,,,,,,,
159346,3,,,,,,,,,,,
159347,11,0.0,4.0,6.0,10.0,,,,,,,
159349,11,6.0,2.0,,,,,,,,,
159350,0,10.0,4.0,1.0,11.0,,,,,,,
159352,0,4.0,9.0,7.0,2.0,,,,,,,
159353,9,1.0,10.0,7.0,6.0,,,,,,,
159354,6,4.0,,,,,,,,,,
159355,11,4.0,0.0,,,,,,,,,
159356,4,11.0,7.0,1.0,3.0,,,,,,,
159357,0,5.0,1.0,8.0,9.0,,,,,,,
159358,6,0.0,4.0,11.0,9.0,,,,,,,
159359,2,3.0,4.0,5.0,7.0,,,,,,,
159360,7,,,,,,,,,,,
159361,5,4.0,7.0,0.0,1.0,,,,,,,
159362,7,0.0,6.0,1.0,2.0,,,,,,,
159363,0,8.0,9.0,7.0,6.0,,,,,,,
159364,11,1.0,6.0,7.0,9.0,,,,,,,
159366,0,6.0,3.0,,,,,,,,,
159367,0,2.0,,,,,,,,,,
159368,0,11.0,,,,,,,,,,
160240,11,9.0,6.0,0.0,1.0,,,,,,,
160241,7,0.0,9.0,4.0,5.0,,,,,,,
160242,7,1.0,2.0,11.0,6.0,,,,,,,
160244,0,,,,,,,,,,,
160245,6,5.0,4.0,10.0,2.0,,,,,,,
160246,0,,,,,,,,,,,
160247,6,0.0,11.0,1.0,10.0,,,,,,,
160248,3,11.0,0.0,10.0,8.0,,,,,,,
160250,6,0.0,,,,,,,,,,
160251,3,2.0,5.0,4.0,8.0,,,,,,,
160252,0,11.0,5.0,9.0,2.0,,,,,,,
160253,11,,,,,,,,,,,
160254,9,4.0,11.0,0.0,6.0,,,,,,,
160255,11,9.0,0.0,6.0,2.0,,,,,,,
160256,7,11.0,0.0,9.0,6.0,,,,,,,
160257,11,10.0,2.0,0.0,4.0,,,,,,,
160258,0,7.0,5.0,3.0,,,,,,,,
160259,1,,,,,,,,,,,
160261,0,8.0,4.0,11.0,5.0,,,,,,,
160262,8,,,,,,,,,,,
160263,0,11.0,6.0,4.0,2.0,,,,,,,
160264,9,6.0,0.0,11.0,10.0,,,,,,,
160265,0,11.0,,,,,,,,,,
160266,0,11.0,6.0,,,,,,,,,
160267,6,0.0,9.0,,,,,,,,,
160268,11,,,,,,,,,,,
160269,3,,,,,,,,,,,
160270,6,2.0,11.0,0.0,9.0,,,,,,,
160271,8,6.0,,,,,,,,,,
160272,3,,,,,,,,,,,
160273,0,7.0,5.0,2.0,9.0,,,,,,,
160274,0,6.0,3.0,2.0,1.0,,,,,,,
160275,0,1.0,11.0,4.0,10.0,,,,,,,
160276,1,,,,,,,,,,,
160277,0,,,,,,,,,,,
160278,2,3.0,6.0,9.0,0.0,,,,,,,
160279,3,0.0,4.0,6.0,2.0,,,,,,,
160280,6,,,,,,,,,,,
160281,0,,,,,,,,,,,
160282,6,10.0,4.0,,,,,,,,,
160283,3,2.0,4.0,,,,,,,,,
160284,6,,,,,,,,,,,
160285,1,,,,,,,,,,,
160286,0,11.0,4.0,7.0,1.0,,,,,,,
160287,0,5.0,4.0,6.0,11.0,,,,,,,
160288,3,,,,,,,,,,,
160289,9,10.0,11.0,,,,,,,,,
160290,4,0.0,6.0,2.0,5.0,,,,,,,
160291,0,6.0,5.0,,,,,,,,,
160292,5,10.0,,,,,,,,,,
160293,10,7.0,2.0,,,,,,,,,
160294,0,9.0,6.0,4.0,11.0,,,,,,,
160296,1,0.0,11.0,8.0,3.0,,,,,,,
160297,6,10.0,1.0,0.0,11.0,,,,,,,
160298,6,7.0,3.0,11.0,0.0,,,,,,,
160299,11,1.0,2.0,6.0,0.0,,,,,,,
160300,0,4.0,5.0,6.0,7.0,,,,,,,
160301,3,0.0,9.0,10.0,6.0,,,,,,,
160302,0,,,,,,,,,,,
160303,0,6.0,7.0,2.0,1.0,,,,,,,
160304,6,0.0,10.0,3.0,,,,,,,,
160305,11,3.0,6.0,,,,,,,,,
160306,4,,,,,,,,,,,
160307,10,0.0,4.0,1.0,11.0,,,,,,,
160308,0,3.0,11.0,7.0,5.0,,,,,,,
160309,7,0.0,11.0,6.0,2.0,,,,,,,
160310,11,6.0,8.0,2.0,7.0,,,,,,,
160311,6,7.0,4.0,10.0,2.0,,,,,,,
160312,2,4.0,9.0,,,,,,,,,
160313,11,9.0,5.0,6.0,7.0,,,,,,,
160314,7,0.0,4.0,9.0,1.0,,,,,,,
160315,3,,,,,,,,,,,
160316,3,11.0,0.0,7.0,,,,,,,,
160317,5,0.0,7.0,2.0,6.0,,,,,,,
160318,6,,,,,,,,,,,
160319,9,7.0,2.0,6.0,11.0,,,,,,,
160320,11,7.0,1.0,,,,,,,,,
160321,11,6.0,4.0,,,,,,,,,
160322,0,3.0,,,,,,,,,,
160323,5,0.0,7.0,1.0,,,,,,,,
160324,0,9.0,,,,,,,,,,
160325,9,3.0,6.0,,,,,,,,,
160326,9,11.0,0.0,6.0,1.0,,,,,,,
160327,3,4.0,11.0,2.0,0.0,,,,,,,
160328,0,,,,,,,,,,,
160329,0,3.0,6.0,11.0,1.0,,,,,,,
160330,7,1.0,0.0,11.0,5.0,,,,,,,
160331,6,2.0,,,,,,,,,,
160332,11,0.0,4.0,2.0,6.0,,,,,,,
160333,3,11.0,6.0,0.0,10.0,,,,,,,
160334,4,2.0,6.0,5.0,7.0,,,,,,,
160335,9,11.0,6.0,2.0,0.0,,,,,,,
160336,2,5.0,8.0,,,,,,,,,
160338,2,9.0,0.0,6.0,7.0,,,,,,,
160339,4,,,,,,,,,,,
160340,4,11.0,6.0,0.0,1.0,,,,,,,
160341,3,6.0,,,,,,,,,,
160342,4,3.0,6.0,,,,,,,,,
160343,9,0.0,10.0,1.0,3.0,,,,,,,
160344,4,0.0,7.0,9.0,11.0,,,,,,,
160345,11,,,,,,,,,,,
160346,3,,,,,,,,,,,
160347,3,0.0,,,,,,,,,,
160348,5,9.0,0.0,4.0,,,,,,,,
160349,0,2.0,6.0,4.0,,,,,,,,
160350,7,4.0,6.0,,,,,,,,,
160351,11,4.0,6.0,,,,,,,,,
160352,9,7.0,2.0,11.0,0.0,,,,,,,
160353,4,0.0,7.0,1.0,8.0,,,,,,,
160354,11,,,,,,,,,,,
160355,3,0.0,10.0,,,,,,,,,
160356,0,7.0,3.0,11.0,9.0,,,,,,,
160357,0,10.0,9.0,2.0,11.0,,,,,,,
160358,10,0.0,,,,,,,,,,
160359,0,,,,,,,,,,,
160360,10,7.0,1.0,2.0,5.0,,,,,,,
160361,0,2.0,,,,,,,,,,
160362,3,0.0,11.0,2.0,7.0,,,,,,,
160363,0,,,,,,,,,,,
160364,6,11.0,9.0,,,,,,,,,
160365,1,0.0,2.0,6.0,11.0,,,,,,,
160366,0,4.0,6.0,2.0,10.0,,,,,,,
160367,8,,,,,,,,,,,
160368,6,3.0,0.0,,,,,,,,,
160369,0,5.0,10.0,2.0,7.0,,,,,,,
160370,6,,,,,,,,,,,
160371,9,,,,,,,,,,,
160372,0,4.0,2.0,3.0,9.0,,,,,,,
160373,0,4.0,11.0,,,,,,,,,
160374,6,0.0,3.0,4.0,2.0,,,,,,,
160375,3,6.0,0.0,4.0,10.0,,,,,,,
160376,9,0.0,3.0,6.0,2.0,,,,,,,
160377,7,6.0,4.0,1.0,0.0,,,,,,,
160378,6,2.0,0.0,7.0,5.0,,,,,,,
160379,11,9.0,0.0,5.0,6.0,,,,,,,
160380,9,,,,,,,,,,,
160381,8,,,,,,,,,,,
160382,0,11.0,6.0,3.0,2.0,,,,,,,
160383,0,11.0,5.0,6.0,7.0,,,,,,,
160384,9,11.0,6.0,7.0,2.0,,,,,,,
160385,11,,,,,,,,,,,
160386,4,1.0,0.0,2.0,5.0,,,,,,,
160387,11,2.0,9.0,5.0,6.0,,,,,,,
160388,6,1.0,11.0,,,,,,,,,
160389,4,7.0,,,,,,,,,,
160390,4,0.0,6.0,,,,,,,,,
160391,8,11.0,10.0,5.0,1.0,,,,,,,
160392,10,,,,,,,,,,,
160393,5,3.0,4.0,,,,,,,,,
160394,0,5.0,11.0,6.0,7.0,,,,,,,
160395,4,6.0,2.0,0.0,11.0,,,,,,,
160396,11,,,,,,,,,,,
160397,2,0.0,7.0,,,,,,,,,
160398,0,10.0,9.0,4.0,2.0,,,,,,,
160399,10,0.0,3.0,2.0,,,,,,,,
160400,1,0.0,8.0,9.0,10.0,,,,,,,
160401,0,11.0,4.0,5.0,2.0,,,,,,,
160402,6,3.0,0.0,,,,,,,,,
160403,0,,,,,,,,,,,
160404,11,,,,,,,,,,,
160405,0,2.0,11.0,,,,,,,,,
160406,3,0.0,,,,,,,,,,
160407,11,2.0,0.0,,,,,,,,,
160408,3,6.0,0.0,11.0,,,,,,,,
160410,0,1.0,11.0,8.0,7.0,,,,,,,
160411,0,,,,,,,,,,,
160412,11,9.0,3.0,,,,,,,,,
160413,7,6.0,0.0,5.0,9.0,,,,,,,
160414,0,11.0,9.0,7.0,1.0,,,,,,,
160415,0,4.0,6.0,10.0,1.0,,,,,,,
160417,0,,,,,,,,,,,
160418,1,,,,,,,,,,,
160419,10,2.0,,,,,,,,,,
160420,1,4.0,,,,,,,,,,
160421,0,8.0,4.0,5.0,6.0,,,,,,,
160422,0,,,,,,,,,,,
160423,2,,,,,,,,,,,
161316,3,,,,,,,,,,,
161317,2,0.0,,,,,,,,,,
161318,8,9.0,3.0,1.0,0.0,,,,,,,
161320,7,,,,,,,,,,,
161321,0,4.0,7.0,1.0,11.0,,,,,,,
161322,0,4.0,1.0,,,,,,,,,
161323,3,,,,,,,,,,,
161324,2,0.0,4.0,9.0,1.0,,,,,,,
161325,0,4.0,3.0,1.0,9.0,,,,,,,
161326,0,4.0,5.0,1.0,3.0,,,,,,,
161327,0,6.0,7.0,,,,,,,,,
161328,9,1.0,4.0,2.0,5.0,,,,,,,
161329,6,0.0,3.0,1.0,5.0,,,,,,,
161330,6,,,,,,,,,,,
161331,1,10.0,0.0,6.0,,,,,,,,
161332,0,4.0,9.0,10.0,1.0,,,,,,,
161333,0,,,,,,,,,,,
161335,0,8.0,1.0,3.0,7.0,,,,,,,
161336,3,,,,,,,,,,,
161337,3,5.0,0.0,,,,,,,,,
161338,8,,,,,,,,,,,
161339,8,0.0,11.0,9.0,4.0,,,,,,,
161340,4,1.0,,,,,,,,,,
161341,4,,,,,,,,,,,
161342,0,8.0,6.0,9.0,11.0,,,,,,,
161343,3,2.0,9.0,1.0,0.0,,,,,,,
161344,3,0.0,1.0,5.0,11.0,,,,,,,
161345,3,9.0,,,,,,,,,,
161346,3,10.0,6.0,11.0,4.0,,,,,,,
161347,0,,,,,,,,,,,
161348,4,11.0,7.0,3.0,2.0,,,,,,,
161349,3,,,,,,,,,,,
161350,3,,,,,,,,,,,
161351,0,11.0,3.0,4.0,,,,,,,,
161352,3,,,,,,,,,,,
161353,3,9.0,8.0,7.0,1.0,,,,,,,
161354,4,0.0,9.0,1.0,3.0,,,,,,,
161355,0,4.0,6.0,7.0,1.0,,,,,,,
161356,5,,,,,,,,,,,
161358,5,4.0,9.0,10.0,1.0,,,,,,,
161360,0,1.0,8.0,5.0,7.0,,,,,,,
161361,0,,,,,,,,,,,
161362,0,6.0,3.0,11.0,9.0,,,,,,,
161363,0,1.0,2.0,,,,,,,,,
161364,0,,,,,,,,,,,
161365,0,11.0,2.0,6.0,7.0,,,,,,,
161366,1,0.0,7.0,8.0,11.0,,,,,,,
161368,6,0.0,4.0,,,,,,,,,
161370,0,3.0,2.0,8.0,9.0,,,,,,,
161371,8,1.0,,,,,,,,,,
161373,3,8.0,0.0,10.0,9.0,,,,,,,
161374,0,8.0,,,,,,,,,,
161375,0,4.0,1.0,7.0,9.0,,,,,,,
161376,0,,,,,,,,,,,
161377,11,4.0,3.0,7.0,2.0,,,,,,,
161378,0,2.0,6.0,11.0,3.0,,,,,,,
161379,8,6.0,1.0,,,,,,,,,
161380,6,11.0,0.0,3.0,2.0,,,,,,,
161381,0,8.0,4.0,6.0,11.0,,,,,,,
161382,0,4.0,5.0,9.0,1.0,,,,,,,
161383,3,,,,,,,,,,,
161384,0,,,,,,,,,,,
161385,9,7.0,0.0,2.0,1.0,,,,,,,
161386,4,3.0,7.0,6.0,11.0,,,,,,,
161387,7,1.0,0.0,4.0,6.0,,,,,,,
161388,4,0.0,,,,,,,,,,
161389,9,,,,,,,,,,,
161390,0,11.0,,,,,,,,,,
161391,0,9.0,,,,,,,,,,
161392,0,8.0,4.0,11.0,5.0,,,,,,,
161393,1,,,,,,,,,,,
161395,0,4.0,9.0,7.0,2.0,,,,,,,
161396,3,0.0,11.0,6.0,1.0,,,,,,,
161399,0,4.0,5.0,,,,,,,,,
161400,11,1.0,8.0,4.0,7.0,,,,,,,
161401,1,2.0,,,,,,,,,,
161402,0,,,,,,,,,,,
161403,4,3.0,1.0,9.0,0.0,,,,,,,
161404,0,4.0,5.0,6.0,3.0,,,,,,,
161406,0,8.0,4.0,5.0,2.0,,,,,,,
161409,0,6.0,1.0,5.0,2.0,,,,,,,
161410,0,4.0,11.0,6.0,7.0,,,,,,,
161411,11,0.0,8.0,1.0,3.0,,,,,,,
161413,1,10.0,6.0,11.0,0.0,,,,,,,
161414,2,5.0,3.0,0.0,6.0,,,,,,,
161415,0,,,,,,,,,,,
161416,0,2.0,,,,,,,,,,
161418,9,5.0,10.0,11.0,2.0,,,,,,,
161419,0,4.0,7.0,,,,,,,,,
161420,2,4.0,10.0,6.0,0.0,,,,,,,
162515,0,3.0,9.0,1.0,4.0,,,,,,,
162516,3,,,,,,,,,,,
162517,6,0.0,4.0,9.0,2.0,,,,,,,
162518,2,6.0,0.0,9.0,,,,,,,,
162519,1,,,,,,,,,,,
162520,3,6.0,,,,,,,,,,
162521,0,,,,,,,,,,,
162522,0,,,,,,,,,,,
162523,4,8.0,2.0,,,,,,,,,
162527,0,4.0,6.0,2.0,1.0,,,,,,,
162528,0,4.0,6.0,3.0,1.0,,,,,,,
162529,0,,,,,,,,,,,
162530,7,0.0,11.0,,,,,,,,,
162531,2,,,,,,,,,,,
162532,0,4.0,,,,,,,,,,
162534,0,4.0,9.0,,,,,,,,,
162535,0,7.0,6.0,,,,,,,,,
162536,7,0.0,,,,,,,,,,
162538,8,0.0,9.0,3.0,1.0,,,,,,,
162539,0,,,,,,,,,,,
162540,0,6.0,4.0,,,,,,,,,
162542,0,,,,,,,,,,,
162543,2,,,,,,,,,,,
162544,9,7.0,1.0,4.0,0.0,,,,,,,
162545,6,3.0,4.0,0.0,,,,,,,,
162546,6,,,,,,,,,,,
162547,3,10.0,6.0,11.0,2.0,,,,,,,
162548,0,4.0,9.0,7.0,1.0,,,,,,,
162549,0,1.0,6.0,4.0,2.0,,,,,,,
162550,4,,,,,,,,,,,
162551,7,,,,,,,,,,,
162553,0,8.0,,,,,,,,,,
162555,4,,,,,,,,,,,
162556,0,,,,,,,,,,,
162557,3,,,,,,,,,,,
162558,0,4.0,9.0,7.0,3.0,,,,,,,
162559,0,6.0,1.0,3.0,4.0,,,,,,,
162561,11,,,,,,,,,,,
162562,1,,,,,,,,,,,
162563,1,10.0,3.0,0.0,,,,,,,,
162564,4,5.0,6.0,2.0,0.0,,,,,,,
162565,3,,,,,,,,,,,
162566,0,1.0,11.0,,,,,,,,,
162568,3,11.0,4.0,,,,,,,,,
162570,0,6.0,,,,,,,,,,
162572,0,,,,,,,,,,,
162573,0,,,,,,,,,,,
162574,0,,,,,,,,,,,
162576,3,,,,,,,,,,,
162578,1,2.0,0.0,,,,,,,,,
162579,1,9.0,11.0,0.0,2.0,,,,,,,
162581,0,4.0,2.0,6.0,1.0,,,,,,,
162582,0,,,,,,,,,,,
162583,6,,,,,,,,,,,
162585,0,4.0,9.0,10.0,1.0,,,,,,,
162586,7,,,,,,,,,,,
162588,0,,,,,,,,,,,
162589,3,,,,,,,,,,,
162591,0,4.0,5.0,11.0,,,,,,,,
162592,11,,,,,,,,,,,
162593,0,2.0,8.0,11.0,9.0,,,,,,,
162594,5,3.0,7.0,10.0,6.0,,,,,,,
162595,3,2.0,1.0,0.0,4.0,,,,,,,
162596,9,,,,,,,,,,,
162718,0,6.0,4.0,11.0,2.0,,,,,,,
162719,0,11.0,6.0,,,,,,,,,
162720,0,,,,,,,,,,,
162721,2,9.0,3.0,10.0,8.0,,,,,,,
162722,7,0.0,1.0,11.0,2.0,,,,,,,
162723,0,,,,,,,,,,,
162724,4,6.0,,,,,,,,,,
162725,4,,,,,,,,,,,
162726,0,,,,,,,,,,,
162727,0,11.0,2.0,6.0,1.0,,,,,,,
162728,0,3.0,,,,,,,,,,
162729,11,4.0,0.0,7.0,9.0,,,,,,,
162730,2,0.0,11.0,7.0,3.0,,,,,,,
162731,5,,,,,,,,,,,
162732,11,,,,,,,,,,,
162733,5,1.0,,,,,,,,,,
162734,4,2.0,11.0,0.0,6.0,,,,,,,
162736,0,,,,,,,,,,,
162737,3,11.0,0.0,4.0,6.0,,,,,,,
162738,0,3.0,6.0,,,,,,,,,
162739,11,,,,,,,,,,,
